triplet_id	ac_id	anchor	negative_partner_c	positive_partner_d	ac_pair_id	ad_pair_id	assembly_size_stratum	counterfactual_grade_provisional	sequence_similarity_bin
SCF:0001853	AC:001584	I0Z7A6	I0YQ45	I0Z7A7	SP:0001584	SP:0007742	11_24	CF-B-provisional	high
SCF:0001854	AC:001584	I0Z7A6	I0YQ45	I0YQ44	SP:0001584	SP:0007743	11_24	CF-B-provisional	medium
SCF:0001855	AC:001584	I0Z7A6	I0YQ45	I0Z2Y0	SP:0001584	SP:0008865	11_24	CF-B-provisional	medium
SCF:0001856	AC:001590	Q9UJW0	P61163	P60709	SP:0001590	SP:0011428	11_24	CF-B-provisional	high
SCF:0001857	AC:001590	Q9UJW0	P61163	Q9NZ32	SP:0001590	SP:0011429	11_24	CF-B-provisional	medium
SCF:0001858	AC:001592	P59763	A0A2K3DWM2	A8I846	SP:0001592	SP:0011433	11_24	CF-B-provisional	medium
SCF:0001859	AC:001594	G0S8E0	G0SH09	G0SEM4	SP:0001594	SP:0007436	11_24	CF-B-provisional	remote_sequence
SCF:0001860	AC:001594	G0S8E0	G0SH09	G0S7Z4	SP:0001594	SP:0007437	11_24	CF-B-provisional	remote_sequence
SCF:0001861	AC:001594	G0SH09	G0S8E0	G0S3J8	SP:0001594	SP:0011439	11_24	CF-B-provisional	medium
SCF:0001862	AC:001596	Q94AQ8	P26288	P56752	SP:0001596	SP:0010212	11_24	CF-B-provisional	remote_sequence
SCF:0001863	AC:001598	A0A4V8GZZ2	A0A4V8GZZ9	A0A4V8GZZ8	SP:0001598	SP:0006227	11_24	CF-B-provisional	medium
SCF:0001864	AC:001598	A0A4V8GZZ9	A0A4V8GZZ2	A0A4V8H003	SP:0001598	SP:0011454	11_24	CF-B-provisional	medium
SCF:0001865	AC:001601	O43402	Q5JPE7	Q8N766	SP:0001601	SP:0011456	11_24	CF-B-provisional	remote_sequence
SCF:0001866	AC:001602	Q6NLH0	Q39212	Q39211	SP:0001602	SP:0009271	11_24	CF-B-provisional	high
SCF:0001867	AC:001603	Q8N140	Q96MF7	Q8WV22	SP:0001603	SP:0008032	3_10	CF-B-provisional	remote_sequence
SCF:0001868	AC:001604	Q9UBQ0	O60826	Q96QK1	SP:0001604	SP:0011463	3_10	CF-B-provisional	remote_sequence
SCF:0001869	AC:001607	O14352	O94408	O74483	SP:0001607	SP:0011081	3_10	CF-B-provisional	remote_sequence
SCF:0001870	AC:001607	O94408	O14352	P87173	SP:0001607	SP:0006233	3_10	CF-B-provisional	medium
SCF:0001871	AC:001607	O94408	O14352	O74483	SP:0001607	SP:0011476	3_10	CF-B-provisional	remote_sequence
SCF:0001872	AC:001607	O94408	O14352	Q9Y7M4	SP:0001607	SP:0010710	3_10	CF-B-provisional	remote_sequence
SCF:0001873	AC:001611	Q8LGE7	P93313	B5TM92	SP:0001611	SP:0011481	11_24	CF-B-provisional	remote_sequence
SCF:0001874	AC:001611	Q8LGE7	P93313	P29388	SP:0001611	SP:0011482	11_24	CF-B-provisional	remote_sequence
SCF:0001875	AC:001612	Q92316	P33767	P41543	SP:0001612	SP:0008728	3_10	CF-B-provisional	remote_sequence
SCF:0001876	AC:001614	Q9XFH4	Q9LD28	P06897	SP:0001614	SP:0008547	3_10	CF-B-provisional	high
SCF:0001877	AC:001614	Q9XFH4	Q9LD28	P02281	SP:0001614	SP:0008545	3_10	CF-B-provisional	remote_sequence
SCF:0001878	AC:001614	Q9XFH4	Q9LD28	P84233	SP:0001614	SP:0008546	3_10	CF-B-provisional	remote_sequence
SCF:0001879	AC:001615	Q9C567	Q9SAJ3	F4J3N2	SP:0001615	SP:0011491	11_24	CF-B-provisional	remote_sequence
SCF:0001880	AC:001616	P39075	P37871	P37870	SP:0001616	SP:0008640	3_10	CF-B-provisional	medium
SCF:0001881	AC:001620	W8SY74	A0A2P6TPR7	A0A2P6TS63	SP:0001620	SP:0006266	11_24	CF-B-provisional	medium
SCF:0001882	AC:001621	E1C9L0	Q32904	Q9SQL2	SP:0001621	SP:0011509	11_24	CF-B-provisional	high
SCF:0001883	AC:001621	E1C9L0	Q32904	Q41038	SP:0001621	SP:0011510	11_24	CF-B-provisional	medium
SCF:0001884	AC:001621	E1C9L0	Q32904	P12355	SP:0001621	SP:0010089	11_24	CF-B-provisional	medium
SCF:0001885	AC:001623	P21471	P21477	P21470	SP:0001623	SP:0011512	11_24	CF-B-provisional	remote_sequence
SCF:0001886	AC:001623	P21471	P21477	P21472	SP:0001623	SP:0006305	11_24	CF-B-provisional	remote_sequence
SCF:0001887	AC:001623	P21477	P21471	P12874	SP:0001623	SP:0011514	11_24	CF-B-provisional	remote_sequence
SCF:0001888	AC:001623	P21477	P21471	P21474	SP:0001623	SP:0011515	11_24	CF-B-provisional	remote_sequence
SCF:0001889	AC:001624	P30260	Q9UKT4	P14635	SP:0001624	SP:0011516	11_24	CF-B-provisional	remote_sequence
SCF:0001890	AC:001624	Q9UKT4	P30260	Q9UJX4	SP:0001624	SP:0011518	11_24	CF-B-provisional	remote_sequence
SCF:0001891	AC:001625	G0S755	G0SE33	G0SC21	SP:0001625	SP:0008981	3_10	CF-B-provisional	remote_sequence
SCF:0001892	AC:001625	G0SE33	G0S755	G0S1P1	SP:0001625	SP:0006560	3_10	CF-A-provisional	medium
SCF:0001893	AC:001627	Q6YXR3	A0A2K1J0L9	A0A2K1IAD0	SP:0001627	SP:0006653	11_24	CF-B-provisional	remote_sequence
SCF:0001894	AC:001629	Q15843	O95376	Q9Y4X5	SP:0001629	SP:0011535	3_10	CF-B-provisional	medium
SCF:0001895	AC:001630	O60925	Q99832	P17987	SP:0001630	SP:0008780	11_24	CF-B-provisional	medium
SCF:0001896	AC:001630	O60925	Q99832	P49368	SP:0001630	SP:0009021	11_24	CF-B-provisional	medium
SCF:0001897	AC:001631	E1C9K6	P16002	A5Z2K3	SP:0001631	SP:0006782	11_24	CF-B-provisional	medium
SCF:0001898	AC:001631	E1C9K6	P16002	P09911	SP:0001631	SP:0007090	11_24	CF-B-provisional	remote_sequence
SCF:0001899	AC:001631	E1C9K6	P16002	P12355	SP:0001631	SP:0011538	11_24	CF-B-provisional	remote_sequence
SCF:0001900	AC:001633	Q9FLM8	Q9LQ02	Q9LK40	SP:0001633	SP:0010505	11_24	CF-B-provisional	remote_sequence
SCF:0001901	AC:001634	A0ACD6B9M2	A0ACD6B9M4	A0ACD6B9L6	SP:0001634	SP:0007858	3_10	CF-B-provisional	remote_sequence
SCF:0001902	AC:001635	A0T0V1	B5YM25	B8C0K4	SP:0001635	SP:0011544	11_24	CF-B-provisional	medium
SCF:0001903	AC:001635	A0T0V1	B5YM25	B8C2K6	SP:0001635	SP:0006096	11_24	CF-B-provisional	medium
SCF:0001904	AC:001635	A0T0V1	B5YM25	B8C770	SP:0001635	SP:0006733	11_24	CF-B-provisional	medium
SCF:0001905	AC:001636	A0A1B2U0I9	A0A1B2U0C6	A0A1M5L889	SP:0001636	SP:0008142	11_24	CF-B-provisional	remote_sequence
SCF:0001906	AC:001640	Q9LK40	Q9M1J2	O81098	SP:0001640	SP:0009266	11_24	CF-B-provisional	medium
SCF:0001907	AC:001642	Q96N11	Q9NV88	Q9NVR2	SP:0001642	SP:0009895	11_24	CF-B-provisional	remote_sequence
SCF:0001908	AC:001644	D0FXX2	A0A1C8XRM6	D0FXY3	SP:0001644	SP:0011565	11_24	CF-B-provisional	medium
SCF:0001909	AC:001645	G0RZX8	P0CT46	G0SC21	SP:0001645	SP:0010287	3_10	CF-B-provisional	remote_sequence
SCF:0001910	AC:001645	G0RZX8	P0CT46	G0SCD1	SP:0001645	SP:0006434	3_10	CF-B-provisional	remote_sequence
SCF:0001911	AC:001645	P0CT46	G0RZX8	G0S9A0	SP:0001645	SP:0011569	3_10	CF-B-provisional	remote_sequence
SCF:0001912	AC:001645	P0CT46	G0RZX8	G0S1P1	SP:0001645	SP:0011570	3_10	CF-B-provisional	remote_sequence
SCF:0001913	AC:001645	P0CT46	G0RZX8	G0SC21	SP:0001645	SP:0008979	3_10	CF-B-provisional	remote_sequence
SCF:0001914	AC:001646	Q00361	P32876	P07926	SP:0001646	SP:0011573	11_24	CF-B-provisional	high
SCF:0001915	AC:001650	Q9LTI0	A8MPR5	F4KF14	SP:0001650	SP:0010315	11_24	CF-B-provisional	medium
SCF:0001916	AC:001650	Q9LTI0	A8MPR5	Q9SAJ3	SP:0001650	SP:0009786	11_24	CF-B-provisional	medium
SCF:0001917	AC:001650	Q9LTI0	A8MPR5	F4J3N2	SP:0001650	SP:0010316	11_24	CF-B-provisional	remote_sequence
SCF:0001918	AC:001651	Q9BT78	Q9UBF6	P62877	SP:0001651	SP:0007022	11_24	CF-B-provisional	high
SCF:0001919	AC:001651	Q9UBF6	Q9BT78	Q9H9Q2	SP:0001651	SP:0006634	11_24	CF-B-provisional	remote_sequence
SCF:0001920	AC:001651	Q9UBF6	Q9BT78	Q9UNS2	SP:0001651	SP:0006632	11_24	CF-B-provisional	remote_sequence
SCF:0001921	AC:001652	P14854	P15954	P12074	SP:0001652	SP:0008394	11_24	CF-B-provisional	remote_sequence
SCF:0001922	AC:001653	Q9UZL4	Q9UY20	Q9V1U5	SP:0001653	SP:0011586	11_24	CF-B-provisional	remote_sequence
SCF:0001923	AC:001655	O75140	Q9Y2Q5	Q0VGL1	SP:0001655	SP:0011592	3_10	CF-A-provisional	medium
SCF:0001924	AC:001656	P32613	Q03630	P38334	SP:0001656	SP:0011598	11_24	CF-B-provisional	remote_sequence
SCF:0001925	AC:001656	Q03630	P32613	P36149	SP:0001656	SP:0011601	11_24	CF-B-provisional	remote_sequence
SCF:0001926	AC:001656	Q03630	P32613	P38334	SP:0001656	SP:0011602	11_24	CF-B-provisional	remote_sequence
SCF:0001927	AC:001661	Q75VZ0	Q84Y02	Q75VY7	SP:0001661	SP:0007479	11_24	CF-B-provisional	high
SCF:0001928	AC:001661	Q75VZ0	Q84Y02	Q05093	SP:0001661	SP:0007481	11_24	CF-B-provisional	high
SCF:0001929	AC:001661	Q75VZ0	Q84Y02	Q75VY6	SP:0001661	SP:0007480	11_24	CF-B-provisional	medium
SCF:0001930	AC:001661	Q84Y02	Q75VZ0	Q75VY6	SP:0001661	SP:0008885	11_24	CF-B-provisional	high
SCF:0001931	AC:001661	Q84Y02	Q75VZ0	Q75VY8	SP:0001661	SP:0010367	11_24	CF-B-provisional	high
SCF:0001932	AC:001661	Q84Y02	Q75VZ0	Q75VY7	SP:0001661	SP:0010366	11_24	CF-B-provisional	high
SCF:0001933	AC:001662	A0A140S919	A0A069QC99	E2RXT0	SP:0001662	SP:0011609	11_24	CF-B-provisional	remote_sequence
SCF:0001934	AC:001663	Q12415	Q12308	P32367	SP:0001663	SP:0006482	3_10	CF-B-provisional	remote_sequence
SCF:0001935	AC:001667	Q9Y265	Q9Y4R8	Q9H9F9	SP:0001667	SP:0011617	3_10	CF-B-provisional	remote_sequence
SCF:0001936	AC:001669	P40227	P61758	Q9UHV9	SP:0001669	SP:0008881	11_24	CF-B-provisional	remote_sequence
SCF:0001937	AC:001669	P40227	P61758	O15212	SP:0001669	SP:0009067	11_24	CF-B-provisional	remote_sequence
SCF:0001938	AC:001669	P40227	P61758	Q99471	SP:0001669	SP:0006528	11_24	CF-B-provisional	remote_sequence
SCF:0001939	AC:001671	Q9UZL4	Q9V1V0	Q9UYS3	SP:0001671	SP:0011625	11_24	CF-B-provisional	medium
SCF:0001940	AC:001671	Q9V1V0	Q9UZL4	Q9UY20	SP:0001671	SP:0011585	11_24	CF-B-provisional	remote_sequence
SCF:0001941	AC:001671	Q9V1V0	Q9UZL4	P61994	SP:0001671	SP:0011626	11_24	CF-B-provisional	remote_sequence
SCF:0001942	AC:001671	Q9V1V0	Q9UZL4	P62010	SP:0001671	SP:0011627	11_24	CF-B-provisional	remote_sequence
SCF:0001943	AC:001672	P35718	P29056	P32349	SP:0001672	SP:0008255	11_24	CF-B-provisional	remote_sequence
SCF:0001944	AC:001673	P0A800	P0AFW0	P0AFG0	SP:0001673	SP:0011632	3_10	CF-A-provisional	medium
SCF:0001945	AC:001675	Q6YXM2	A0A2K1JLZ3	A0A2K1K0C7	SP:0001675	SP:0009012	11_24	CF-B-provisional	medium
SCF:0001946	AC:001678	P20504	P68449	P68608	SP:0001678	SP:0011644	11_24	CF-B-provisional	remote_sequence
SCF:0001947	AC:001678	P68449	P20504	P20979	SP:0001678	SP:0008901	11_24	CF-B-provisional	remote_sequence
SCF:0001948	AC:001681	Q96HW7	Q96SY0	P30153	SP:0001681	SP:0011651	11_24	CF-B-provisional	remote_sequence
SCF:0001949	AC:001681	Q96SY0	Q96HW7	Q9NVR2	SP:0001681	SP:0006681	11_24	CF-B-provisional	remote_sequence
SCF:0001950	AC:001682	A0T0V1	B8BUW3	B8C770	SP:0001682	SP:0006733	11_24	CF-B-provisional	medium
SCF:0001951	AC:001682	A0T0V1	B8BUW3	B8C0K4	SP:0001682	SP:0011544	11_24	CF-B-provisional	medium
SCF:0001952	AC:001683	E3UIU5	M2Y652	M2VTV2	SP:0001683	SP:0007180	11_24	CF-B-provisional	high
SCF:0001953	AC:001683	E3UIU5	M2Y652	M2X090	SP:0001683	SP:0008393	11_24	CF-B-provisional	medium
SCF:0001954	AC:001684	A0A2P6THB2	A0A2P6U4S6	A0A2P6U0J1	SP:0001684	SP:0009787	11_24	CF-B-provisional	medium
SCF:0001955	AC:001685	A0A1B2U0I9	A0A1M6QGN9	A0A1M5L6R0	SP:0001685	SP:0010413	11_24	CF-B-provisional	remote_sequence
SCF:0001956	AC:001687	A0A4V8GZZ3	A0A4V8H002	A0A4V8GZZ7	SP:0001687	SP:0006541	11_24	CF-B-provisional	medium
SCF:0001957	AC:001690	P17227	E1C9L3	A0A0M3KL11	SP:0001690	SP:0011291	11_24	CF-B-provisional	medium
SCF:0001958	AC:001690	P17227	E1C9L3	A0A0M3KL10	SP:0001690	SP:0008205	11_24	CF-B-provisional	medium
SCF:0001959	AC:001690	P17227	E1C9L3	A0A0M3KL13	SP:0001690	SP:0011658	11_24	CF-B-provisional	medium
SCF:0001960	AC:001691	D5MAL3	E1C9K9	A0A0M3KL10	SP:0001691	SP:0011659	11_24	CF-B-provisional	high
SCF:0001961	AC:001693	Q96HW7	Q9NVM9	Q9NV88	SP:0001693	SP:0011660	11_24	CF-B-provisional	remote_sequence
SCF:0001962	AC:001693	Q96HW7	Q9NVM9	Q5TA45	SP:0001693	SP:0011661	11_24	CF-B-provisional	remote_sequence
SCF:0001963	AC:001695	C3TRH7	C3SQS2	P0A7W1	SP:0001695	SP:0011663	11_24	CF-B-provisional	remote_sequence
SCF:0001964	AC:001699	P20429	O35011	O31718	SP:0001699	SP:0009985	3_10	CF-B-provisional	remote_sequence
SCF:0001965	AC:001700	E1C9L3	P05311	A0A0F6NFW5	SP:0001700	SP:0009483	11_24	CF-B-provisional	high
SCF:0001966	AC:001700	E1C9L3	P05311	P05310	SP:0001700	SP:0009482	11_24	CF-B-provisional	high
SCF:0001967	AC:001700	P05311	E1C9L3	A0A0M3KL11	SP:0001700	SP:0011669	11_24	CF-B-provisional	medium
SCF:0001968	AC:001700	P05311	E1C9L3	A0A0M3KL10	SP:0001700	SP:0011670	11_24	CF-B-provisional	medium
SCF:0001969	AC:001700	P05311	E1C9L3	A0A0M3KL13	SP:0001700	SP:0007087	11_24	CF-B-provisional	medium
SCF:0001970	AC:001703	P56768	Q9SUI5	Q9S7N7	SP:0001703	SP:0009043	11_24	CF-B-provisional	medium
SCF:0001971	AC:001705	Q6YXK4	A0A2K1JDE1	A0A2K1JC42	SP:0001705	SP:0008422	11_24	CF-B-provisional	medium
SCF:0001972	AC:001707	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	SP:0001707	SP:0008685	11_24	CF-B-provisional	remote_sequence
SCF:0001973	AC:001707	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	SP:0001707	SP:0007469	11_24	CF-B-provisional	remote_sequence
SCF:0001974	AC:001708	Q93077	Q9Y230	Q71F23	SP:0001708	SP:0011682	11_24	CF-B-provisional	remote_sequence
SCF:0001975	AC:001708	Q93077	Q9Y230	P54274	SP:0001708	SP:0011683	11_24	CF-B-provisional	remote_sequence
SCF:0001976	AC:001708	Q9Y230	Q93077	P04908	SP:0001708	SP:0010242	11_24	CF-B-provisional	high
SCF:0001977	AC:001708	Q9Y230	Q93077	P33778	SP:0001708	SP:0010122	11_24	CF-B-provisional	medium
SCF:0001978	AC:001709	Q9NQT4	Q9Y2L1	Q8TF46	SP:0001709	SP:0011685	11_24	CF-B-provisional	medium
SCF:0001979	AC:001709	Q9NQT4	Q9Y2L1	Q9Y450	SP:0001709	SP:0011686	11_24	CF-B-provisional	remote_sequence
SCF:0001980	AC:001709	Q9Y2L1	Q9NQT4	Q9NPD3	SP:0001709	SP:0011103	11_24	CF-B-provisional	medium
SCF:0001981	AC:001709	Q9Y2L1	Q9NQT4	Q15024	SP:0001709	SP:0011104	11_24	CF-B-provisional	medium
SCF:0001982	AC:001711	O57204	Q76ZS0	Q76ZQ8	SP:0001711	SP:0011690	3_10	CF-B-provisional	remote_sequence
SCF:0001983	AC:001711	Q76ZS0	O57204	Q76ZP7	SP:0001711	SP:0011693	3_10	CF-B-provisional	remote_sequence
SCF:0001984	AC:001712	P07839	Q75VY7	P12356	SP:0001712	SP:0006320	11_24	CF-B-provisional	medium
SCF:0001985	AC:001714	Q9UBF6	Q96MG8	Q9UNS2	SP:0001714	SP:0006632	3_10	CF-B-provisional	remote_sequence
SCF:0001986	AC:001717	A0A4V8GZZ8	A0A4V8H003	A0A4V8GZZ2	SP:0001717	SP:0006227	11_24	CF-B-provisional	medium
SCF:0001987	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H002	SP:0001717	SP:0007129	11_24	CF-B-provisional	medium
SCF:0001988	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8GZZ9	SP:0001717	SP:0011454	11_24	CF-B-provisional	medium
SCF:0001989	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H004	SP:0001717	SP:0007706	11_24	CF-B-provisional	medium
SCF:0001990	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TQ14	SP:0001718	SP:0006755	11_24	CF-B-provisional	high
SCF:0001991	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TT36	SP:0001718	SP:0007169	11_24	CF-B-provisional	medium
SCF:0001992	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TS63	SP:0001718	SP:0007170	11_24	CF-B-provisional	medium
SCF:0001993	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TS63	SP:0001718	SP:0006263	11_24	CF-B-provisional	high
SCF:0001994	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TPR7	SP:0001718	SP:0006264	11_24	CF-B-provisional	medium
SCF:0001995	AC:001719	Q22A67	I7MHB1	Q22MV2	SP:0001719	SP:0011709	11_24	CF-B-provisional	remote_sequence
SCF:0001996	AC:001720	Q9TM22	O19882	O19927	SP:0001720	SP:0009173	11_24	CF-B-provisional	remote_sequence
SCF:0001997	AC:001722	P12154	Q75VY7	Q75VY4	SP:0001722	SP:0006119	11_24	CF-B-provisional	high
SCF:0001998	AC:001722	P12154	Q75VY7	Q05093	SP:0001722	SP:0006121	11_24	CF-B-provisional	high
SCF:0001999	AC:001728	Q6YXQ2	A0A2K1JLZ3	A9RT62	SP:0001728	SP:0011739	11_24	CF-B-provisional	high
SCF:0002000	AC:001728	Q6YXQ2	A0A2K1JLZ3	A0A2K1JKF2	SP:0001728	SP:0010703	11_24	CF-B-provisional	medium
SCF:0002001	AC:001731	P02293	Q12509	P53298	SP:0001731	SP:0011742	11_24	CF-B-provisional	remote_sequence
SCF:0002002	AC:001731	Q12509	P02293	P61830	SP:0001731	SP:0007160	11_24	CF-B-provisional	remote_sequence
SCF:0002003	AC:001732	A0QS96	A0R550	A0QSG2	SP:0001732	SP:0008153	11_24	CF-B-provisional	remote_sequence
SCF:0002004	AC:001732	A0R550	A0QS96	A0QSG5	SP:0001732	SP:0011746	11_24	CF-B-provisional	remote_sequence
SCF:0002005	AC:001732	A0R550	A0QS96	A0QSP9	SP:0001732	SP:0008158	11_24	CF-B-provisional	remote_sequence
SCF:0002006	AC:001733	P37256	A0A2K3DWM2	A8I846	SP:0001733	SP:0011748	11_24	CF-B-provisional	medium
SCF:0002007	AC:001735	A0A2K1IB10	A0A2K1KN29	A0A2K1K0C7	SP:0001735	SP:0006655	11_24	CF-B-provisional	medium
SCF:0002008	AC:001735	A0A2K1IB10	A0A2K1KN29	A9RT62	SP:0001735	SP:0010701	11_24	CF-B-provisional	medium
SCF:0002009	AC:001735	A0A2K1IB10	A0A2K1KN29	A0A2K1KKR9	SP:0001735	SP:0006657	11_24	CF-B-provisional	medium
SCF:0002010	AC:001735	A0A2K1KN29	A0A2K1IB10	A0A2K1JLZ3	SP:0001735	SP:0008120	11_24	CF-B-provisional	medium
SCF:0002011	AC:001735	A0A2K1KN29	A0A2K1IB10	A0A2K1K0C7	SP:0001735	SP:0009245	11_24	CF-B-provisional	medium
SCF:0002012	AC:001738	Q8CJT1	Q9L0Q9	Q9L0I8	SP:0001738	SP:0010098	11_24	CF-B-provisional	remote_sequence
SCF:0002013	AC:001740	P04439	P07766	P01732	SP:0001740	SP:0011760	11_24	CF-B-provisional	remote_sequence
SCF:0002014	AC:001740	P04439	P07766	P68979	SP:0001740	SP:0011761	11_24	CF-B-provisional	remote_sequence
SCF:0002015	AC:001740	P04439	P07766	P09713	SP:0001740	SP:0011762	11_24	CF-B-provisional	remote_sequence
SCF:0002016	AC:001740	P07766	P04439	P0DTU4	SP:0001740	SP:0011763	11_24	CF-B-provisional	remote_sequence
SCF:0002017	AC:001742	P00165	P00289	P00166	SP:0001742	SP:0011717	11_24	CF-B-provisional	remote_sequence
SCF:0002018	AC:001743	A0A2K3DM81	A0A2K3DLI2	A0A2K3DQ46	SP:0001743	SP:0008583	11_24	CF-B-provisional	remote_sequence
SCF:0002019	AC:001744	A8HUP3	A0A2K3CRM9	A0A2K3DLF7	SP:0001744	SP:0009222	11_24	CF-B-provisional	remote_sequence
SCF:0002020	AC:001746	A0A7S3R4R1	A0A7S3VHS4	A0A7S3VSS7	SP:0001746	SP:0011768	11_24	CF-B-provisional	high
SCF:0002021	AC:001746	A0A7S3VHS4	A0A7S3R4R1	A0A7S3VSS7	SP:0001746	SP:0011770	11_24	CF-B-provisional	high
SCF:0002022	AC:001747	Q9SUI4	Q9SYW8	Q9SHR7	SP:0001747	SP:0008369	11_24	CF-B-provisional	medium
SCF:0002023	AC:001747	Q9SUI4	Q9SYW8	Q9SA56	SP:0001747	SP:0009945	11_24	CF-B-provisional	remote_sequence
SCF:0002024	AC:001747	Q9SYW8	Q9SUI4	Q9C639	SP:0001747	SP:0009715	11_24	CF-B-provisional	remote_sequence
SCF:0002025	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8GZZ9	SP:0001749	SP:0006544	11_24	CF-B-provisional	medium
SCF:0002026	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8H001	SP:0001749	SP:0006545	11_24	CF-B-provisional	medium
SCF:0002027	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8H006	SP:0001749	SP:0007707	11_24	CF-B-provisional	remote_sequence
SCF:0002028	AC:001752	P09144	Q75VY7	Q7DM26	SP:0001752	SP:0010357	11_24	CF-B-provisional	high
SCF:0002029	AC:001752	P09144	Q75VY7	Q05093	SP:0001752	SP:0011783	11_24	CF-B-provisional	high
SCF:0002030	AC:001752	P09144	Q75VY7	A8ITV3	SP:0001752	SP:0006116	11_24	CF-B-provisional	medium
SCF:0002031	AC:001754	A0A0G4GX71	A0A0G4HNB1	A0A0G4I0G6	SP:0001754	SP:0011784	11_24	CF-B-provisional	medium
SCF:0002032	AC:001754	A0A0G4GX71	A0A0G4HNB1	A0A0G4FDJ8	SP:0001754	SP:0011785	11_24	CF-B-provisional	remote_sequence
SCF:0002033	AC:001755	D0CD10	D0CD19	D0CG36	SP:0001755	SP:0010922	3_10	CF-B-provisional	remote_sequence
SCF:0002034	AC:001758	P9WPS1	P9WPV3	P9WPU7	SP:0001758	SP:0011791	11_24	CF-B-provisional	medium
SCF:0002035	AC:001758	P9WPS1	P9WPV3	P9WPU9	SP:0001758	SP:0011792	11_24	CF-B-provisional	remote_sequence
SCF:0002036	AC:001759	Q7Z4G1	Q9UBI1	Q9P000	SP:0001759	SP:0009861	11_24	CF-B-provisional	medium
SCF:0002037	AC:001759	Q7Z4G1	Q9UBI1	Q86VX2	SP:0001759	SP:0011794	11_24	CF-B-provisional	remote_sequence
SCF:0002038	AC:001759	Q7Z4G1	Q9UBI1	Q9H0A8	SP:0001759	SP:0009863	11_24	CF-B-provisional	remote_sequence
SCF:0002039	AC:001760	P68449	P21087	P20980	SP:0001760	SP:0008899	11_24	CF-B-provisional	remote_sequence
SCF:0002040	AC:001761	E9NPS8	I0YQ44	I0YP76	SP:0001761	SP:0008867	11_24	CF-B-provisional	medium
SCF:0002041	AC:001761	E9NPS8	I0YQ44	I0YP72	SP:0001761	SP:0008673	11_24	CF-B-provisional	medium
SCF:0002042	AC:001763	P83794	P83796	P83795	SP:0001763	SP:0011800	11_24	CF-B-provisional	remote_sequence
SCF:0002043	AC:001764	A8IFG7	Q75VZ0	Q75VY7	SP:0001764	SP:0008856	11_24	CF-B-provisional	high
SCF:0002044	AC:001764	A8IFG7	Q75VZ0	A8ITV3	SP:0001764	SP:0006117	11_24	CF-B-provisional	medium
SCF:0002045	AC:001764	A8IFG7	Q75VZ0	Q84Y02	SP:0001764	SP:0008858	11_24	CF-B-provisional	medium
SCF:0002046	AC:001765	G0S9A0	G0S1P1	G0S755	SP:0001765	SP:0011807	3_10	CF-A-provisional	medium
SCF:0002047	AC:001765	G0S9A0	G0S1P1	G0RZG4	SP:0001765	SP:0006432	3_10	CF-B-provisional	remote_sequence
SCF:0002048	AC:001765	G0S9A0	G0S1P1	G0RZX8	SP:0001765	SP:0011808	3_10	CF-B-provisional	remote_sequence
SCF:0002049	AC:001767	P80377	Q5SJH3	Q5SLQ0	SP:0001767	SP:0011302	11_24	CF-B-provisional	remote_sequence
SCF:0002050	AC:001767	P80377	Q5SJH3	Q5SHP6	SP:0001767	SP:0011810	11_24	CF-B-provisional	remote_sequence
SCF:0002051	AC:001767	Q5SJH3	P80377	Q5SHN3	SP:0001767	SP:0009969	11_24	CF-B-provisional	remote_sequence
SCF:0002052	AC:001767	Q5SJH3	P80377	P17291	SP:0001767	SP:0011812	11_24	CF-B-provisional	remote_sequence
SCF:0002053	AC:001768	P12357	Q41385	Q01667	SP:0001768	SP:0010024	11_24	CF-B-provisional	remote_sequence
SCF:0002054	AC:001768	P12357	Q41385	A0A9R0J8B1	SP:0001768	SP:0011814	11_24	CF-B-provisional	remote_sequence
SCF:0002055	AC:001769	P02309	P32480	P54784	SP:0001769	SP:0011819	11_24	CF-B-provisional	remote_sequence
SCF:0002056	AC:001769	P02309	P32480	Q12748	SP:0001769	SP:0011820	11_24	CF-B-provisional	remote_sequence
SCF:0002057	AC:001770	Q13352	Q9H3R5	Q6IPU0	SP:0001770	SP:0011822	11_24	CF-B-provisional	remote_sequence
SCF:0002058	AC:001770	Q9H3R5	Q13352	Q9BS16	SP:0001770	SP:0011825	11_24	CF-B-provisional	remote_sequence
SCF:0002059	AC:001772	A4VE64	Q24CE5	I7MCM8	SP:0001772	SP:0008467	11_24	CF-B-provisional	remote_sequence
SCF:0002060	AC:001772	Q24CE5	A4VE64	W7XJB1	SP:0001772	SP:0007981	11_24	CF-B-provisional	medium
