triplet_id	split	anchor	c	d	r	fam_a	fam_c	fam_d	ad_id	ac_id	ar_id
SCF:0000561	train_eligible	Q1HFW0	Q1HGH8	A4VEB3	Q1HFW2	Q24CE5	Q1HGH8	A4VEB3	SCF:0000561|AD	SCF:0000561|AC	SCF:0000561|AR
SCF:0000562	train_eligible	Q1HGH8	Q1HFW0	Q24DI9	Q1HFW2	Q1HGH8	Q24CE5	Q24DI9	SCF:0000562|AD	SCF:0000562|AC	SCF:0000562|AR
SCF:0000563	train_eligible	Q1HGH8	Q1HFW0	Q1HFV9	Q1HFW2	Q1HGH8	Q24CE5	Q24DI9	SCF:0000563|AD	SCF:0000563|AC	SCF:0000563|AR
SCF:0000564	train_eligible	Q1HGH8	Q1HFW0	W7XJB1	Q1HFX1	Q1HGH8	Q24CE5	W7XJB1	SCF:0000564|AD	SCF:0000564|AC	SCF:0000564|AR
SCF:0000569	train_eligible	P0A800	P0A9E2	P0A7U7	P0A7G2	P0A800	P0A9E2	P0A7U7	SCF:0000569|AD	SCF:0000569|AC	SCF:0000569|AR
SCF:0000572	train_eligible	P22139	P32349	P41895	P53091	C4R009	P32349	P41895	SCF:0000572|AD	SCF:0000572|AC	SCF:0000572|AR
SCF:0000573	train_eligible	P22139	P32349	P36070	P53063	C4R009	P32349	P36070	SCF:0000573|AD	SCF:0000573|AC	SCF:0000573|AR
SCF:0000575	train_eligible	P41227	Q02878	G1SS70	Q9UBW8	P41227	Q02878	A0A3Q7I881	SCF:0000575|AD	SCF:0000575|AC	SCF:0000575|AR
SCF:0000576	train_eligible	P41227	Q02878	G1TNM3	Q13098	P41227	Q02878	G1TNM3	SCF:0000576|AD	SCF:0000576|AC	SCF:0000576|AR
SCF:0000577	train_eligible	Q02878	P41227	P83731	P61163	Q02878	P41227	Q54VN6	SCF:0000577|AD	SCF:0000577|AC	SCF:0000577|AR
SCF:0000578	train_eligible	Q02878	P41227	Q13765	Q71DI3	Q02878	P41227	Q13765	SCF:0000578|AD	SCF:0000578|AC	SCF:0000578|AR
SCF:0000579	train_eligible	Q02878	P41227	P62701	Q71DI3	Q02878	P41227	P62701	SCF:0000579|AD	SCF:0000579|AC	SCF:0000579|AR
SCF:0000580	train_eligible	Q38859	O81097	Q9FJ98	Q9SUI5	Q38859	Q9M1A8	A0A4X1VEK9	SCF:0000580|AD	SCF:0000580|AC	SCF:0000580|AR
SCF:0000585	train_eligible	P0A8V2	P24251	P0A780	P0A707	P0A8V2	P24251	P0A780	SCF:0000585|AD	SCF:0000585|AC	SCF:0000585|AR
SCF:0000586	train_eligible	P24251	P0A8V2	P0A8T7	P0AFW0	P24251	P0A8V2	P0A8T7	SCF:0000586|AD	SCF:0000586|AC	SCF:0000586|AR
SCF:0000587	train_eligible	P20435	P53063	Q04636	P32349	A0A4X1VEK9	P53063	Q04636	SCF:0000587|AD	SCF:0000587|AC	SCF:0000587|AR
SCF:0000589	train_eligible	P0AFF6	P0AFW0	P0AFG0	P24251	P0AFF6	P0AFW0	P0AFG0	SCF:0000589|AD	SCF:0000589|AC	SCF:0000589|AR
SCF:0000590	train_eligible	A0QSG6	A0R102	A0QSG3	A0R550	A0QSG6	A0R102	Q2FW20	SCF:0000590|AD	SCF:0000590|AC	SCF:0000590|AR
SCF:0000591	train_eligible	O00399	P61163	Q9NZ32	P41227	O00399	F2Z5G5	Q9NZ32	SCF:0000591|AD	SCF:0000591|AC	SCF:0000591|AR
SCF:0000592	train_eligible	W7WX86	Q24C31	Q23YW7	I7M6H4	W7WX86	Q24C31	Q23YW7	SCF:0000592|AD	SCF:0000592|AC	SCF:0000592|AR
SCF:0000593	train_eligible	W7WX86	Q24C31	I7LT80	Q22A67	W7WX86	Q24C31	I7LT80	SCF:0000593|AD	SCF:0000593|AC	SCF:0000593|AR
SCF:0000596	train_eligible	Q9VGW6	Q26454	Q9XYU1	Q9XYU0	Q9VGW6	Q26454	P25205	SCF:0000596|AD	SCF:0000596|AC	SCF:0000596|AR
SCF:0000597	train_eligible	Q9VGW6	Q26454	P49735	Q9XYU0	Q9VGW6	Q26454	P49735	SCF:0000597|AD	SCF:0000597|AC	SCF:0000597|AR
SCF:0000599	train_eligible	P11703	A0A9R0K533	A0A9R0JBX6	P00289	P06271	A0A9R0K533	A0A9R0JBX6	SCF:0000599|AD	SCF:0000599|AC	SCF:0000599|AR
SCF:0000600	train_eligible	P11703	A0A9R0K533	A0A9R0K7U8	P00289	P06271	A0A9R0K533	A0A9R0K7U8	SCF:0000600|AD	SCF:0000600|AC	SCF:0000600|AR
SCF:0000601	train_eligible	P62987	Q71DI3	P04908	P41227	P62987	P02299	P0C0S5	SCF:0000601|AD	SCF:0000601|AC	SCF:0000601|AR
SCF:0000602	train_eligible	P62987	Q71DI3	P62805	P41227	P62987	P02299	P62805	SCF:0000602|AD	SCF:0000602|AC	SCF:0000602|AR
SCF:0000603	train_eligible	Q99627	Q9UBF6	P62877	P63096	Q99627	P62877	P62877	SCF:0000603|AD	SCF:0000603|AC	SCF:0000603|AR
SCF:0000604	train_eligible	P10145	P63096	P09471	Q9UBF6	P10145	P50148	P50148	SCF:0000604|AD	SCF:0000604|AC	SCF:0000604|AR
SCF:0000605	train_eligible	P63096	P10145	P09341	P0DPB6	P50148	P10145	P09341	SCF:0000605|AD	SCF:0000605|AC	SCF:0000605|AR
SCF:0000606	train_eligible	P63096	P10145	P48061	O15514	P50148	P10145	P48061	SCF:0000606|AD	SCF:0000606|AC	SCF:0000606|AR
SCF:0000607	train_eligible	P63096	P10145	P22362	Q96GM5	P50148	P10145	P22362	SCF:0000607|AD	SCF:0000607|AC	SCF:0000607|AR
SCF:0000608	train_eligible	P05738	P33309	P38779	P47112	A0A3Q7JDZ0	P33309	P38779	SCF:0000608|AD	SCF:0000608|AC	SCF:0000608|AR
SCF:0000609	train_eligible	P33309	P05738	Q01855	P47112	P33309	A0A3Q7JDZ0	Q01855	SCF:0000609|AD	SCF:0000609|AC	SCF:0000609|AR
SCF:0000610	train_eligible	P33309	P05738	P0CX53	P47112	P33309	A0A3Q7JDZ0	P0CX53	SCF:0000610|AD	SCF:0000610|AC	SCF:0000610|AR
SCF:0000611	train_eligible	Q8CM25	Q8DG60	Q9F1L5	Q8DMP8	D0VWR8	Q8DG60	Q9F1L5	SCF:0000611|AD	SCF:0000611|AC	SCF:0000611|AR
SCF:0000614	train_eligible	Q8DIF8	Q8DMP8	Q8DHJ2	Q8DKF4	D0VWR7	Q8DMP8	Q8DHJ2	SCF:0000614|AD	SCF:0000614|AC	SCF:0000614|AR
SCF:0000615	train_eligible	Q8DIF8	Q8DMP8	Q9F1R6	Q8DKF4	D0VWR7	Q8DMP8	Q9F1R6	SCF:0000615|AD	SCF:0000615|AC	SCF:0000615|AR
SCF:0000616	train_eligible	Q8DMP8	Q8DIF8	D0VWR1	Q8DHA7	Q8DMP8	D0VWR7	Q8DIQ1	SCF:0000616|AD	SCF:0000616|AC	SCF:0000616|AR
SCF:0000617	train_eligible	Q8DMP8	Q8DIF8	Q8DIQ1	Q8DHA7	Q8DMP8	D0VWR7	Q8DIQ1	SCF:0000617|AD	SCF:0000617|AC	SCF:0000617|AR
SCF:0000618	train_eligible	Q8DMP8	Q8DIF8	P51765	Q8DG60	Q8DMP8	D0VWR7	P0A444	SCF:0000618|AD	SCF:0000618|AC	SCF:0000618|AR
SCF:0000619	train_eligible	P11704	A0A9R0K533	A0A9R0JBX6	P00289	P11704	A0A9R0K533	A0A9R0JBX6	SCF:0000619|AD	SCF:0000619|AC	SCF:0000619|AR
SCF:0000620	train_eligible	P11704	A0A9R0K533	A0A9R0K7U8	P69461	P11704	A0A9R0K533	A0A9R0K7U8	SCF:0000620|AD	SCF:0000620|AC	SCF:0000620|AR
SCF:0000621	train_eligible	O14010	Q9Y821	Q9US45	P87310	O14010	Q9Y821	Q9US45	SCF:0000621|AD	SCF:0000621|AC	SCF:0000621|AR
SCF:0000622	train_eligible	Q9Y821	O14010	O94376	Q9P6Q0	Q9Y821	O14010	O94376	SCF:0000622|AD	SCF:0000622|AC	SCF:0000622|AR
SCF:0000623	train_eligible	O94646	P87310	O13964	O94376	O94646	P87310	O13964	SCF:0000623|AD	SCF:0000623|AC	SCF:0000623|AR
SCF:0000624	train_eligible	O94646	P87310	Q9P6Q0	Q09177	O94646	P87310	Q9P6Q0	SCF:0000624|AD	SCF:0000624|AC	SCF:0000624|AR
SCF:0000625	train_eligible	P87310	O94646	Q9US45	Q09191	P87310	O94646	Q9US45	SCF:0000625|AD	SCF:0000625|AC	SCF:0000625|AR
SCF:0000627	train_eligible	P32833	P47112	P54791	P33309	P32833	P47112	P54791	SCF:0000627|AD	SCF:0000627|AC	SCF:0000627|AR
SCF:0000628	train_eligible	P32833	P47112	P29469	P05738	P32833	P47112	P29469	SCF:0000628|AD	SCF:0000628|AC	SCF:0000628|AR
SCF:0000629	train_eligible	P32833	P47112	P50874	P05738	P32833	P47112	P50874	SCF:0000629|AD	SCF:0000629|AC	SCF:0000629|AR
SCF:0000630	train_eligible	P47112	P32833	P54790	P53840	P47112	P32833	P54790	SCF:0000630|AD	SCF:0000630|AC	SCF:0000630|AR
SCF:0000631	train_eligible	P47112	P32833	P54791	P38121	P47112	P32833	P54791	SCF:0000631|AD	SCF:0000631|AC	SCF:0000631|AR
SCF:0000632	train_eligible	A4VD75	Q22A67	I7M9J2	Q24C31	A4VD75	Q22A67	I7M9J2	SCF:0000632|AD	SCF:0000632|AC	SCF:0000632|AR
SCF:0000636	train_eligible	Q22A67	A4VE64	Q24CE5	Q240X9	Q22A67	Q1HFW2	Q24CE5	SCF:0000636|AD	SCF:0000636|AC	SCF:0000636|AR
SCF:0000637	train_eligible	Q22A67	A4VE64	Q1HFW0	Q240X9	Q22A67	Q1HFW2	Q24CE5	SCF:0000637|AD	SCF:0000637|AC	SCF:0000637|AR
SCF:0000638	train_eligible	Q22A67	A4VE64	W7XJB1	W7WX86	Q22A67	Q1HFW2	W7XJB1	SCF:0000638|AD	SCF:0000638|AC	SCF:0000638|AR
SCF:0000641	train_eligible	P20226	P0DPB6	F1RKE4	P10145	P20226	P0DPB6	A0A8D0TE17	SCF:0000641|AD	SCF:0000641|AC	SCF:0000641|AR
SCF:0000648	train_eligible	P09192	Q55329	Q55354	P74564	D0VWR8	Q55329	P32974	SCF:0000648|AD	SCF:0000648|AC	SCF:0000648|AR
SCF:0000649	train_eligible	Q55329	P09192	P16033	P74564	Q55329	D0VWR8	P0A444	SCF:0000649|AD	SCF:0000649|AC	SCF:0000649|AR
SCF:0000650	train_eligible	Q55329	P09192	Q55274	P74810	Q55329	D0VWR8	Q55274	SCF:0000650|AD	SCF:0000650|AC	SCF:0000650|AR
SCF:0000651	train_eligible	P62875	O15514	O75575	P10145	C4R009	Q9VEA5	O75575	SCF:0000651|AD	SCF:0000651|AC	SCF:0000651|AR
SCF:0000653	train_eligible	Q8LE42	Q9M1A8	Q9FJ98	Q9FFC0	Q8LE42	Q9M1A8	A0A4X1VEK9	SCF:0000653|AD	SCF:0000653|AC	SCF:0000653|AR
SCF:0000658	train_eligible	Q12824	Q96GM5	Q969G3	P10145	Q12824	Q96GM5	Q969G3	SCF:0000658|AD	SCF:0000658|AC	SCF:0000658|AR
SCF:0000659	train_eligible	Q9XFH4	Q9FFC0	P02281	Q9M1A8	Q9XFH4	O23629	O23629	SCF:0000659|AD	SCF:0000659|AC	SCF:0000659|AR
SCF:0000660	train_eligible	Q9XFH4	Q9FFC0	P84233	Q9XI73	Q9XFH4	O23629	P02299	SCF:0000660|AD	SCF:0000660|AC	SCF:0000660|AR
SCF:0000661	train_eligible	A0QSD7	A0R7F7	A0QSG2	A0R102	P80372	A0R7F7	P62656	SCF:0000661|AD	SCF:0000661|AC	SCF:0000661|AR
SCF:0000662	train_eligible	A0R7F7	A0QSD7	A0QVB8	A0QSP9	A0R7F7	P80372	A0QVB8	SCF:0000662|AD	SCF:0000662|AC	SCF:0000662|AR
SCF:0000663	train_eligible	A0R7F7	A0QSD7	A0QSG1	A0QSG6	A0R7F7	P80372	P62399	SCF:0000663|AD	SCF:0000663|AC	SCF:0000663|AR
SCF:0000664	train_eligible	A0R7F7	A0QSD7	A0QZ86	A0R550	A0R7F7	P80372	A0QZ86	SCF:0000664|AD	SCF:0000664|AC	SCF:0000664|AR
SCF:0000665	train_eligible	P0A7Z4	P0AGB6	P0ADY3	P0A8V2	P0A7Z4	P0AGB6	A0A063X754	SCF:0000665|AD	SCF:0000665|AC	SCF:0000665|AR
SCF:0000666	train_eligible	P0A7Z4	P0AGB6	P0ACJ8	P0A707	P0A7Z4	P0AGB6	P0ACJ8	SCF:0000666|AD	SCF:0000666|AC	SCF:0000666|AR
SCF:0000667	train_eligible	A0A2K3CYB6	A0A2K3DZD9	A0A2K3DLF7	A8HY43	A0A2K3CYB6	A0A2K3DZD9	A0A2K3DLF7	SCF:0000667|AD	SCF:0000667|AC	SCF:0000667|AR
SCF:0000668	train_eligible	O31743	Q06797	P42921	P21476	O31743	Q5SLP7	A0A063X8U6	SCF:0000668|AD	SCF:0000668|AC	SCF:0000668|AR
SCF:0000669	train_eligible	A0A2K3DGW6	A0A2K3DQ46	A0A2K3DHV6	A8HY43	A0A2K3DGW6	A0A2K3DQ46	A0A2K3DHV6	SCF:0000669|AD	SCF:0000669|AC	SCF:0000669|AR
SCF:0000670	train_eligible	A0A2K3DGW6	A0A2K3DQ46	A0A2K3DLF7	A8IJY7	A0A2K3DGW6	A0A2K3DQ46	A0A2K3DLF7	SCF:0000670|AD	SCF:0000670|AC	SCF:0000670|AR
SCF:0000671	train_eligible	P10793	E1C9K9	A0A0M3KL10	A0A0H2UKZ4	A0A4V8H005	E1C9K9	A0A0M3KL10	SCF:0000671|AD	SCF:0000671|AC	SCF:0000671|AR
SCF:0000672	train_eligible	E1C9L3	A0A0H2UKZ4	A0A0M3KL12	E1C9K9	E1C9L3	A0A0H2UKZ4	A0A0H2UKZ4	SCF:0000672|AD	SCF:0000672|AC	SCF:0000672|AR
SCF:0000673	train_eligible	Q9VGW6	Q9VBI1	Q9VQY9	Q26454	Q9VGW6	Q9VBI1	Q9VQY9	SCF:0000673|AD	SCF:0000673|AC	SCF:0000673|AR
SCF:0000674	train_eligible	Q9VGW6	Q9VBI1	Q9W2V7	Q9XYU0	Q9VGW6	Q9VBI1	Q9W2V7	SCF:0000674|AD	SCF:0000674|AC	SCF:0000674|AR
SCF:0000675	train_eligible	P38121	P53840	P13382	P32833	P38121	P53840	P13382	SCF:0000675|AD	SCF:0000675|AC	SCF:0000675|AR
SCF:0000676	train_eligible	P53840	P38121	Q04636	P32833	P53840	P38121	Q04636	SCF:0000676|AD	SCF:0000676|AC	SCF:0000676|AR
SCF:0000677	train_eligible	P53840	P38121	P24482	P47076	P53840	P38121	P24482	SCF:0000677|AD	SCF:0000677|AC	SCF:0000677|AR
SCF:0000678	train_eligible	P53840	P38121	P30665	P47076	P53840	P38121	P30665	SCF:0000678|AD	SCF:0000678|AC	SCF:0000678|AR
SCF:0000683	train_eligible	P16033	P12975	P14835	P09192	P0A444	B8LEQ8	P14835	SCF:0000683|AD	SCF:0000683|AC	SCF:0000683|AR
SCF:0000686	train_eligible	P59763	A8HY43	A8I5A0	A0A2K3DZD9	P12240	A8HY43	A8I5A0	SCF:0000686|AD	SCF:0000686|AC	SCF:0000686|AR
SCF:0000687	train_eligible	P59763	A8HY43	P12853	A0A2K3DQ46	P12240	A8HY43	P12853	SCF:0000687|AD	SCF:0000687|AC	SCF:0000687|AR
SCF:0000688	train_eligible	O15527	Q71DI3	P62807	Q96KK5	O15527	P02299	O23629	SCF:0000688|AD	SCF:0000688|AC	SCF:0000688|AR
SCF:0000689	train_eligible	Q71DI3	O15527	P48431	Q96KK5	P02299	O15527	P48431	SCF:0000689|AD	SCF:0000689|AC	SCF:0000689|AR
SCF:0000692	train_eligible	Q8N884	Q96KK5	Q99878	Q71DI3	Q8N884	P0C0S5	P0C0S5	SCF:0000692|AD	SCF:0000692|AC	SCF:0000692|AR
SCF:0000693	train_eligible	Q8N884	Q96KK5	P04908	O15527	Q8N884	P0C0S5	P0C0S5	SCF:0000693|AD	SCF:0000693|AC	SCF:0000693|AR
SCF:0000694	train_eligible	Q8N884	Q96KK5	Q99877	P17987	Q8N884	P0C0S5	O23629	SCF:0000694|AD	SCF:0000694|AC	SCF:0000694|AR
SCF:0000699	train_eligible	A0A3Q7H1U4	A0A3Q7I881	A0A3Q7HJ03	A0A3Q7HSH1	A0A3Q7H1U4	A0A3Q7I881	A0A3Q7HJ03	SCF:0000699|AD	SCF:0000699|AC	SCF:0000699|AR
SCF:0000700	train_eligible	A0A3Q7I881	A0A3Q7H1U4	A0A3Q7H274	A0A3Q7G7F0	A0A3Q7I881	A0A3Q7H1U4	P26321	SCF:0000700|AD	SCF:0000700|AC	SCF:0000700|AR
SCF:0000702	train_eligible	P0A7S3	P0A707	P0A7V3	P0AGB6	P21472	Q5SKU2	P80372	SCF:0000702|AD	SCF:0000702|AC	SCF:0000702|AR
SCF:0000703	train_eligible	P0A7S3	P0A707	P0A7V8	P0AGB6	P21472	Q5SKU2	P80373	SCF:0000703|AD	SCF:0000703|AC	SCF:0000703|AR
SCF:0000704	train_eligible	P0A7S3	P0A707	P40711	P0AF28	P21472	Q5SKU2	P40711	SCF:0000704|AD	SCF:0000704|AC	SCF:0000704|AR
SCF:0000706	train_eligible	A0A3Q7H1U4	A0A3Q7HSH1	A0A3Q7G7F0	A0A3Q7I881	A0A3Q7H1U4	A0A3Q7HSH1	A0A3B6KRQ3	SCF:0000706|AD	SCF:0000706|AC	SCF:0000706|AR
SCF:0000708	train_eligible	P0A7W7	P0A8A8	P0A7X3	P0A707	Q83ER2	P0A8A8	C3SRY2	SCF:0000708|AD	SCF:0000708|AC	SCF:0000708|AR
SCF:0000712	train_eligible	M2X090	M2X4U9	M2VTV2	M2XW22	M2X090	M2X4U9	M2VTV2	SCF:0000712|AD	SCF:0000712|AC	SCF:0000712|AR
SCF:0000713	train_eligible	M2X4U9	M2X090	M2VTV2	E3UIU5	M2X4U9	M2X090	M2VTV2	SCF:0000713|AD	SCF:0000713|AC	SCF:0000713|AR
SCF:0000719	train_eligible	Q23FU1	Q240X9	Q1HGH8	Q24CL2	Q23FU1	Q240X9	Q1HGH8	SCF:0000719|AD	SCF:0000719|AC	SCF:0000719|AR
SCF:0000720	train_eligible	Q23FU1	Q240X9	Q1HFV9	I7M6H4	Q23FU1	Q240X9	Q24DI9	SCF:0000720|AD	SCF:0000720|AC	SCF:0000720|AR
SCF:0000721	train_eligible	A0A4V8GZZ2	A0A4V8H004	A0A4V8GZZ8	A0A4V8H002	A0T0M8	A0A4V8H004	I0YPL4	SCF:0000721|AD	SCF:0000721|AC	SCF:0000721|AR
SCF:0000722	train_eligible	A0A4V8H004	A0A4V8GZZ2	A0A4V8H003	A0A4V8GZZ8	A0A4V8H004	A0T0M8	T1RIQ1	SCF:0000722|AD	SCF:0000722|AC	SCF:0000722|AR
SCF:0000723	train_eligible	A0A2K3CXW8	A8IJY7	A8INX1	A0A2K3DQ46	A0A2K3CXW8	A8IJY7	A8INX1	SCF:0000723|AD	SCF:0000723|AC	SCF:0000723|AR
SCF:0000724	train_eligible	A0A4X1VM56	A0A8D0JYF1	A0A4X1TRS6	A0A8D1KNW4	Q9VEA5	A0A4X1TRS6	A0A4X1TRS6	SCF:0000724|AD	SCF:0000724|AC	SCF:0000724|AR
SCF:0000725	train_eligible	A0A8D0JYF1	A0A4X1VM56	A0A287ADR4	A0A8D1KNW4	A0A4X1TRS6	Q9VEA5	A0A8D1GCS3	SCF:0000725|AD	SCF:0000725|AC	SCF:0000725|AR
SCF:0000726	train_eligible	A0A8D0JYF1	A0A4X1VM56	Q6NXT2	I3LGP4	A0A4X1TRS6	Q9VEA5	P02299	SCF:0000726|AD	SCF:0000726|AC	SCF:0000726|AR
SCF:0000730	train_eligible	O15212	P17987	P50991	Q96KK5	O15212	Q32L40	P50991	SCF:0000730|AD	SCF:0000730|AC	SCF:0000730|AR
SCF:0000731	train_eligible	O15212	P17987	P50990	Q9UHV9	O15212	Q32L40	Q3ZCI9	SCF:0000731|AD	SCF:0000731|AC	SCF:0000731|AR
SCF:0000732	train_eligible	P17987	O15212	O60925	Q9UHV9	Q32L40	O15212	O60925	SCF:0000732|AD	SCF:0000732|AC	SCF:0000732|AR
SCF:0000739	train_eligible	A0A3B6IU74	W5FPA7	W5BFB7	A0A3B6KRQ3	A0A3Q7I881	O15612	W5BFB7	SCF:0000739|AD	SCF:0000739|AC	SCF:0000739|AR
SCF:0000743	train_eligible	A0A1D5SLI4	A0A3B6RHV8	A0A3B6PK86	W5DS33	P62701	A0A3Q7I5D6	A0A3Q7I5D6	SCF:0000743|AD	SCF:0000743|AC	SCF:0000743|AR
SCF:0000748	train_eligible	Q5SHR1	P0DOY7	Q5SHN3	Q5SLQ0	Q5SHR1	P0DOY7	P21472	SCF:0000748|AD	SCF:0000748|AC	SCF:0000748|AR
SCF:0000749	train_eligible	Q5SHR1	P0DOY7	P0A7S3	Q5SLQ0	Q5SHR1	P0DOY7	P21472	SCF:0000749|AD	SCF:0000749|AC	SCF:0000749|AR
SCF:0000752	train_eligible	A8IL32	Q75VY6	A8ITV3	A8IS47	A8IL32	A0A4V8H000	A8ITV3	SCF:0000752|AD	SCF:0000752|AC	SCF:0000752|AR
SCF:0000759	train_eligible	A8INX1	A8IS47	A8IL21	Q75VY6	A8INX1	A8IS47	A8IL21	SCF:0000759|AD	SCF:0000759|AC	SCF:0000759|AR
SCF:0000760	train_eligible	A8INX1	A8IS47	A8IJ60	A0A2K3DQ46	A8INX1	A8IS47	A8IJ60	SCF:0000760|AD	SCF:0000760|AC	SCF:0000760|AR
SCF:0000761	train_eligible	A8INX1	A8IS47	A0A2K3CXW8	A0A2K3DLI2	A8INX1	A8IS47	A0A2K3CXW8	SCF:0000761|AD	SCF:0000761|AC	SCF:0000761|AR
SCF:0000762	train_eligible	A8IS47	A8INX1	A8IL21	A8IJY7	A8IS47	A8INX1	A8IL21	SCF:0000762|AD	SCF:0000762|AC	SCF:0000762|AR
SCF:0000763	train_eligible	A8IS47	A8INX1	A8IJ60	A8IJY7	A8IS47	A8INX1	A8IJ60	SCF:0000763|AD	SCF:0000763|AC	SCF:0000763|AR
SCF:0000764	train_eligible	A8IS47	A8INX1	A8IXD6	A8IJY7	A8IS47	A8INX1	A8IXD6	SCF:0000764|AD	SCF:0000764|AC	SCF:0000764|AR
SCF:0000775	train_eligible	A0A3Q7G7F0	A0A3Q7HSH1	A0A3Q7FNQ5	A0A3Q7I881	A0A3B6KRQ3	A0A3Q7HSH1	A0A3Q7FNQ5	SCF:0000775|AD	SCF:0000775|AC	SCF:0000775|AR
SCF:0000777	train_eligible	P50991	Q9UHV9	Q9NQP4	Q7L5N1	P50991	Q9UHV9	Q9NQP4	SCF:0000777|AD	SCF:0000777|AC	SCF:0000777|AR
SCF:0000778	train_eligible	P50991	Q9UHV9	Q99471	Q13618	P50991	Q9UHV9	Q99471	SCF:0000778|AD	SCF:0000778|AC	SCF:0000778|AR
SCF:0000779	train_eligible	P50991	Q9UHV9	O15212	Q13618	P50991	Q9UHV9	O15212	SCF:0000779|AD	SCF:0000779|AC	SCF:0000779|AR
SCF:0000780	train_eligible	Q9UHV9	P50991	P40227	P17987	Q9UHV9	P50991	P40227	SCF:0000780|AD	SCF:0000780|AC	SCF:0000780|AR
SCF:0000785	train_eligible	A0A1B1W4Z4	Q9XI73	Q2V2S7	Q9FFC0	A0A1B1W4Z4	Q9XI73	Q2V2S7	SCF:0000785|AD	SCF:0000785|AC	SCF:0000785|AR
SCF:0000789	train_eligible	O15212	P78371	P50991	Q9UHV9	O15212	Q3ZBH0	P50991	SCF:0000789|AD	SCF:0000789|AC	SCF:0000789|AR
SCF:0000790	train_eligible	O15212	P78371	P50990	Q13618	O15212	Q3ZBH0	Q3ZCI9	SCF:0000790|AD	SCF:0000790|AC	SCF:0000790|AR
SCF:0000795	train_eligible	F4JYR0	O22993	F4KF14	Q9SGH4	F4JYR0	O22993	F4KF14	SCF:0000795|AD	SCF:0000795|AC	SCF:0000795|AR
SCF:0000796	train_eligible	F4JYR0	O22993	Q9SAJ3	Q9SGH4	F4JYR0	O22993	Q9SAJ3	SCF:0000796|AD	SCF:0000796|AC	SCF:0000796|AR
SCF:0000797	train_eligible	F4JYR0	O22993	F4J3N2	O81098	F4JYR0	O22993	F4J3N2	SCF:0000797|AD	SCF:0000797|AC	SCF:0000797|AR
SCF:0000798	train_eligible	Q8DJ02	Q8DKF4	Q8DKY0	Q8DMP8	P56751	Q8DKF4	P26288	SCF:0000798|AD	SCF:0000798|AC	SCF:0000798|AR
SCF:0000799	train_eligible	Q8DJ02	Q8DKF4	Q8DMR6	Q8DMP8	P56751	Q8DKF4	Q8DMR6	SCF:0000799|AD	SCF:0000799|AC	SCF:0000799|AR
SCF:0000800	train_eligible	A0A1S3YU01	A0A1S3X147	A0A1S3ZQT7	A0AA96C3P8	A0A1S3YU01	A0A1S3ZQT7	A0A1S3ZQT7	SCF:0000800|AD	SCF:0000800|AC	SCF:0000800|AR
SCF:0000801	train_eligible	A0A1S3YU01	A0A1S3X147	A0A1S4CE74	A0AA96C3P8	A0A1S3YU01	A0A1S3ZQT7	A0A9R0JBX6	SCF:0000801|AD	SCF:0000801|AC	SCF:0000801|AR
SCF:0000804	train_eligible	I7MHB1	Q24DI9	Q1HFV9	I7MCM8	I7MHB1	Q24DI9	Q24DI9	SCF:0000804|AD	SCF:0000804|AC	SCF:0000804|AR
SCF:0000805	train_eligible	I7MHB1	Q24DI9	Q1HFW2	I7MCM8	I7MHB1	Q24DI9	Q1HFW2	SCF:0000805|AD	SCF:0000805|AC	SCF:0000805|AR
SCF:0000806	train_eligible	I7MHB1	Q24DI9	A4VE64	I7MCM8	I7MHB1	Q24DI9	Q1HFW2	SCF:0000806|AD	SCF:0000806|AC	SCF:0000806|AR
SCF:0000817	train_eligible	G0SC21	G0SCD1	P0CT46	G0SE33	G0SC21	G0SCD1	P0CT46	SCF:0000817|AD	SCF:0000817|AC	SCF:0000817|AR
SCF:0000818	train_eligible	G0SCD1	G0SC21	G0SE33	G0RZG4	G0SCD1	G0SC21	G0SE33	SCF:0000818|AD	SCF:0000818|AC	SCF:0000818|AR
SCF:0000819	train_eligible	G0SCD1	G0SC21	G0S1P1	G0S9A0	G0SCD1	G0SC21	G0S1P1	SCF:0000819|AD	SCF:0000819|AC	SCF:0000819|AR
SCF:0000821	train_eligible	Q13618	Q7L5N1	Q9BT78	O15212	Q13618	Q7L5N1	Q9BT78	SCF:0000821|AD	SCF:0000821|AC	SCF:0000821|AR
SCF:0000822	train_eligible	Q7L5N1	Q13618	Q13619	P50991	Q7L5N1	Q13618	Q13619	SCF:0000822|AD	SCF:0000822|AC	SCF:0000822|AR
SCF:0000823	train_eligible	Q7L5N1	Q13618	Q13617	P78371	Q7L5N1	Q13618	Q13617	SCF:0000823|AD	SCF:0000823|AC	SCF:0000823|AR
SCF:0000824	train_eligible	Q7L5N1	Q13618	Q93034	P78371	Q7L5N1	Q13618	Q93034	SCF:0000824|AD	SCF:0000824|AC	SCF:0000824|AR
SCF:0000825	train_eligible	Q8L806	W5DS33	W5FWF5	A0A3B6RHV8	Q8L806	G1SGX4	W5FWF5	SCF:0000825|AD	SCF:0000825|AC	SCF:0000825|AR
SCF:0000826	train_eligible	Q8L806	W5DS33	Q5I7L2	W5BFB7	Q8L806	G1SGX4	P0C0W9	SCF:0000826|AD	SCF:0000826|AC	SCF:0000826|AR
