triplet_id	ac_id	in_pilot48	positive_source	seqid_CD_bin	family_split	af3_iptm_ad	af3_iptm_ac	esm_score_ad	esm_score_ac	esm_pae_ad	esm_pae_ac	esm_contacts_ad	esm_contacts_ac	esm_plddt_ad	esm_plddt_ac	hit_af3_iptm	hit_esm_pae	hit_esm_contacts
SCF:0001199	AC:000999	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.91	0.17	-3.3868423701714883	-23.59192051048632	3.3868423701714883	23.59192051048632	51.0	0.0	15.54490044678969	15.271475838336476	1.0	1.0	1.0
SCF:0001201	AC:001001	1	same_assembly_bridge	20_30	train_eligible	0.84	0.19	-19.587225080800938	-28.477202319550788	19.587225080800938	28.477202319550788	78.0	244.0	12.129390948201156	12.955396183560374	1.0	1.0	0.0
SCF:0001205	AC:001008	1	PDB_exact_pair_aggregate	ge50	train_eligible	0.14	0.17	-23.439710068426763	-23.137380842170334	23.439710068426763	23.137380842170334	31.0	48.0	13.576579856558789	13.573080223347853	0.0	0.0	0.0
SCF:0001217	AC:001016	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.48	0.42	-25.99417549000499	-27.733459358625513	25.99417549000499	27.733459358625513	2.0	22.0	12.863372605930266	13.15786554225675	1.0	1.0	0.0
SCF:0001219	AC:001018	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.16	0.13	-25.431922120468744	-26.49796062921691	25.431922120468744	26.49796062921691	170.0	260.0	11.268634589134876	10.96561690369667	1.0	1.0	0.0
SCF:0001223	AC:001023	0	PDB_exact_pair_aggregate	40_50	dropped_mixed_family	0.11	0.06	-27.34557545476851	-25.24058465615484	27.34557545476851	25.24058465615484	135.0	25.0	12.290243267145621	13.004472517897637	1.0	0.0	1.0
SCF:0001231	AC:001035	0	same_assembly_bridge	20_30	family_unseen	0.63	0.15	-21.578038225834977	-23.14772650735169	21.578038225834977	23.14772650735169	75.0	80.0	10.96442073232839	12.748768094840118	1.0	1.0	0.0
SCF:0001236	AC:001043	0	PDB_exact_pair_aggregate	ge50	train_eligible	0.22	0.15	-27.247656018008357	-27.718200692906976	27.247656018008357	27.718200692906976	16.0	55.0	13.110292387680857	12.663133253524794	1.0	1.0	0.0
SCF:0001263	AC:001062	1	PDB_exact_pair_aggregate	20_30	family_unseen	0.4	0.13	-27.387007911723103	-26.81060524821008	27.387007911723103	26.81060524821008	0.0	31.0	14.062477489925108	13.448793281867877	1.0	0.0	0.0
SCF:0001264	AC:001065	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.1	0.23	-26.171367574165373	-25.801464637120564	26.171367574165373	25.801464637120564	328.0	503.0	7.911346313513842	7.510260901834658	0.0	0.0	0.0
SCF:0001273	AC:001075	0	same_assembly_bridge	20_30	dropped_mixed_protein	0.22	0.06	-23.120190679562377	-25.266382591963488	23.120190679562377	25.266382591963488	0.0	11.0	14.695322991184968	14.701083257470687	1.0	1.0	0.0
SCF:0001286	AC:001087	1	PDB_exact_pair_aggregate	ge50	train_eligible	0.09	0.1	-27.720926650906293	-27.64475361978584	27.720926650906293	27.64475361978584	35.0	36.0	13.775270067063225	13.79082365304222	0.0	0.0	0.0
SCF:0001288	AC:001088	0	PDB_exact_pair_aggregate	40_50	dropped_mixed_family	0.15	0.19	-27.555557444354505	-27.686060407626552	27.555557444354505	27.686060407626552	504.0	432.0	10.706451914880132	9.996681548081568	0.0	1.0	1.0
SCF:0001293	AC:001091	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.86	0.77	-6.439958472083221	-23.247173012121927	6.439958472083221	23.247173012121927	25.0	9.0	14.471199703691607	14.042011053649455	1.0	1.0	1.0
SCF:0001316	AC:001105	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.68	0.61	-11.744957676072033	-27.80466212460082	11.744957676072033	27.80466212460082	36.0	51.0	13.890873123916613	13.79663005745872	1.0	1.0	0.0
SCF:0001324	AC:001111	0	PDB_exact_pair_aggregate	40_50	train_eligible	0.65	0.16	-24.53016559252443	-25.917182255274763	24.53016559252443	25.917182255274763	93.0	315.0	11.850763599568701	11.368883842761054	1.0	1.0	0.0
SCF:0001343	AC:001126	0	same_assembly_bridge	30_40	train_eligible	0.28	0.11	-26.432111063211778	-26.09244457843178	26.432111063211778	26.09244457843178	75.0	46.0	13.719866354545752	14.67752615832571	1.0	0.0	1.0
SCF:0001349	AC:001134	0	PDB_exact_pair_aggregate	ge50	train_eligible	0.17	0.25	-26.812865244654745	-25.772779037088508	26.812865244654745	25.772779037088508	80.0	360.0	12.964865660599145	12.87833785093938	0.0	0.0	0.0
SCF:0001355	AC:001138	0	PDB_exact_pair_aggregate	40_50	dropped_mixed_family	0.13	0.18	-27.865559587346432	-28.26920977508727	27.865559587346432	28.26920977508727	324.0	450.0	11.665344486027829	11.152482068971734	0.0	1.0	0.0
SCF:0001364	AC:001145	0	same_assembly_bridge	30_40	family_unseen	0.22	0.27	-29.281489801174807	-29.09573996071988	29.281489801174807	29.09573996071988	1696.0	1574.0	10.557424596694648	10.69351966164666	0.0	0.0	1.0
SCF:0001365	AC:001148	0	same_assembly_bridge	20_30	protein_unseen_family_seen	0.83	0.07	-8.534127393571667	-24.77269393307455	8.534127393571667	24.77269393307455	41.0	0.0	14.33783584650409	14.451553151078334	1.0	1.0	1.0
SCF:0001373	AC:001169	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.14	0.1	-27.754267153427165	-26.292477687360602	27.754267153427165	26.292477687360602	415.0	186.0	14.168188523431404	15.03355907014369	1.0	0.0	1.0
SCF:0001387	AC:001192	1	PDB_exact_pair_aggregate	20_30	train_eligible	0.15	0.25	-30.365290930948074	-30.450063211697987	30.365290930948074	30.450063211697987	19954.0	6412.0	6.5056280611494826	8.363965527552194	0.0	1.0	1.0
SCF:0001391	AC:001197	0	PDB_exact_pair_aggregate	40_50	train_eligible	0.1	0.1	-27.519595531707797	-25.573796456893835	27.519595531707797	25.573796456893835	487.0	247.0	10.026224989629982	9.907113838169353	0.5	0.0	1.0
SCF:0001398	AC:001198	0	same_assembly_bridge	ge50	dropped_mixed_family	0.58	0.15	-28.072985305399605	-26.602059047956086	28.072985305399605	26.602059047956086	451.0	261.0	11.122288473956504	11.170909435876705	1.0	0.0	1.0
SCF:0001409	AC:001205	1	PDB_exact_pair_aggregate	20_30	train_eligible	0.48	0.36	-17.574300909535417	-16.66231277728692	17.574300909535417	16.66231277728692	70.0	75.0	14.354685342073491	14.22996056662835	1.0	0.0	0.0
SCF:0001417	AC:001218	1	PDB_exact_pair_aggregate	30_40	family_unseen	0.05	0.05	-29.22173734837123	-28.98318302251662	29.22173734837123	28.98318302251662	300.0	747.0	9.779457236503562	9.764868622886318	0.5	0.0	0.0
SCF:0001421	AC:001223	1	PDB_exact_pair_aggregate	20_30	family_unseen	0.13	0.1	-25.93404115490203	-28.752808412724068	25.93404115490203	28.752808412724068	154.0	341.0	14.11354586032859	14.476182604824308	1.0	1.0	0.0
SCF:0001431	AC:001242	0	same_assembly_bridge	30_40	train_eligible	0.48	0.44	-16.135098707232306	-19.21416559732778	16.135098707232306	19.21416559732778	76.0	52.0	14.085126431712839	13.748744650975304	1.0	1.0	1.0
SCF:0001440	AC:001247	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.11	0.1	-24.949891208981832	-28.82246096290584	24.949891208981832	28.82246096290584	175.0	1434.0	12.344462929789302	10.631663383215074	1.0	1.0	0.0
SCF:0001441	AC:001248	1	same_assembly_bridge	40_50	dropped_mixed_family	0.17	0.18	-30.198295572826087	-30.12471297698209	30.198295572826087	30.12471297698209	3544.0	7633.0	6.768557268670111	7.019074694592585	0.0	0.0	0.0
SCF:0001450	AC:001253	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.22	0.11	-30.330339910645975	-25.10329583054021	30.330339910645975	25.10329583054021	151.0	3.0	11.212725466016579	14.412900100392612	1.0	0.0	1.0
SCF:0001455	AC:001260	0	same_assembly_bridge	30_40	family_unseen	0.83	0.04	-22.155694886022083	-26.150659991991542	22.155694886022083	26.150659991991542	0.0	3.0	13.863278494949558	13.375861161196564	1.0	1.0	0.0
SCF:0001456	AC:001261	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_family	0.2	0.09	-26.147286840527894	-29.076856676658352	26.147286840527894	29.076856676658352	342.0	896.0	11.557089219980238	11.20260326902863	1.0	1.0	0.0
SCF:0001458	AC:001262	1	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.1	0.16	-27.800700561718692	-25.130977046539783	27.800700561718692	25.130977046539783	103.0	55.0	12.307530775544796	11.922308398892183	0.0	0.0	1.0
SCF:0001465	AC:001270	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.16	0.27	-27.159703091717272	-28.844199403446684	27.159703091717272	28.844199403446684	703.0	679.0	10.249091866420933	10.537379806514837	0.0	1.0	1.0
SCF:0001477	AC:001281	1	PDB_exact_pair_aggregate	40_50	train_eligible	0.14	0.27	-30.484828773916334	-30.470606430715673	30.484828773916334	30.470606430715673	5221.0	1519.0	6.855560157239509	7.0785506459920144	0.0	0.0	1.0
SCF:0001487	AC:001287	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.42	0.36	-23.217913468334753	-29.197220633826664	23.217913468334753	29.197220633826664	97.0	408.0	13.56793135424127	13.37673292253301	1.0	1.0	0.0
SCF:0001506	AC:001300	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.82	0.35	-20.55129482339729	-24.24928963443102	20.55129482339729	24.24928963443102	63.0	36.0	14.161565360993263	14.557927137824858	1.0	1.0	1.0
SCF:0001528	AC:001316	0	same_assembly_bridge	30_40	train_eligible	0.47	0.15	-31.080104636596115	-29.069958877981723	31.080104636596115	29.069958877981723	206.0	198.0	13.150765785010188	13.043357054165813	1.0	0.0	1.0
SCF:0001530	AC:001317	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.1	0.11	-29.109300766857377	-26.662670834592824	29.109300766857377	26.662670834592824	44.0	0.0	14.095747141363514	14.444844651287745	0.0	0.0	1.0
SCF:0001533	AC:001318	0	same_assembly_bridge	30_40	family_unseen	0.21	0.24	-28.671486455339476	-28.492809802924064	28.671486455339476	28.492809802924064	69.0	166.0	11.481351010724268	11.07883494554386	0.0	0.0	0.0
SCF:0001542	AC:001327	0	same_assembly_bridge	20_30	dropped_mixed_protein	0.11	0.09	-27.568247460173765	-26.33103608920024	27.568247460173765	26.33103608920024	592.0	766.0	9.961523574877702	8.703134039834573	1.0	0.0	0.0
SCF:0001545	AC:001330	0	same_assembly_bridge	30_40	train_ineligible_unpermuted	0.86	0.09	-28.277204771994125	-26.181071832687	28.277204771994125	26.181071832687	0.0	1.0	13.345634740607709	14.306467283289544	1.0	0.0	0.0
SCF:0001563	AC:001343	0	PDB_exact_pair_aggregate	20_30	train_ineligible_unpermuted	0.09	0.26	-25.425790151253864	-27.392889577876115	25.425790151253864	27.392889577876115	2.0	170.0	14.761316485405443	13.854728371279522	0.0	1.0	0.0
SCF:0001573	AC:001353	0	PDB_exact_pair_aggregate	40_50	dropped_mixed_family	0.1	0.06	-30.30046752552981	-29.65956026443042	30.30046752552981	29.65956026443042	1060.0	719.0	10.969610070589834	11.476734421095022	1.0	0.0	1.0
SCF:0001577	AC:001360	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.14	0.12	-26.724743567002207	-28.543529142229136	26.724743567002207	28.543529142229136	188.0	275.0	10.580440344268942	11.868003822791827	1.0	1.0	0.0
SCF:0001582	AC:001367	0	same_assembly_bridge	30_40	dropped_mixed_family	0.54	0.19	-26.249271759022097	-28.44095097363528	26.249271759022097	28.44095097363528	417.0	597.0	11.49781618003149	10.662396679235767	1.0	1.0	0.0
SCF:0001588	AC:001372	1	PDB_exact_pair_aggregate	20_30	family_unseen	0.69	0.15	-6.806237335001553	-29.169644422360907	6.806237335001553	29.169644422360907	86.0	0.0	14.819766670177467	13.407153265358733	1.0	1.0	1.0
SCF:0001609	AC:001386	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.1	0.23	-28.46051944141475	-27.12728288775699	28.46051944141475	27.12728288775699	974.0	919.0	10.736742611965186	10.378460609180172	0.0	0.0	1.0
SCF:0001624	AC:001396	1	same_assembly_bridge	20_30	train_eligible	0.07	0.06	-29.647935305882807	-25.54768598801464	29.647935305882807	25.54768598801464	69.0	0.0	12.096833062816765	14.564455527616726	1.0	0.0	1.0
SCF:0001634	AC:001404	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.15	0.06	-27.046236352204335	-27.37387763099617	27.046236352204335	27.37387763099617	0.0	14.0	13.322165624235968	13.778660295096651	1.0	1.0	0.0
SCF:0001646	AC:001416	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.19	0.25	-28.961311283573647	-28.547824751067743	28.961311283573647	28.547824751067743	428.0	42.0	14.335803547907586	14.332466770972339	0.0	0.0	1.0
SCF:0001684	AC:001452	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.2	0.24	-26.437065667937514	-26.568493576277834	26.437065667937514	26.568493576277834	9.0	11.0	14.636476790575388	14.810649324213452	0.0	1.0	0.0
SCF:0001709	AC:001472	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.16	0.62	-27.545210530201285	-27.658286963130525	27.545210530201285	27.658286963130525	40.0	4.0	14.429798573513127	14.553837161515194	0.0	1.0	1.0
SCF:0001728	AC:001490	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.47	0.09	-31.080104636596115	-30.37152316390827	31.080104636596115	30.37152316390827	206.0	298.0	13.150765785010188	13.261006950518096	1.0	0.0	0.0
SCF:0001748	AC:001502	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_family	0.12	0.16	-29.134892124665807	-29.485661280434577	29.134892124665807	29.485661280434577	607.0	732.0	10.680243982925491	10.217020236857994	0.0	1.0	0.0
SCF:0001770	AC:001516	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.4	0.18	-26.851458540386094	-28.871295342955666	26.851458540386094	28.871295342955666	1363.0	1821.0	10.22460161107328	10.439034575746172	1.0	1.0	0.0
SCF:0001795	AC:001532	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.11	0.1	-27.34557545476851	-27.311199564699525	27.34557545476851	27.311199564699525	135.0	171.0	12.290243267145621	12.574418727074624	1.0	0.0	0.0
SCF:0001816	AC:001550	0	same_assembly_bridge	30_40	train_eligible	0.61	0.52	-26.68166523528162	-25.490383095672236	26.68166523528162	25.490383095672236	1961.0	1162.0	10.054263504705014	10.100997523744157	1.0	0.0	1.0
SCF:0001835	AC:001565	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.13	0.08	-31.15882233011575	-31.33849343418935	31.15882233011575	31.33849343418935	206.0	47.0	12.25165170691443	11.684026094174884	1.0	1.0	1.0
SCF:0001851	AC:001584	0	same_assembly_bridge	ge50	family_unseen	0.56	0.38	-25.81464032613546	-26.426294316814946	25.81464032613546	26.426294316814946	249.0	347.0	11.436743168507837	11.412060841102576	1.0	1.0	0.0
SCF:0001856	AC:001590	0	PDB_exact_pair_aggregate	ge50	train_eligible	0.77	0.2	-27.675640627131255	-24.204717506397994	27.675640627131255	24.204717506397994	32.0	24.0	13.052472567177983	13.116531351067682	1.0	0.0	1.0
SCF:0001867	AC:001603	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.62	0.07	-28.529143593575036	-29.092878157783122	28.529143593575036	29.092878157783122	146.0	150.0	13.206605452246272	12.813919139469784	1.0	1.0	0.0
SCF:0001868	AC:001604	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.95	0.09	-24.79634929058454	-30.548633332654234	24.79634929058454	30.548633332654234	36.0	752.0	14.611276568904522	11.396794443427225	1.0	1.0	0.0
SCF:0001873	AC:001611	1	PDB_exact_pair_aggregate	20_30	family_unseen	0.11	0.3	-20.419567248893927	-24.054267379127502	20.419567248893927	24.054267379127502	0.0	10.0	14.772386917187168	15.003664228496765	0.0	1.0	0.0
SCF:0001901	AC:001634	0	PDB_exact_pair_aggregate	40_50	protein_unseen_family_seen	0.67	0.1	-23.154283376579937	-22.792408179971908	23.154283376579937	22.792408179971908	177.0	549.0	8.452376717125874	8.141217697786319	1.0	0.0	0.0
SCF:0001902	AC:001635	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.11	0.1	-22.747897724713983	-25.621903858895354	22.747897724713983	25.621903858895354	37.0	175.0	11.770543270081689	10.099940922814808	1.0	1.0	0.0
SCF:0001908	AC:001644	1	PDB_exact_pair_aggregate	30_40	protein_unseen_family_seen	0.85	0.23	-27.901244241044754	-27.39394483738507	27.901244241044754	27.39394483738507	2534.0	721.0	6.710290984558167	6.661602237064463	1.0	0.0	1.0
SCF:0001911	AC:001645	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.73	0.69	-15.136515932152212	-10.335368589617797	15.136515932152212	10.335368589617797	75.0	48.0	13.122245486515814	14.169235267653479	1.0	0.0	1.0
SCF:0002028	AC:001752	1	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.24	0.15	-30.1456040672299	-30.549404462386793	30.1456040672299	30.549404462386793	4628.0	3315.0	6.8577625136213545	6.933459689209138	1.0	1.0	1.0
SCF:0002034	AC:001758	1	same_assembly_bridge	30_40	family_unseen	0.11	0.12	-25.7561541730294	-28.75212766424218	25.7561541730294	28.75212766424218	20.0	46.0	14.776879103842631	14.44739103116811	0.0	1.0	0.0
SCF:0002036	AC:001759	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.66	0.49	-17.148181439487267	-22.684130429157126	17.148181439487267	22.684130429157126	70.0	34.0	13.374403880907128	13.601212691201408	1.0	1.0	1.0
SCF:0002046	AC:001765	0	PDB_exact_pair_aggregate	30_40	train_ineligible_unpermuted	0.69	0.12	-12.086017209922087	-27.32310907753014	12.086017209922087	27.32310907753014	64.0	173.0	13.819906596973302	13.001353730824027	1.0	1.0	0.0
SCF:0002057	AC:001770	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.18	0.25	-28.635370931962864	-29.71722950184208	28.635370931962864	29.71722950184208	355.0	223.0	11.634206700193799	10.865859870499447	0.0	1.0	1.0
SCF:0002066	AC:001780	1	PDB_exact_pair_aggregate	20_30	family_unseen	0.15	0.1	-29.1289798151636	-28.872811526713598	29.1289798151636	28.872811526713598	194.0	450.0	13.163930775423298	12.96736400123232	1.0	0.0	0.0
SCF:0002076	AC:001788	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.15	0.08	-27.803935428056224	-30.29597105255314	27.803935428056224	30.29597105255314	785.0	923.0	8.376846985049848	9.449505434989463	1.0	1.0	0.0
SCF:0002086	AC:001797	0	same_assembly_bridge	ge50	dropped_mixed_family	0.18	0.17	-26.912645876126348	-25.343104981737994	26.912645876126348	25.343104981737994	192.0	78.0	10.772385412572353	10.414242801346607	1.0	0.0	1.0
SCF:0002106	AC:001807	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.04	0.27	-28.901592882753114	-27.646382713913773	28.901592882753114	27.646382713913773	9.0	122.0	12.586973702816401	13.352929990502412	0.0	0.0	0.0
SCF:0002109	AC:001811	0	PDB_exact_pair_aggregate	30_40	train_ineligible_unpermuted	0.53	0.55	-10.291901574554357	-15.582751119979784	10.291901574554357	15.582751119979784	22.0	14.0	14.34542170421373	13.406181328043276	0.0	1.0	1.0
SCF:0002110	AC:001814	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.65	0.16	-24.53016559252443	-24.10017116450262	24.53016559252443	24.10017116450262	93.0	267.0	11.850763599568701	12.061395731298909	1.0	0.0	0.0
SCF:0002123	AC:001820	0	PDB_exact_pair_aggregate	40_50	train_eligible	0.14	0.15	-30.484828773916334	-30.405808613215157	30.484828773916334	30.405808613215157	5221.0	4113.0	6.855560157239509	6.861473922130638	0.0	0.0	1.0
SCF:0002134	AC:001827	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.43	0.4	-23.66152826542019	-23.24785816390109	23.66152826542019	23.24785816390109	77.0	73.0	13.829133491940997	14.154310117866936	1.0	0.0	1.0
SCF:0002153	AC:001844	1	same_assembly_bridge	30_40	train_eligible	0.15	0.09	-28.521599296448656	-29.928733663410892	28.521599296448656	29.928733663410892	286.0	183.0	11.187829742796154	9.014990022981337	1.0	1.0	1.0
SCF:0002160	AC:001851	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.25	0.2	-29.963623587862195	-30.439939354977486	29.963623587862195	30.439939354977486	6822.0	10533.0	9.192934630655074	7.937328646738889	1.0	1.0	0.0
SCF:0002182	AC:001883	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.93	0.05	-2.628685941903259	-22.312779517241488	2.628685941903259	22.312779517241488	65.0	11.0	15.633045686987728	15.060568714044281	1.0	1.0	1.0
SCF:0002186	AC:001892	0	PDB_exact_pair_aggregate	ge50	train_ineligible_unpermuted	0.27	0.3	-28.293796450286642	-28.80788799978359	28.293796450286642	28.80788799978359	567.0	728.0	9.29719882803487	9.380426493217618	0.0	1.0	0.0
SCF:0002192	AC:001896	1	PDB_exact_pair_aggregate	30_40	family_unseen	0.54	0.25	-22.868135450588014	-21.412978534482548	22.868135450588014	21.412978534482548	14.0	120.0	13.11686687891408	13.09304986409888	1.0	0.0	0.0
SCF:0002195	AC:001900	0	same_assembly_bridge	30_40	train_ineligible_unpermuted	0.68	0.46	-26.96410573048302	-26.42637454812288	26.96410573048302	26.42637454812288	75.0	107.0	14.64636156036399	13.697882111520322	1.0	0.0	0.0
SCF:0002211	AC:001913	1	PDB_exact_pair_aggregate	20_30	train_eligible	0.06	0.05	-25.626122079127434	-26.528719896763103	25.626122079127434	26.528719896763103	0.0	11.0	14.29328251037801	13.782392926742407	1.0	1.0	0.0
SCF:0002218	AC:001926	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.05	0.13	-26.67694762279913	-26.28166906051023	26.67694762279913	26.28166906051023	0.0	21.0	13.511731484000443	13.437307801582811	0.0	0.0	0.0
SCF:0002221	AC:001932	0	same_assembly_bridge	40_50	train_ineligible_unpermuted	0.47	0.04	-22.590023561356332	-24.245643044519298	22.590023561356332	24.245643044519298	2.0	0.0	14.872736830948607	14.744889635525423	1.0	1.0	1.0
SCF:0002240	AC:001941	1	PDB_exact_pair_aggregate	30_40	train_eligible	0.07	0.06	-28.45979794584951	-28.954458207897595	28.45979794584951	28.954458207897595	694.0	282.0	11.428177639762765	11.159689024725447	1.0	1.0	1.0
SCF:0002266	AC:001964	0	PDB_exact_pair_aggregate	ge50	train_eligible	0.42	0.46	-16.824694176689736	-19.704852715996672	16.824694176689736	19.704852715996672	113.0	134.0	9.360637024516944	8.714258609803133	0.0	1.0	0.0
SCF:0002277	AC:001972	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.42	0.17	-30.35767212338816	-29.55235273554176	30.35767212338816	29.55235273554176	4157.0	3235.0	8.80537964079513	10.08670352485654	1.0	0.0	1.0
SCF:0002281	AC:001974	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.18	0.05	-23.15435787267353	-27.045278293879953	23.15435787267353	27.045278293879953	11.0	142.0	13.383702517255468	12.157191151944573	1.0	1.0	0.0
SCF:0002290	AC:001980	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.83	0.15	-13.229622397366585	-24.290609141550842	13.229622397366585	24.290609141550842	36.0	15.0	14.994375315152016	14.526532264227948	1.0	1.0	1.0
SCF:0002300	AC:001986	0	same_assembly_bridge	20_30	train_ineligible_unpermuted	0.11	0.24	-30.169055054095562	-30.434065508818964	30.169055054095562	30.434065508818964	1935.0	51009.0	11.116472464774228	5.116240755398745	0.0	1.0	0.0
SCF:0002304	AC:001995	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.53	0.16	-27.247057140874993	-22.873305028997613	27.247057140874993	22.873305028997613	17.0	4.0	13.940608181875216	14.440934499543697	1.0	0.0	1.0
SCF:0002311	AC:001999	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.63	0.46	-30.20628866215044	-28.696594986681074	30.20628866215044	28.696594986681074	562.0	407.0	9.44426445626277	10.109197250396553	1.0	0.0	1.0
SCF:0002313	AC:002002	0	same_assembly_bridge	20_30	family_unseen	0.71	0.09	-6.821434265272254	-23.83683808844784	6.821434265272254	23.83683808844784	19.0	1.0	14.680977111491762	14.423076822297125	1.0	1.0	1.0
SCF:0002320	AC:002008	1	PDB_exact_pair_aggregate	30_40	train_ineligible_unpermuted	0.06	0.06	-29.30389614928122	-29.428326888031204	29.30389614928122	29.428326888031204	4.0	166.0	13.743473881415373	13.424832861354577	0.5	1.0	0.0
SCF:0002334	AC:002020	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.12	0.1	-28.959353133933412	-29.31368533504352	28.959353133933412	29.31368533504352	1791.0	949.0	9.50007160177332	10.786266864464343	1.0	1.0	1.0
SCF:0002372	AC:002060	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_protein	0.09	0.14	-28.345666299260007	-27.986291786297738	28.345666299260007	27.986291786297738	138.0	92.0	13.670514753576068	13.689729482115744	0.0	0.0	1.0
SCF:0002382	AC:002071	0	same_assembly_bridge	30_40	family_unseen	0.78	0.79	-7.989429101938747	-6.082543670719095	7.989429101938747	6.082543670719095	42.0	33.0	14.40770021611643	14.819553944974086	0.0	0.0	1.0
SCF:0002389	AC:002080	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.46	0.29	-23.181070739050952	-25.93612073516846	23.181070739050952	25.93612073516846	0.0	73.0	14.03023956059915	14.2662884773983	1.0	1.0	0.0
SCF:0002402	AC:002093	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.06	0.07	-30.066301987984602	-29.30244981420481	30.066301987984602	29.30244981420481	498.0	388.0	11.600188985736038	10.889808248012374	0.0	0.0	1.0
SCF:0002418	AC:002107	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.11	0.08	-25.755063796349663	-28.499301193233517	25.755063796349663	28.499301193233517	40.0	15.0	14.4564911881088	14.143930991723373	1.0	1.0	1.0
SCF:0002425	AC:002113	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.37	0.14	-29.090960289292273	-23.183441258965164	29.090960289292273	23.183441258965164	15.0	0.0	13.68594112760599	14.132968985688262	1.0	0.0	1.0
SCF:0002430	AC:002120	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.86	0.12	-11.189404968583315	-21.832874048295388	11.189404968583315	21.832874048295388	39.0	29.0	14.960439190299073	14.48175950908666	1.0	1.0	1.0
SCF:0002462	AC:002139	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.13	0.38	-31.15882233011575	-29.578983976343963	31.15882233011575	29.578983976343963	206.0	990.0	12.25165170691443	12.866103683385182	0.0	0.0	0.0
SCF:0002464	AC:002140	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.43	0.15	-26.750476307195562	-27.306740051722187	26.750476307195562	27.306740051722187	31.0	119.0	14.022124291661257	14.511969650146208	1.0	1.0	0.0
SCF:0002468	AC:002146	1	PDB_exact_pair_aggregate	40_50	train_ineligible_unpermuted	0.16	0.12	-28.58248040767052	-28.37062209687022	28.58248040767052	28.37062209687022	495.0	370.0	11.60229558455981	11.084757364612084	1.0	0.0	1.0
SCF:0002474	AC:002150	0	same_assembly_bridge	30_40	train_ineligible_unpermuted	0.86	0.56	-7.222886042264438	-11.637628614265227	7.222886042264438	11.637628614265227	77.0	23.0	14.667934585060273	13.916024181828618	1.0	1.0	1.0
SCF:0002482	AC:002157	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.09	0.17	-30.488173419578384	-30.002226867763707	30.488173419578384	30.002226867763707	515.0	877.0	10.651625065330213	10.508414689100293	0.0	0.0	0.0
