triplet_id	ac_id	A	C	D	pdb_assembly	complex_size_bin	core_flag	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	family_A	family_C	family_D	score_AD_PLMInteract	score_AC_PLMInteract	delta_PLMInteract	rank_correct_PLMInteract	score_AD_DSCRIPT	score_AC_DSCRIPT	score_AD_TopsyTurvy	score_AC_TopsyTurvy
SCF:0001905	AC:001636	A0A1B2U0I9	A0A1B2U0C6	A0A1M5L889	9zcd-assembly1.cif.gz	11_24	1	1	0	13.766	2.560	PDB_exact_pair_aggregate	0.317600	30_40	Q839E7	P21472	Q2FW20	0.999940	0.999942	-0.000002	0.0	0.916322	0.620312	0.799768	0.812387
SCF:0001906	AC:001640	Q9LK40	Q9M1J2	O81098	8hyj-assembly1.cif.gz	11_24	1	1	0	22.054	3.620	PDB_exact_pair_aggregate	0.383800	30_40	Q9LK40	Q9M1J2	O81098	0.999896	0.999873	0.000023	1.0	0.007199	0.004177	0.659920	0.170481
SCF:0001907	AC:001642	Q96N11	Q9NV88	Q9NVR2	8rbz-assembly1.cif.gz	11_24	1	3	1	44.677	3.062	same_assembly_bridge	0.261000	20_30	Q96N11	Q9NV88	Q9NVR2	0.999420	0.969752	0.029668	1.0	0.004174	0.004175	0.429352	0.560889
SCF:0001908	AC:001644	D0FXX2	A0A1C8XRM6	D0FXY3	9gnw-assembly1.cif.gz	11_24	1	4	1	31.339	2.285	PDB_exact_pair_aggregate	0.328900	30_40	P19054	Q8DIQ1	D0VWR7	0.997665	0.991829	0.005836	1.0	0.856027	0.847517	0.414103	0.422369
SCF:0001909	AC:001645	G0RZX8	P0CT46	G0SC21	8pel-assembly1.cif.gz	3_10	1	2	1	14.005	4.284	PDB_exact_pair_aggregate	0.286400	20_30	G0RZX8	P0CT46	G0SC21	0.999799	0.999599	0.000200	1.0	0.004176	0.004176	0.212036	0.537142
SCF:0001910	AC:001645	G0RZX8	P0CT46	G0SCD1	8pel-assembly1.cif.gz	3_10	1	2	1	14.005	2.671	PDB_exact_pair_aggregate	0.267400	20_30	G0RZX8	P0CT46	G0SCD1	0.999646	0.999599	0.000047	1.0	0.004175	0.004176	0.136942	0.537142
SCF:0001911	AC:001645	P0CT46	G0RZX8	G0S9A0	8pel-assembly1.cif.gz	3_10	1	2	1	14.005	3.166	PDB_exact_pair_aggregate	0.346000	30_40	P0CT46	G0RZX8	G0S9A0	0.999555	0.999599	-0.000044	0.0	0.004175	0.004176	0.409218	0.537142
SCF:0001912	AC:001645	P0CT46	G0RZX8	G0S1P1	8pel-assembly1.cif.gz	3_10	1	2	1	14.005	2.604	PDB_exact_pair_aggregate	0.320700	30_40	P0CT46	G0RZX8	G0S1P1	0.999403	0.999599	-0.000196	0.0	0.004174	0.004176	0.399412	0.537142
SCF:0001913	AC:001645	P0CT46	G0RZX8	G0SC21	8pel-assembly1.cif.gz	3_10	1	2	1	14.005	4.027	PDB_exact_pair_aggregate	0.282900	20_30	P0CT46	G0RZX8	G0SC21	0.999771	0.999599	0.000172	1.0	0.004176	0.004176	0.218403	0.537142
SCF:0001914	AC:001646	Q00361	P32876	P07926	6ziq-assembly1.cif.gz	11_24	1	4	1	144.465	3.441	PDB_exact_pair_aggregate	0.740700	ge50	Q00361	Q4VT52	Q4VT52	0.008124	0.010291	-0.002167	0.0	0.031022	0.078272	0.604542	0.609656
SCF:0001915	AC:001650	Q9LTI0	A8MPR5	F4KF14	8xkv-assembly1.cif.gz	11_24	1	2	1	62.001	2.412	PDB_exact_pair_aggregate	0.355400	30_40	Q9LTI0	A8MPR5	F4KF14	0.045446	0.764311	-0.718865	0.0	0.004194	0.004759	0.306510	0.136512
SCF:0001916	AC:001650	Q9LTI0	A8MPR5	Q9SAJ3	8xkv-assembly1.cif.gz	11_24	1	2	1	62.001	2.315	PDB_exact_pair_aggregate	0.317100	30_40	Q9LTI0	A8MPR5	Q9SAJ3	0.526534	0.764311	-0.237777	0.0	0.004188	0.004759	0.256586	0.136512
SCF:0001917	AC:001650	Q9LTI0	A8MPR5	F4J3N2	8xkv-assembly1.cif.gz	11_24	1	2	1	62.001	2.391	PDB_exact_pair_aggregate	0.307700	30_40	Q9LTI0	A8MPR5	F4J3N2	0.001201	0.764311	-0.763110	0.0	0.004181	0.004759	0.352086	0.136512
SCF:0001918	AC:001651	Q9BT78	Q9UBF6	P62877	9eg1-assembly1.cif.gz	11_24	1	1	0	9.185	2.265	PDB_exact_pair_aggregate	0.526900	ge50	Q9BT78	P62877	P62877	0.999902	0.058666	0.941236	1.0	0.795880	0.004207	0.665205	0.445229
SCF:0001919	AC:001651	Q9UBF6	Q9BT78	Q9H9Q2	9eg1-assembly1.cif.gz	11_24	1	1	0	9.185	1.338	PDB_exact_pair_aggregate	0.350500	30_40	P62877	Q9BT78	Q9H9Q2	0.700349	0.058666	0.641683	1.0	0.004179	0.004207	0.612647	0.445229
SCF:0001920	AC:001651	Q9UBF6	Q9BT78	Q9UNS2	9eg1-assembly1.cif.gz	11_24	1	1	0	9.185	2.691	same_assembly_bridge	0.248600	20_30	P62877	Q9BT78	Q9UNS2	0.999352	0.058666	0.940686	1.0	0.497648	0.004207	0.517313	0.445229
SCF:0001921	AC:001652	P14854	P15954	P12074	5z62-assembly1.cif.gz	11_24	1	3	1	32.700	2.288	PDB_exact_pair_aggregate	0.254000	20_30	P14854	P15954	P07471	0.999944	0.999925	0.000019	1.0	0.026192	0.004196	0.554314	0.609997
SCF:0001922	AC:001653	Q9UZL4	Q9UY20	Q9V1U5	6swd-assembly1.cif.gz	11_24	1	7	1	38.949	3.110	PDB_exact_pair_aggregate	0.239400	20_30	Q9UZL4	Q9UY20	Q9V1U5	0.999623	0.999940	-0.000317	0.0	0.841494	0.492119	0.497253	0.738349
SCF:0001923	AC:001655	O75140	Q9Y2Q5	Q0VGL1	7t3a-assembly1.cif.gz	3_10	1	3	1	25.691	2.581	PDB_exact_pair_aggregate	0.312500	30_40	O75140	Q9Y2Q5	Q0VGL1	0.999757	0.999715	0.000042	1.0	0.004181	0.004185	0.587384	0.356599
SCF:0001924	AC:001656	P32613	Q03630	P38334	7e94-assembly1.cif.gz	11_24	1	9	1	22.429	2.842	PDB_exact_pair_aggregate	0.272700	20_30	P32613	Q03630	P38334	0.999499	0.999462	0.000037	1.0	0.004177	0.488503	0.721838	0.670162
SCF:0001925	AC:001656	Q03630	P32613	P36149	7e94-assembly1.cif.gz	11_24	1	9	1	22.429	2.056	PDB_exact_pair_aggregate	0.275500	20_30	Q03630	P32613	Q9VSY8	0.999888	0.999462	0.000426	1.0	0.004263	0.488503	0.781674	0.670162
SCF:0001926	AC:001656	Q03630	P32613	P38334	7e94-assembly1.cif.gz	11_24	1	9	1	22.429	2.560	PDB_exact_pair_aggregate	0.267200	20_30	Q03630	P32613	P38334	0.999605	0.999462	0.000143	1.0	0.004178	0.488503	0.782162	0.670162
SCF:0001927	AC:001661	Q75VZ0	Q84Y02	Q75VY7	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	2.976	PDB_exact_pair_aggregate	0.555600	ge50	Q75VY8	Q84Y02	Q84Y02	0.999929	0.999928	0.000001	1.0	0.101378	0.134108	0.678123	0.723709
SCF:0001928	AC:001661	Q75VZ0	Q84Y02	Q05093	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	2.635	PDB_exact_pair_aggregate	0.500000	ge50	Q75VY8	Q84Y02	Q7DM26	0.999931	0.999928	0.000003	1.0	0.337422	0.134108	0.719298	0.723709
SCF:0001929	AC:001661	Q75VZ0	Q84Y02	Q75VY6	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	3.298	same_assembly_bridge	0.483700	40_50	Q75VY8	Q84Y02	A0A4V8H000	0.999934	0.999928	0.000006	1.0	0.201917	0.134108	0.693927	0.723709
SCF:0001930	AC:001661	Q84Y02	Q75VZ0	Q75VY6	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	2.563	same_assembly_bridge	0.561300	ge50	Q84Y02	Q75VY8	A0A4V8H000	0.999937	0.999928	0.000009	1.0	0.089525	0.134108	0.759621	0.723709
SCF:0001931	AC:001661	Q84Y02	Q75VZ0	Q75VY8	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	4.391	PDB_exact_pair_aggregate	0.525100	ge50	Q84Y02	Q75VY8	Q75VY8	0.999938	0.999928	0.000010	1.0	0.039428	0.134108	0.752458	0.723709
SCF:0001932	AC:001661	Q84Y02	Q75VZ0	Q75VY7	6jo6-assembly1.cif.gz	11_24	1	9	1	8.186	2.383	PDB_exact_pair_aggregate	0.524200	ge50	Q84Y02	Q75VY8	Q84Y02	0.999938	0.999928	0.000010	1.0	0.081877	0.134108	0.701582	0.723709
SCF:0001933	AC:001662	A0A140S919	A0A069QC99	E2RXT0	6spc-assembly1.cif.gz	11_24	1	3	1	37.360	3.060	PDB_exact_pair_aggregate	0.236400	20_30	P80372	A0A069QC99	P21471	0.999949	0.999894	0.000055	1.0	0.831248	0.650515	0.800612	0.725091
SCF:0001934	AC:001663	Q12415	Q12308	P32367	8ffz-assembly1.cif.gz	3_10	1	1	0	60.467	2.265	PDB_exact_pair_aggregate	0.336100	30_40	Q12415	Q12308	P32367	0.000092	0.000057	0.000035	1.0	0.004174	0.004175	0.055102	0.104634
SCF:0001935	AC:001667	Q9Y265	Q9Y4R8	Q9H9F9	7ole-assembly1.cif.gz	3_10	1	1	0	30.017	2.560	PDB_exact_pair_aggregate	0.280500	20_30	Q9Y265	Q9Y4R8	Q9H9F9	0.999324	0.999751	-0.000427	0.0	0.329375	0.088700	0.762679	0.772810
SCF:0001936	AC:001669	P40227	P61758	Q9UHV9	6nr9-assembly1.cif.gz	11_24	1	3	1	11.288	2.763	PDB_exact_pair_aggregate	0.280700	20_30	P40227	P61758	Q9UHV9	0.999897	0.998095	0.001802	1.0	0.004295	0.017396	0.270296	0.373927
SCF:0001937	AC:001669	P40227	P61758	O15212	6nr9-assembly1.cif.gz	11_24	1	3	1	11.288	2.306	PDB_exact_pair_aggregate	0.269200	20_30	P40227	P61758	O15212	0.999870	0.998095	0.001775	1.0	0.004188	0.017396	0.665094	0.373927
SCF:0001938	AC:001669	P40227	P61758	Q99471	6nr9-assembly1.cif.gz	11_24	1	3	1	11.288	4.009	same_assembly_bridge	0.219000	20_30	P40227	P61758	Q99471	0.999866	0.998095	0.001771	1.0	0.004181	0.017396	0.356407	0.373927
SCF:0001939	AC:001671	Q9UZL4	Q9V1V0	Q9UYS3	6swd-assembly1.cif.gz	11_24	1	7	1	35.649	2.578	PDB_exact_pair_aggregate	0.326300	30_40	Q9UZL4	Q9V1V0	Q9UYS3	0.999726	0.999841	-0.000115	0.0	0.418266	0.885508	0.072164	0.589502
SCF:0001940	AC:001671	Q9V1V0	Q9UZL4	Q9UY20	6swd-assembly1.cif.gz	11_24	1	7	1	35.649	3.152	PDB_exact_pair_aggregate	0.343300	30_40	Q9V1V0	Q9UZL4	Q9UY20	0.999952	0.999841	0.000111	1.0	0.779453	0.885508	0.704198	0.589502
SCF:0001941	AC:001671	Q9V1V0	Q9UZL4	P61994	6swd-assembly1.cif.gz	11_24	1	7	1	35.649	4.049	same_assembly_bridge	0.337700	30_40	Q9V1V0	Q9UZL4	P62266	0.999952	0.999841	0.000111	1.0	0.629104	0.885508	0.745835	0.589502
SCF:0001942	AC:001671	Q9V1V0	Q9UZL4	P62010	6swd-assembly1.cif.gz	11_24	1	7	1	35.649	3.742	PDB_exact_pair_aggregate	0.218400	20_30	Q9V1V0	Q9UZL4	A0A3B6SS17	0.999953	0.999841	0.000112	1.0	0.931962	0.885508	0.812889	0.589502
SCF:0001943	AC:001672	P35718	P29056	P32349	6cnb-assembly1.cif.gz	11_24	1	8	1	9.153	3.475	PDB_exact_pair_aggregate	0.296000	20_30	P35718	P29056	P32349	0.999940	0.999161	0.000779	1.0	0.005505	0.007602	0.669738	0.679248
SCF:0001944	AC:001673	P0A800	P0AFW0	P0AFG0	8pid-assembly1.cif.gz	3_10	1	8	1	49.788	2.237	PDB_exact_pair_aggregate	0.301600	30_40	P0A800	P0AFW0	P0AFG0	0.931846	0.980682	-0.048836	0.0	0.004182	0.004178	0.709763	0.314250
SCF:0001945	AC:001675	Q6YXM2	A0A2K1JLZ3	A0A2K1K0C7	6l35-assembly1.cif.gz	11_24	1	1	0	21.095	2.805	PDB_exact_pair_aggregate	0.495400	40_50	Q55329	A0A9R0J8B1	F2D0D5	0.999538	0.998909	0.000629	1.0	0.007463	0.010670	0.663455	0.571921
SCF:0001946	AC:001678	P20504	P68449	P68608	9fq6-assembly1.cif.gz	11_24	1	1	0	28.460	2.202	PDB_exact_pair_aggregate	0.294100	20_30	P20504	P68449	P68608	0.994208	0.994764	-0.000556	0.0	0.004175	0.004176	0.082029	0.572299
SCF:0001947	AC:001678	P68449	P20504	P20979	9fq6-assembly1.cif.gz	11_24	1	1	0	28.460	2.728	same_assembly_bridge	0.298400	20_30	P68449	P20504	P20979	0.011161	0.994764	-0.983603	0.0	0.004177	0.004176	0.612450	0.572299
SCF:0001948	AC:001681	Q96HW7	Q96SY0	P30153	8rc4-assembly1.cif.gz	11_24	1	3	1	26.459	2.332	PDB_exact_pair_aggregate	0.254200	20_30	Q96HW7	Q96SY0	P30153	0.999745	0.964296	0.035449	1.0	0.004182	0.004176	0.584309	0.456757
SCF:0001949	AC:001681	Q96SY0	Q96HW7	Q9NVR2	8rc4-assembly1.cif.gz	11_24	1	3	1	26.459	3.600	same_assembly_bridge	0.272700	20_30	Q96SY0	Q96HW7	Q9NVR2	0.973613	0.964296	0.009317	1.0	0.004175	0.004176	0.736570	0.456757
SCF:0001950	AC:001682	A0T0V1	B8BUW3	B8C770	8xls-assembly1.cif.gz	11_24	1	3	1	16.209	3.481	PDB_exact_pair_aggregate	0.356600	30_40	Q55329	B8BUW3	B8C770	0.997928	0.001602	0.996326	1.0	0.004668	0.004224	0.181950	0.002139
SCF:0001951	AC:001682	A0T0V1	B8BUW3	B8C0K4	8xls-assembly1.cif.gz	11_24	1	3	1	16.209	3.500	PDB_exact_pair_aggregate	0.346800	30_40	Q55329	B8BUW3	B8C0K4	0.995913	0.001602	0.994311	1.0	0.006584	0.004224	0.344073	0.002139
SCF:0001952	AC:001683	E3UIU5	M2Y652	M2VTV2	9kc5-assembly1.cif.gz	11_24	1	1	0	36.867	3.314	PDB_exact_pair_aggregate	0.504800	ge50	E3UIU5	M2VTV2	M2VTV2	0.014023	0.700506	-0.686483	0.0	0.004324	0.004225	0.289751	0.345847
SCF:0001953	AC:001683	E3UIU5	M2Y652	M2X090	9kc5-assembly1.cif.gz	11_24	1	1	0	36.867	2.735	PDB_exact_pair_aggregate	0.466000	40_50	E3UIU5	M2VTV2	M2X090	0.029356	0.700506	-0.671150	0.0	0.004176	0.004225	0.032457	0.345847
SCF:0001954	AC:001684	A0A2P6THB2	A0A2P6U4S6	A0A2P6U0J1	6zzx-assembly1.cif.gz	11_24	1	1	0	53.781	2.353	PDB_exact_pair_aggregate	0.422500	40_50	A0A2P6THB2	A0A4V8H007	P14225	0.999556	0.913089	0.086467	1.0	0.025596	0.005241	0.531397	0.175025
SCF:0001955	AC:001685	A0A1B2U0I9	A0A1M6QGN9	A0A1M5L6R0	9zcd-assembly1.cif.gz	11_24	1	8	1	35.180	4.924	PDB_exact_pair_aggregate	0.365400	30_40	Q839E7	A0A1M6QGN9	A0A1M5L6R0	0.999936	0.999943	-0.000007	0.0	0.851947	0.877387	0.761774	0.792307
SCF:0001956	AC:001687	A0A4V8GZZ3	A0A4V8H002	A0A4V8GZZ7	6igz-assembly1.cif.gz	11_24	1	1	0	70.458	2.422	PDB_exact_pair_aggregate	0.441000	40_50	Q55329	A0A4V8H004	Q84Y02	0.999580	0.946447	0.053133	1.0	0.005151	0.004387	0.614717	0.487567
SCF:0001957	AC:001690	P17227	E1C9L3	A0A0M3KL11	7dkz-assembly1.cif.gz	11_24	1	9	1	31.477	2.456	PDB_exact_pair_aggregate	0.913600	ge50	E9NPX1	E1C9L3	A0A4V8GZZ4	0.825526	0.992981	-0.167455	0.0	0.004784	0.004199	0.554402	0.311181
SCF:0001958	AC:001690	P17227	E1C9L3	A0A0M3KL10	7dkz-assembly1.cif.gz	11_24	1	9	1	31.477	2.143	PDB_exact_pair_aggregate	0.400000	40_50	E9NPX1	E1C9L3	A0A0M3KL10	0.994486	0.992981	0.001505	1.0	0.080624	0.004199	0.627892	0.311181
SCF:0001959	AC:001690	P17227	E1C9L3	A0A0M3KL13	7dkz-assembly1.cif.gz	11_24	1	9	1	31.477	2.546	PDB_exact_pair_aggregate	0.342500	30_40	E9NPX1	E1C9L3	A0A0M3KL13	0.892435	0.992981	-0.100546	0.0	0.004204	0.004199	0.253836	0.311181
SCF:0001960	AC:001691	D5MAL3	E1C9K9	A0A0M3KL10	4rku-assembly1.cif.gz	11_24	1	1	0	39.452	2.469	PDB_exact_pair_aggregate	0.913000	ge50	Q55329	E1C9K9	A0A0M3KL10	0.997644	0.992980	0.004664	1.0	0.004372	0.004263	0.579733	0.530784
SCF:0001961	AC:001693	Q96HW7	Q9NVM9	Q9NV88	8rc4-assembly1.cif.gz	11_24	1	3	1	22.170	1.417	PDB_exact_pair_aggregate	0.294300	20_30	Q96HW7	Q9NVM9	Q9NV88	0.998750	0.031412	0.967338	1.0	0.004176	0.004175	0.730348	0.589577
SCF:0001962	AC:001693	Q96HW7	Q9NVM9	Q5TA45	8rc4-assembly1.cif.gz	11_24	1	3	1	22.170	2.524	same_assembly_bridge	0.265600	20_30	Q96HW7	Q9NVM9	Q5TA45	0.985697	0.031412	0.954285	1.0	0.004177	0.004175	0.431319	0.589577
SCF:0001963	AC:001695	C3TRH7	C3SQS2	P0A7W1	9sx2-assembly1.cif.gz	11_24	1	1	0	12.053	2.787	PDB_exact_pair_aggregate	0.250000	20_30	P0A7U7	P17291	Q839E7	0.999911	0.999910	0.000001	1.0	0.806557	0.868287	0.342657	0.486460
SCF:0001964	AC:001699	P20429	O35011	O31718	7ckq-assembly1.cif.gz	3_10	1	7	1	11.568	2.157	PDB_exact_pair_aggregate	0.282100	20_30	P20429	O35011	O31718	0.997436	0.415662	0.581774	1.0	0.004178	0.004175	0.722488	0.559844
SCF:0001965	AC:001700	E1C9L3	P05311	A0A0F6NFW5	3lw5-assembly1.cif.gz	11_24	1	3	1	33.043	2.174	PDB_exact_pair_aggregate	0.518100	ge50	E1C9L3	T1RIQ1	A0T0M8	0.977762	0.999081	-0.021319	0.0	0.041723	0.034890	0.056722	0.053689
SCF:0001966	AC:001700	E1C9L3	P05311	P05310	3lw5-assembly1.cif.gz	11_24	1	3	1	33.043	3.623	same_assembly_bridge	0.514300	ge50	E1C9L3	T1RIQ1	A0T0M8	0.977834	0.999081	-0.021247	0.0	0.067896	0.034890	0.054078	0.053689
SCF:0001967	AC:001700	P05311	E1C9L3	A0A0M3KL11	3lw5-assembly1.cif.gz	11_24	1	3	1	33.043	2.680	PDB_exact_pair_aggregate	0.913600	ge50	T1RIQ1	E1C9L3	A0A4V8GZZ4	0.182120	0.999081	-0.816961	0.0	0.203270	0.034890	0.139874	0.053689
SCF:0001968	AC:001700	P05311	E1C9L3	A0A0M3KL10	3lw5-assembly1.cif.gz	11_24	1	3	1	33.043	2.466	PDB_exact_pair_aggregate	0.400000	40_50	T1RIQ1	E1C9L3	A0A0M3KL10	0.997230	0.999081	-0.001851	0.0	0.201749	0.034890	0.445475	0.053689
SCF:0001969	AC:001700	P05311	E1C9L3	A0A0M3KL13	3lw5-assembly1.cif.gz	11_24	1	3	1	33.043	2.632	PDB_exact_pair_aggregate	0.342500	30_40	T1RIQ1	E1C9L3	A0A0M3KL13	0.997654	0.999081	-0.001427	0.0	0.046025	0.034890	0.200259	0.053689
SCF:0001970	AC:001703	P56768	Q9SUI5	Q9S7N7	8j6z-assembly1.cif.gz	11_24	1	7	1	34.512	2.289	PDB_exact_pair_aggregate	0.371400	30_40	E9NPX1	A0A4V8GZZ4	B6U534	0.537566	0.976990	-0.439424	0.0	0.004187	0.004194	0.296271	0.537093
SCF:0001971	AC:001705	Q6YXK4	A0A2K1JDE1	A0A2K1JC42	7ksq-assembly1.cif.gz	11_24	1	2	1	34.805	3.064	PDB_exact_pair_aggregate	0.344000	30_40	Q6YXK4	B6SQZ7	B6U534	0.999641	0.191654	0.807987	1.0	0.004177	0.004173	0.211068	0.400172
SCF:0001972	AC:001707	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	9c39-assembly1.cif.gz	11_24	1	1	0	25.024	2.559	same_assembly_bridge	0.277800	20_30	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	0.024748	0.999423	-0.974675	0.0	0.004177	0.004174	0.531174	0.497991
SCF:0001973	AC:001707	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	9c39-assembly1.cif.gz	11_24	1	1	0	25.024	2.687	same_assembly_bridge	0.254400	20_30	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	0.999355	0.999423	-0.000068	0.0	0.004176	0.004174	0.169684	0.497991
SCF:0001974	AC:001708	Q93077	Q9Y230	Q71F23	8x1c-assembly1.cif.gz	11_24	1	3	1	73.172	2.339	PDB_exact_pair_aggregate	0.299400	20_30	P0C0S5	Q9Y230	Q71F23	0.998991	0.998772	0.000219	1.0	0.005897	0.806289	0.174417	0.740709
SCF:0001975	AC:001708	Q93077	Q9Y230	P54274	8x1c-assembly1.cif.gz	11_24	1	3	1	73.172	3.553	PDB_exact_pair_aggregate	0.267100	20_30	P0C0S5	Q9Y230	P54274	0.878165	0.998772	-0.120607	0.0	0.004187	0.806289	0.880738	0.740709
SCF:0001976	AC:001708	Q9Y230	Q93077	P04908	8x1c-assembly1.cif.gz	11_24	1	3	1	73.172	2.790	PDB_exact_pair_aggregate	0.984600	ge50	Q9Y230	P0C0S5	P0C0S5	0.999277	0.998772	0.000505	1.0	0.817334	0.806289	0.745535	0.740709
SCF:0001977	AC:001708	Q9Y230	Q93077	P33778	8x1c-assembly1.cif.gz	11_24	1	3	1	73.172	2.922	PDB_exact_pair_aggregate	0.378000	30_40	Q9Y230	P0C0S5	O23629	0.994901	0.998772	-0.003871	0.0	0.060222	0.806289	0.754553	0.740709
SCF:0001978	AC:001709	Q9NQT4	Q9Y2L1	Q8TF46	6h25-assembly1.cif.gz	11_24	1	3	1	8.445	2.788	PDB_exact_pair_aggregate	0.411800	40_50	Q9NQT4	Q9Y2L1	Q8TF46	0.999892	0.999758	0.000134	1.0	0.004179	0.004792	0.201471	0.415340
SCF:0001979	AC:001709	Q9NQT4	Q9Y2L1	Q9Y450	6h25-assembly1.cif.gz	11_24	1	3	1	8.445	2.535	PDB_exact_pair_aggregate	0.241300	20_30	Q9NQT4	Q9Y2L1	Q9Y450	0.999446	0.999758	-0.000312	0.0	0.004812	0.004792	0.780418	0.415340
SCF:0001980	AC:001709	Q9Y2L1	Q9NQT4	Q9NPD3	6h25-assembly1.cif.gz	11_24	1	3	1	8.445	2.333	PDB_exact_pair_aggregate	0.375700	30_40	Q9Y2L1	Q9NQT4	Q9NPD3	0.999676	0.999758	-0.000082	0.0	0.004187	0.004792	0.597495	0.415340
SCF:0001981	AC:001709	Q9Y2L1	Q9NQT4	Q15024	6h25-assembly1.cif.gz	11_24	1	3	1	8.445	2.164	PDB_exact_pair_aggregate	0.333300	30_40	Q9Y2L1	Q9NQT4	Q15024	0.985096	0.999758	-0.014662	0.0	0.004284	0.004792	0.595793	0.415340
SCF:0001982	AC:001711	O57204	Q76ZS0	Q76ZQ8	6rie-assembly1.cif.gz	3_10	1	1	0	13.988	2.943	PDB_exact_pair_aggregate	0.294100	20_30	P20504	P04310	P68610	0.995777	0.999764	-0.003987	0.0	0.004176	0.004175	0.750869	0.647525
SCF:0001983	AC:001711	Q76ZS0	O57204	Q76ZP7	6rie-assembly1.cif.gz	3_10	1	1	0	13.988	2.382	same_assembly_bridge	0.291400	20_30	P04310	P20504	Q76ZP7	0.999612	0.999764	-0.000152	0.0	0.004175	0.004175	0.102224	0.647525
SCF:0001984	AC:001712	P07839	Q75VY7	P12356	7wzn-assembly1.cif.gz	11_24	1	1	0	10.045	2.994	same_assembly_bridge	0.412900	40_50	P07839	Q84Y02	P12356	0.997973	0.999272	-0.001299	0.0	0.004183	0.968560	0.333441	0.711867
SCF:0001985	AC:001714	Q9UBF6	Q96MG8	Q9UNS2	9oma-assembly1.cif.gz	3_10	1	1	0	57.541	2.691	PDB_exact_pair_aggregate	0.252300	20_30	P62877	Q96MG8	Q9UNS2	0.999352	0.999446	-0.000094	0.0	0.497648	0.004684	0.517313	0.095464
SCF:0001986	AC:001717	A0A4V8GZZ8	A0A4V8H003	A0A4V8GZZ2	6igz-assembly1.cif.gz	11_24	1	1	0	46.414	2.217	same_assembly_bridge	0.496300	40_50	I0YPL4	T1RIQ1	A0T0M8	0.999817	0.999527	0.000290	1.0	0.004507	0.004510	0.070199	0.011385
SCF:0001987	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H002	6igz-assembly1.cif.gz	11_24	1	1	0	46.414	2.732	PDB_exact_pair_aggregate	0.455400	40_50	T1RIQ1	I0YPL4	A0A4V8H004	0.999732	0.999527	0.000205	1.0	0.004455	0.004510	0.324198	0.011385
SCF:0001988	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8GZZ9	6igz-assembly1.cif.gz	11_24	1	1	0	46.414	3.074	PDB_exact_pair_aggregate	0.439700	40_50	T1RIQ1	I0YPL4	A0A4V8GZZ9	0.999773	0.999527	0.000246	1.0	0.117418	0.004510	0.435397	0.011385
SCF:0001989	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H004	6igz-assembly1.cif.gz	11_24	1	1	0	46.414	3.206	PDB_exact_pair_aggregate	0.399000	30_40	T1RIQ1	I0YPL4	A0A4V8H004	0.999784	0.999527	0.000257	1.0	0.024463	0.004510	0.363347	0.011385
SCF:0001990	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TQ14	6zzy-assembly1.cif.gz	11_24	1	3	1	44.391	4.975	PDB_exact_pair_aggregate	0.500000	ge50	Q84Y02	Q75VY8	A0A2P6TQ14	0.999931	0.999931	0.000000	0.5	0.047222	0.202469	0.802433	0.762030
SCF:0001991	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TT36	6zzy-assembly1.cif.gz	11_24	1	3	1	44.391	2.408	PDB_exact_pair_aggregate	0.475700	40_50	Q84Y02	Q75VY8	Q7DM26	0.999912	0.999931	-0.000019	0.0	0.240604	0.202469	0.717152	0.762030
SCF:0001992	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TS63	6zzy-assembly1.cif.gz	11_24	1	3	1	44.391	2.369	same_assembly_bridge	0.457500	40_50	Q84Y02	Q75VY8	Q84Y02	0.999905	0.999931	-0.000026	0.0	0.014119	0.202469	0.647852	0.762030
SCF:0001993	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TS63	6zzy-assembly1.cif.gz	11_24	1	3	1	44.391	5.906	same_assembly_bridge	0.520700	ge50	Q75VY8	Q84Y02	Q84Y02	0.999920	0.999931	-0.000011	0.0	0.043250	0.202469	0.688996	0.762030
SCF:0001994	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TPR7	6zzy-assembly1.cif.gz	11_24	1	3	1	44.391	2.049	PDB_exact_pair_aggregate	0.482000	40_50	Q75VY8	Q84Y02	A0A4V8H000	0.999923	0.999931	-0.000008	0.0	0.006873	0.202469	0.839364	0.762030
