ac_id	A_uniprot	C_uniprot	taxon	pdb_id	complex_size	complex_size_bin	n_pdb	n_noncontact_assemblies	coordinate_qc	coverage_A	coverage_C	min_distance	direct_positive_conflict	structure_grade	core_flag	gt24_flag	replicated_flag	has_triplet	mmseqs_family_A	mmseqs_family_C	negative_label_semantics
AC:001205	Q8N668	Q9UBI1	9606	8p0w	12	11_24	3	3	coordinate_verified_open_wedge	1.0000	1.0000	18.764	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q8N668	Q9UBI1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001206	A0A0R4J8D5	I3L9H6	9823	4v1a	23	11_24	2	2	coordinate_verified_open_wedge	0.7389	0.5505	12.560	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0A0R4J8D5	I3L9H6	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001207	A3M140	A3M143	400667	7p3n	22	11_24	3	3	coordinate_verified_open_wedge	0.9936	0.9965	24.689	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001208	Q5P5I0	Q5P5I2	76114	2ivf	3	3_10	1	1	coordinate_verified_open_wedge	0.9344	1.0000	11.414	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001209	P32842	P41806	559292	8eau	16	11_24	1	1	coordinate_verified_open_wedge	0.9634	0.7273	39.408	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	P25515	P41806	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001210	P01833	P24071	9606	8sku	8	3_10	1	1	coordinate_verified_open_wedge	0.3024	0.6620	15.120	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001211	P46964	Q92316	559292	8age	9	3_10	5	5	coordinate_verified_open_wedge	0.8385	0.9884	18.203	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		Q92316	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001212	G0S7B2	G0S842	759272	9ynw	14	11_24	1	1	coordinate_verified_open_wedge	0.8940	0.9296	55.206	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	G0S7B2	G0S842	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001213	P21146	P63212	9913	3uzs	3	3_10	6	6	coordinate_verified_open_wedge	0.8839	0.9296	18.098	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001214	B4DNT1	Q15369	9606	9d4b	4	3_10	1	2	coordinate_verified_open_wedge	0.4094	0.7679	34.686	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	B4DNT1	Q15369	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001215	A0AA82WNX9	A0AAB0B1V2	287	7xg3	9	3_10	1	1	coordinate_verified_open_wedge	0.9489	0.9955	9.644	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001216	P0AC41	P0AC44	83333	2ws3	4	3_10	10	28	coordinate_verified_open_wedge	1.0000	0.9130	21.815	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P0AC41	P0AC44	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001217	O43237	P43034	9606	9e13	14	11_24	4	4	coordinate_verified_open_wedge	0.6321	0.7854	165.370	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001218	A8HRZ4	A8IU42	3055	9f61	12	11_24	4	4	coordinate_verified_open_wedge	0.5143	0.7129	8.247	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A8HRZ4	A8IU42	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001219	Q8DG60	Q8DIN9	197221	7nhp	18	11_24	1	1	coordinate_verified_open_wedge	0.8433	0.8444	42.128	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	Q8DG60	P12239	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001220	P0C5R9	P41806	559292	8eau	16	11_24	1	1	coordinate_verified_open_wedge	0.8118	0.7273	10.991	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0	P0C5R9	P41806	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001221	A0A8F0WFC9	B8C2K6	35128	8xls	17	11_24	1	1	coordinate_verified_open_wedge	0.9104	0.8434	42.816	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	B8LEQ8	B8C2K6	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001222	P28000	P29056	559292	6f41	20	11_24	8	8	coordinate_verified_open_wedge	0.7113	0.5654	22.297	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P28000	P29056	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001223	A0QU24	A0QU34	246196	8e9g	15	11_24	3	3	coordinate_verified_open_wedge	1.1815	0.5126	18.115	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0QU24	A0QU34	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001224	P17181	P48551	9606	3se3	3	3_10	2	2	coordinate_verified_open_wedge	0.5117	0.3553	8.392	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001225	D7P897	D8V7I2	37502	9evd	18	11_24	4	4	coordinate_verified_open_wedge	0.8212	0.5895	33.871	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	D7P897	D8V7I2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001226	Q8LFJ6	Q9LQ02	3702	7eu1	11	11_24	6	6	coordinate_verified_open_wedge	0.6338	0.7330	11.092	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	C4R009	Q9LQ02	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001227	P48729	Q16531	9606	5fqd	3	3_10	3	5	coordinate_verified_open_wedge	0.8724	0.6921	32.136	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P48729	Q16531	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001228	A0A075W2R1	E3UIU9	130081	9kc5	20	11_24	1	1	coordinate_verified_open_wedge	0.8533	0.6738	51.396	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0		Q85FP8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001229	A0A5H1ZR95	D7NIZ2	37502	6rdf	13	11_24	3	3	coordinate_verified_open_wedge	0.9878	0.9864	83.227	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A5H1ZR95	D7NIZ2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001230	P05807	P68611	10254	8c8h	13	11_24	1	1	coordinate_verified_open_wedge	0.8542	0.3720	46.613	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A4GDH1	P68610	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001231	C4QXY9	C4R3P8	644223	8yfr	14	11_24	2	2	coordinate_verified_open_wedge	0.9921	0.9953	45.232	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	C4QXY9	Q09191	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001232	A0A0H3C9J4	B8H4F8	565050	7ye1	7	3_10	2	2	coordinate_verified_open_wedge	0.5954	0.9083	52.109	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001233	A0A3Q7FJL7	A0A3Q7IVL4	4081	7qiy	13	11_24	1	1	coordinate_verified_open_wedge	0.6842	0.8768	25.764	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001234	A0A4V8H002	A0A4V8H010	325651	6igz	23	11_24	1	1	coordinate_verified_open_wedge	0.8243	0.8889	16.864	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	A0A4V8H004	E9NPX1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001235	Q389F5	Q38EL9	185431	8fni	9	3_10	4	4	coordinate_verified_open_wedge	0.9548	0.8607	23.982	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q389F5		assembly_context_direct_noncontact_not_universal_nonbinder
AC:001236	P31749	Q6R327	9606	9zbk	5	3_10	1	1	coordinate_verified_open_wedge	0.5792	0.6803	9.380	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0	P31749		assembly_context_direct_noncontact_not_universal_nonbinder
AC:001237	G2TRP5	O74988	284812	8c8q	13	11_24	2	2	coordinate_verified_open_wedge	0.9661	0.7796	25.363	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	G2TRP5		assembly_context_direct_noncontact_not_universal_nonbinder
AC:001238	O74471	O94705	284812	8c8q	13	11_24	2	2	coordinate_verified_open_wedge	0.6769	0.9483	45.880	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001239	P13194	Q9LKC7	4513	7ewk	15	11_24	2	2	coordinate_verified_open_wedge	0.4626	0.8640	20.524	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A1D6HY75	Q84Y02	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001240	P56767	Q9C639	3702	7wfe	16	11_24	2	2	coordinate_verified_open_wedge	0.9986	0.8047	18.898	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	T1RIQ1	Q84Y02	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001241	P9WH23	P9WP67	83332	8hcr	18	11_24	1	1	coordinate_verified_open_wedge	0.8811	0.6847	13.756	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P9WH23	P9WP67	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001242	Q8N668	Q9GZQ3	9606	8p0w	12	11_24	3	3	coordinate_verified_open_wedge	1.0000	0.9018	21.789	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q8N668	Q9GZQ3	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001243	A5F9W9	A5FJ36	376686	6h3j	3	3_10	1	1	coordinate_verified_open_wedge	0.7159	0.9475	29.817	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001244	A0A4V8GZZ2	A0A4V8H000	325651	6igz	23	11_24	1	1	coordinate_verified_open_wedge	0.9854	0.8577	38.417	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	A0T0M8	A0A4V8H000	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001245	P32914	P40422	559292	8rap	16	11_24	4	4	coordinate_verified_open_wedge	0.9804	0.6143	39.914	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		P40422	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001246	Q54VN6	Q54XI5	44689	5an9	10	3_10	4	4	coordinate_verified_open_wedge	0.5433	1.0000	32.498	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q54VN6	A0A3Q7JDZ0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001247	A0A1S3XP85	A0A1S4CKK0	4097	8wa1	20	11_24	2	2	coordinate_verified_open_wedge	0.5808	0.8195	84.322	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0A1S3X2G3	A0A1S4CKK0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001248	E9NPS7	I0Z7A6	574566	9kqq	20	11_24	2	2	coordinate_verified_open_wedge	0.9867	0.8603	36.934	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0T0M8	Q75VY8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001249	P47076	Q04307	559292	7z0h	19	11_24	24	24	coordinate_verified_open_wedge	0.9006	1.0000	55.279	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P47076	Q9Y2Y1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001250	Q01667	Q9SUI6	3702	7wfd	16	11_24	3	3	coordinate_verified_open_wedge	0.8133	0.6552	43.227	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	A0A9R0J8B1	A0A2K1JDR4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001251	A0ACD6B9K7	A0ACD6B9L8	91464	8uhe	19	11_24	1	1	coordinate_verified_open_wedge	0.9822	1.0000	12.652	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A0ACD6B9K7	A0ACD6B9L8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001252	Q8DG60	Q8DJZ6	197221	7nhp	18	11_24	1	1	coordinate_verified_open_wedge	0.8433	0.9737	25.299	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q8DG60	P12240	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001253	O96019	P62807	9606	8x15	23	11_24	4	4	coordinate_verified_open_wedge	0.9394	0.7619	14.414	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	O96019	O23629	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001254	P30291	Q13617	9606	8wdk	6	3_10	1	1	coordinate_verified_open_wedge	0.4288	0.9785	30.494	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	P30291	Q13617	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001255	O77448	Q6JXI5	312017	7uy5	9	3_10	1	1	coordinate_verified_open_wedge	0.9060	0.4209	40.459	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	O77448	Q6JXI5	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001256	A0A923IZ11	A0A923J084	1553	7zc6	6	3_10	1	1	coordinate_verified_open_wedge	1.0000	0.9894	32.046	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001257	Q9HYR9	Q9I2U0	208964	9ndj	21	11_24	1	1	coordinate_verified_open_wedge	0.9254	0.7981	32.128	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q9HYR9	Q9I2U0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001258	P60292	Q8U0M5	186497	8p2i	13	11_24	5	5	coordinate_verified_open_wedge	1.0000	0.9824	38.234	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		B8YB54	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001259	A0A1S3X147	A0AA96C3P8	4097	8wa1	20	11_24	1	1	coordinate_verified_open_wedge	0.6163	0.7231	23.479	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	A0A1S3ZQT7	A0AA96C3P8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001260	A0A1B2U6N1	A0A1M6QTP8	986	9oy8	20	11_24	8	8	coordinate_verified_open_wedge	0.6633	0.9886	17.250	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0A1B2U6N1	A0A1M6QTP8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001261	I0Z7A7	I0Z7V3	574566	9kqp	24	11_24	2	2	coordinate_verified_open_wedge	0.7846	0.6735	32.768	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q75VY8	P12356	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001262	P12352	Q75VY7	3055	7zq9	24	11_24	15	15	coordinate_verified_open_wedge	0.6598	0.8930	18.604	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0A4V8H007	Q84Y02	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001263	A0A241XG65	E2RXT8	287	6spe	20	11_24	3	3	coordinate_verified_open_wedge	0.9398	0.9703	24.176	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	Q839E7	P0AG59	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001264	P9WHJ5	Q6MX01	83332	7kif	9	3_10	2	2	coordinate_verified_open_wedge	0.9820	0.8261	23.526	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001265	A0A5H1ZR95	K0J903	37502	6rdd	13	11_24	5	5	coordinate_verified_open_wedge	0.9878	0.7538	19.732	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A5H1ZR95	K0J903	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001266	P34113	Q54XI5	44689	5an9	10	3_10	3	3	coordinate_verified_open_wedge	1.0000	1.0000	13.598	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		A0A3Q7JDZ0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001267	A0A2K3CXW8	A0A2K3DG79	3055	7ekq	19	11_24	1	1	coordinate_verified_open_wedge	0.5280	0.8981	49.447	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	A0A2K3CXW8	A0A2K3DG79	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001268	Q16531	Q8WV22	9606	9lwj	10	3_10	3	3	coordinate_verified_open_wedge	1.0000	0.8910	46.126	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q16531	Q8WV22	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001269	P01591	P24071	9606	8sku	8	3_10	1	1	coordinate_verified_open_wedge	0.8239	0.6620	26.383	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001270	Q8LCQ4	Q9SHE8	3702	7wfd	16	11_24	2	2	coordinate_verified_open_wedge	0.7852	0.6923	9.908	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	F2D0D5	Q9SHE8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001271	P9WGG7	P9WGY5	83332	9m9d	7	3_10	3	3	coordinate_verified_open_wedge	0.6187	0.6909	13.455	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P9WGG7	A0QWT1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001272	O14010	Q9USH1	284812	5n9j	15	11_24	2	2	coordinate_verified_open_wedge	0.8750	0.7122	14.200	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	O14010	Q9USH1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001273	A0A2K1IB10	A0A2K1JKF2	3218	6l35	17	11_24	1	1	coordinate_verified_open_wedge	0.6594	0.6498	30.551	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A0A2K1IB10	A5Z2K3	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001274	A9WEV5	A9WEV6	324602	8k9f	8	3_10	4	4	coordinate_verified_open_wedge	0.9777	0.8000	15.614	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		A9WEV6	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001275	O42978	Q9Y7M4	284812	6ppq	7	3_10	4	6	coordinate_verified_open_wedge	0.9375	0.8065	8.250	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	O42978	Q9Y7M4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001276	P43308	P61619	9606	8b6l	16	11_24	1	1	coordinate_verified_open_wedge	0.8361	0.8929	16.568	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P43308	P61619	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001277	Q9TM20	Q9ZQS5	2771	4yuu	21	11_24	1	4	coordinate_verified_open_wedge	0.7143	0.6039	19.786	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	Q8DIP0		assembly_context_direct_noncontact_not_universal_nonbinder
AC:001278	A0A063XCG5	F5HRS7	1423	9p4i	21	11_24	2	2	coordinate_verified_open_wedge	0.8417	0.5243	17.830	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	A0A063XCG5	P0CI78	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001279	A0A2P6TZ50	W8SY74	3076	6zzx	24	11_24	3	3	coordinate_verified_open_wedge	0.8760	0.9867	11.267	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q84Y02	A0T0M8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001280	I7M6H4	Q240X9	312017	6zyw	19	11_24	1	1	coordinate_verified_open_wedge	0.9105	0.9364	28.440	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	I7M6H4	Q240X9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001281	P56767	Q8LCQ4	3702	7wfd	16	11_24	2	2	coordinate_verified_open_wedge	1.0000	0.7852	29.094	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	T1RIQ1	F2D0D5	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001282	B8YB54	B8YB58	523848	2wb1	13	11_24	5	8	coordinate_verified_open_wedge	0.9362	0.8053	14.083	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	B8YB54	Q7LXK4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001283	P00175	P53507	559292	8hco	11	11_24	1	1	coordinate_verified_open_wedge	0.5567	0.6000	15.909	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P00175	P53507	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001284	Q9NPF4	Q9Y3C4	9606	9fl9	5	3_10	1	1	coordinate_verified_open_wedge	0.9970	0.9943	15.512	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001285	P16522	Q12440	559292	8a3t	19	11_24	1	1	coordinate_verified_open_wedge	0.8946	0.7562	50.598	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P16522	Q12440	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001286	Q38CM0	Q57ZP0	185431	6f5d	12	11_24	1	1	coordinate_verified_open_wedge	0.9082	0.8777	34.367	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001287	Q9GZQ3	Q9H0A8	9606	8p0w	12	11_24	3	3	coordinate_verified_open_wedge	0.9018	1.0000	10.660	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q9GZQ3	Q9H0A8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001288	P28000	P35718	559292	7z31	19	11_24	25	25	coordinate_verified_open_wedge	0.7113	0.9009	30.869	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P28000	P35718	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001289	I7LWE3	I7MLZ4	312017	8th8	18	11_24	2	2	coordinate_verified_open_wedge	1.0000	0.9624	56.151	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	I7LWE3	I7MLZ4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001290	P13498	Q9BQA9	9606	8kei	5	3_10	1	1	coordinate_verified_open_wedge	0.6821	0.8770	17.078	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:001291	B7GIG3	B7GL98	491915	6z16	14	11_24	1	1	coordinate_verified_open_wedge	0.8739	0.9980	24.868	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	B7GIG3	B7GL98	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001292	F1S3W0	P24964	9823	8iog	22	11_24	1	1	coordinate_verified_open_wedge	0.7033	0.9974	16.752	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0		P24964	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001293	P68036	Q15843	9606	7b5l	12	11_24	1	1	coordinate_verified_open_wedge	0.9805	0.9383	30.867	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P68036	Q15843	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001294	P40070	P57743	559292	5vsu	8	3_10	10	16	coordinate_verified_open_wedge	0.3476	0.9101	11.478	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P40070	P57743	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001295	P12074	P14406	9606	5z62	14	11_24	3	3	coordinate_verified_open_wedge	0.6881	0.6747	13.568	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P07471	P07470	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001296	P14635	P61024	9606	7nj0	4	3_10	1	1	coordinate_verified_open_wedge	0.6236	0.8861	13.453	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P14635	P61024	assembly_context_direct_noncontact_not_universal_nonbinder
AC:001297	P68449	P68694	10249	9fq6	14	11_24	1	1	coordinate_verified_open_wedge	0.9612	0.9699	29.329	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	P68449	Q76ZP7	assembly_context_direct_noncontact_not_universal_nonbinder
