triplet_id	assembly_size_stratum	ac_id	anchor	negative_partner_c	positive_partner_d	positive_source	positive_example_evidence	positive_min_heavy_a	positive_binding_assemblies	positive_distinct_pdb_count	positive_interface_status	anchor_tax_id	c_tax_id	d_tax_id	all_role_shared_tax	sequence_identity	sequence_coverage_c	sequence_coverage_d	sequence_aligned_residues	sequence_similarity_bin	domain_similarity_status	structure_similarity_status	positive_rank_for_ac_orientation	ac_structure_file	ac_chain_anchor	ac_chain_negative	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_mutual_nearest	ac_structure_grade_provisional	negative_label_semantics	counterfactual_grade_provisional	training_pool_status	leakage_control_status
SCF:0001284	11_24	AC:001087	P62807	Q9Y230	Q99986	PDB_exact_pair_aggregate	7tan-assembly1.cif.gz:D-K	2.775	1	1	single_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3007	0.6177	0.7222	286	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8x19-assembly1.cif.gz	B	N	15.022	20.509	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001285	11_24	AC:001087	P62807	Q9Y230	Q71F23	PDB_exact_pair_aggregate	7yyh-assembly1.cif.gz:T-U	3.530	2	2	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2994	0.6782	0.7512	314	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	8x19-assembly1.cif.gz	B	N	15.022	20.509	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001286	11_24	AC:001087	Q9Y230	P62807	P33778	PDB_exact_pair_aggregate	9c62-assembly1.cif.gz:F-O	2.922	1	1	single_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.9762	1.0000	1.0000	126	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8x19-assembly1.cif.gz	N	B	15.022	20.509	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001287	11_24	AC:001087	Q9Y230	P62807	P04908	PDB_exact_pair_aggregate	9gev-assembly1.cif.gz:F-L	2.790	2	4	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3976	0.6587	0.6385	83	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	8x19-assembly1.cif.gz	N	B	15.022	20.509	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001288	11_24	AC:001088	A8IFG7	Q75VY9	Q84Y02	PDB_exact_pair_aggregate	7bgi-assembly1.cif.gz:I-O	2.748	9	10	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.4894	0.7041	0.7801	188	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7bgi-assembly1.cif.gz	I	N	19.094	24.990	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001289	11_24	AC:001088	A8IFG7	Q75VY9	Q93WL4	PDB_exact_pair_aggregate	7d0j-assembly1.cif.gz:I-U	4.225	1	3	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.4722	0.6742	0.7004	180	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7bgi-assembly1.cif.gz	I	N	19.094	24.990	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001290	11_24	AC:001089	P06271	A0A1S3X147	A0A1S4CE74	PDB_exact_pair_aggregate	8wa1-assembly1.cif.gz:B-I	2.395	1	3	repeated_exact_PDB_contact_interface_size_pending	4097	4097	4097	1	0.2555	0.8278	0.5638	274	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8wa1-assembly1.cif.gz	B	K	14.527	18.136	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001291	11_24	AC:001090	W8SUA3	A0A2P6TS63	A0A2P6TMX4	PDB_exact_pair_aggregate	6zzx-assembly1.cif.gz:B-W	3.025	2	2	repeated_exact_PDB_contact_interface_size_pending	3076	3076	3076	1	0.4670	0.6642	0.7459	182	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6zzy-assembly1.cif.gz	B	T	28.287	32.874	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001292	11_24	AC:001090	W8SUA3	A0A2P6TS63	A0A2P6TT36	PDB_exact_pair_aggregate	6zzy-assembly1.cif.gz:B-N	3.388	1	3	repeated_exact_PDB_contact_interface_size_pending	3076	3076	3076	1	0.4492	0.8348	0.6825	187	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6zzy-assembly1.cif.gz	B	T	28.287	32.874	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001293	11_24	AC:001091	Q9B6D4	Q9B6E8	Q9B6C8	PDB_exact_pair_aggregate	7zkp-assembly1.cif.gz:B-G	2.226	7	7	repeated_exact_PDB_contact_interface_size_pending	284591	284591	284591	1	0.3355	0.8827	0.6418	301	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7zkp-assembly1.cif.gz	B	F	9.336	11.039	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001294	11_24	AC:001091	Q9B6E8	Q9B6D4	Q9B6C7	PDB_exact_pair_aggregate	6y79-assembly1.cif.gz:IA-KA	2.404	7	7	repeated_exact_PDB_contact_interface_size_pending	284591	284591	284591	1	0.2361	0.8090	0.5625	72	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7zkp-assembly1.cif.gz	F	B	9.336	11.039	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001295	11_24	AC:001092	P36012	Q12493	Q06675	PDB_exact_pair_aggregate	6qld-assembly1.cif.gz:O-R	2.624	1	3	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2887	0.5272	0.8151	194	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6qld-assembly1.cif.gz	R	M	33.901	35.754	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001296	11_24	AC:001092	Q12493	P36012	Q06162	PDB_exact_pair_aggregate	8ow1-assembly1.cif.gz:Y-Z	2.413	3	4	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2773	0.5197	0.7778	119	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6qld-assembly1.cif.gz	M	R	33.901	35.754	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001297	3_10	AC:001093	P19658	P32855	P89102	same_assembly_bridge	5yfp-assembly1.cif.gz:G-B	2.578	2	2	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.3176	0.7183	0.7878	765	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5yfp-assembly1.cif.gz	G	D	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001298	3_10	AC:001093	P19658	P32855	P22224	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:F-G	3.223	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2961	0.8165	0.6977	743	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	5yfp-assembly1.cif.gz	G	D	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001299	3_10	AC:001093	P19658	P32855	P38261	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:G-H	2.375	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2932	0.7610	0.5380	573	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	5yfp-assembly1.cif.gz	G	D	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001300	3_10	AC:001093	P32855	P19658	P32844	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:C-D	2.722	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2789	0.8459	0.6547	527	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5yfp-assembly1.cif.gz	D	G	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001301	3_10	AC:001093	P32855	P19658	P89102	same_assembly_bridge	5yfp-assembly1.cif.gz:D-B	2.864	2	2	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.2733	0.7929	0.5088	494	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	5yfp-assembly1.cif.gz	D	G	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001302	3_10	AC:001093	P32855	P19658	P22224	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:D-F	3.354	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2713	0.8106	0.5549	505	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	5yfp-assembly1.cif.gz	D	G	9.900	10.790	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001303	11_24	AC:001094	I0YPL4	I0Z7A6	I0Z2Y0	same_assembly_bridge	9kqp-assembly1.cif.gz:N-W	2.731	1	1	same_assembly_bridge_interface_pass	574566	574566	574566	1	0.5273	0.9412	0.9343	256	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9kqp-assembly1.cif.gz	N	X	15.824	18.535	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001304	11_24	AC:001094	I0Z7A6	I0YPL4	I0YQ44	PDB_exact_pair_aggregate	9kqq-assembly1.cif.gz:P-Q	2.859	1	1	single_exact_PDB_contact_interface_size_pending	574566	574566	574566	1	0.4532	0.8252	0.7838	203	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9kqp-assembly1.cif.gz	X	N	15.824	18.535	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001305	11_24	AC:001094	I0Z7A6	I0YPL4	I0Z2Y0	same_assembly_bridge	9kqp-assembly1.cif.gz:X-W	2.601	2	2	same_assembly_bridge_interface_pass	574566	574566	574566	1	0.4279	0.7591	0.8455	208	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	9kqp-assembly1.cif.gz	X	N	15.824	18.535	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001306	11_24	AC:001094	I0Z7A6	I0YPL4	I0Z7A7	PDB_exact_pair_aggregate	9kqq-assembly1.cif.gz:N-P	2.690	2	2	repeated_exact_PDB_contact_interface_size_pending	574566	574566	574566	1	0.4095	0.8537	0.8537	210	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	9kqp-assembly1.cif.gz	X	N	15.824	18.535	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001307	11_24	AC:001095	P53732	P48237	P36056	PDB_exact_pair_aggregate	8om2-assembly1.cif.gz:IA-L	3.158	1	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2477	0.7070	0.5139	444	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8d8j-assembly1.cif.gz	L	C	39.720	46.418	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001308	11_24	AC:001098	A4VE64	Q24DI9	I7MCM8	PDB_exact_pair_aggregate	6zyw-assembly1.cif.gz:H-I	2.666	1	1	single_exact_PDB_contact_interface_size_pending	312017	312017	312017	1	0.3171	0.7455	0.8817	82	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6zyw-assembly1.cif.gz	H	J	11.468	11.468	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001309	11_24	AC:001098	Q24DI9	A4VE64	Q24CE5	PDB_exact_pair_aggregate	6zyx-assembly1.cif.gz:E-J	3.042	2	2	repeated_exact_PDB_contact_interface_size_pending	312017	312017	312017	1	0.3953	0.9885	0.9348	86	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6zyw-assembly1.cif.gz	J	H	11.468	11.468	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001310	11_24	AC:001098	Q24DI9	A4VE64	W7XJB1	PDB_exact_pair_aggregate	6zyx-assembly1.cif.gz:D-J	2.572	2	2	repeated_exact_PDB_contact_interface_size_pending	312017	312017	312017	1	0.3659	0.8913	0.7387	82	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6zyw-assembly1.cif.gz	J	H	11.468	11.468	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001311	11_24	AC:001099	P09884	Q9BVW5	Q9BRX5	PDB_exact_pair_aggregate	8b9d-assembly1.cif.gz:B-F	2.597	1	1	single_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2682	0.5947	0.8287	179	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8b9d-assembly1.cif.gz	B	L	16.601	22.426	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001312	11_24	AC:001099	Q9BVW5	P09884	Q9HAW4	PDB_exact_pair_aggregate	7pfo-assembly1.cif.gz:Q-R	2.588	2	3	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2926	0.5376	0.5870	786	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8b9d-assembly1.cif.gz	L	B	16.601	22.426	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001313	11_24	AC:001102	C4R009	C4R4Y0	C4QZQ7	same_assembly_bridge	5xog-assembly1.cif.gz:J-B	2.585	44	42	same_assembly_bridge_interface_pass	644223	644223	644223	1	0.2658	0.5181	0.7359	903	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5xog-assembly1.cif.gz	J	A	11.872	17.075	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001314	11_24	AC:001104	W8SUD1	A0A2P6U4S6	A0A2P6U0J1	PDB_exact_pair_aggregate	6zzy-assembly1.cif.gz:J-K	2.137	2	3	repeated_exact_PDB_contact_interface_size_pending	3076	3076	3076	1	0.4225	0.7100	0.6068	71	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7a4p-assembly1.cif.gz	H	E	18.633	19.836	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001315	3_10	AC:001105	G0SC21	G0SE33	G0S755	PDB_exact_pair_aggregate	8r1o-assembly1.cif.gz:A-B	2.600	2	2	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.2733	0.7318	0.5495	161	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8r1o-assembly1.cif.gz	B	I	11.473	17.711	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001316	3_10	AC:001105	G0SE33	G0SC21	G0SCD1	PDB_exact_pair_aggregate	8pel-assembly1.cif.gz:D-I	2.968	2	2	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.3131	0.7674	0.6972	198	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8r1o-assembly1.cif.gz	I	B	11.473	17.711	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-A-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001317	3_10	AC:001105	G0SE33	G0SC21	G0S1P1	PDB_exact_pair_aggregate	8r1o-assembly1.cif.gz:C-I	2.932	2	2	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.2949	0.6555	0.8239	234	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8r1o-assembly1.cif.gz	I	B	11.473	17.711	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001318	3_10	AC:001105	G0SE33	G0SC21	P0CT46	PDB_exact_pair_aggregate	8pel-assembly1.cif.gz:F-I	2.515	2	2	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.2864	0.7007	0.7007	199	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	8r1o-assembly1.cif.gz	I	B	11.473	17.711	0	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001319	3_10	AC:001108	P32844	Q06245	P89102	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:B-C	2.783	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2895	0.7336	0.6581	639	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5yfp-assembly1.cif.gz	C	E	8.487	8.487	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001320	3_10	AC:001108	P32844	Q06245	P32855	same_assembly_bridge	5yfp-assembly1.cif.gz:C-D	2.722	2	2	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.2879	0.6620	0.8094	705	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	5yfp-assembly1.cif.gz	C	E	8.487	8.487	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001321	3_10	AC:001108	Q06245	P32844	P32855	same_assembly_bridge	5yfp-assembly1.cif.gz:E-D	2.617	2	2	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.2838	0.7528	0.5690	606	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5yfp-assembly1.cif.gz	E	C	8.487	8.487	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001322	3_10	AC:001108	Q06245	P32844	P22224	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:E-F	2.647	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2834	0.6824	0.7714	621	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	5yfp-assembly1.cif.gz	E	C	8.487	8.487	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001323	3_10	AC:001108	Q06245	P32844	P19658	PDB_exact_pair_aggregate	5yfp-assembly1.cif.gz:E-G	3.694	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2789	0.8459	0.6547	527	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	5yfp-assembly1.cif.gz	E	C	8.487	8.487	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001324	11_24	AC:001111	A8INX1	A8IXD6	A8IL21	PDB_exact_pair_aggregate	7eko-assembly1.cif.gz:A-B	2.307	2	2	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.4021	0.7029	0.7578	194	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7ekq-assembly1.cif.gz	A	K	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001325	11_24	AC:001111	A8INX1	A8IXD6	A8IJ60	same_assembly_bridge	7ekq-assembly1.cif.gz:A-G	2.748	2	2	same_assembly_bridge_small_interface	3055	3055	3055	1	0.3632	0.8478	0.6783	234	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7ekq-assembly1.cif.gz	A	K	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001326	11_24	AC:001111	A8INX1	A8IXD6	A8IH07	PDB_exact_pair_aggregate	7ekq-assembly1.cif.gz:A-N	2.448	2	2	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.3833	0.8225	0.5470	227	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	7ekq-assembly1.cif.gz	A	K	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001327	11_24	AC:001111	A8IXD6	A8INX1	A8IL21	PDB_exact_pair_aggregate	7eko-assembly1.cif.gz:D-K	2.194	2	2	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.3675	0.8269	0.9141	234	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7ekq-assembly1.cif.gz	K	A	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001328	11_24	AC:001111	A8IXD6	A8INX1	A8IJ60	same_assembly_bridge	7ekq-assembly1.cif.gz:K-G	4.452	2	2	same_assembly_bridge_small_interface	3055	3055	3055	1	0.3667	0.8481	0.6957	240	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7ekq-assembly1.cif.gz	K	A	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001329	11_24	AC:001111	A8IXD6	A8INX1	A8IS47	PDB_exact_pair_aggregate	7eko-assembly1.cif.gz:K-L	2.400	2	2	repeated_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.3060	0.8198	0.8227	232	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	7ekq-assembly1.cif.gz	K	A	29.353	33.145	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0001330	11_24	AC:001112	P05311	Q9SQL2	E1C9L2	PDB_exact_pair_aggregate	3lw5-assembly1.cif.gz:B-O	0.977	2	2	repeated_exact_PDB_contact_interface_size_pending	3888	3888	3888	1	0.4777	0.9235	0.6230	157	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	3lw5-assembly1.cif.gz	B	R	14.113	18.107	0	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-B-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
