unified_triplet_id	evidence_route	negative_audit_label	negative_provisional_tier	structure_assembly_size_stratum	sequence_similarity_tier	sequence_identity_pct	min_tm	tmvec_proxy_score	negative_construct_or_isoform_scope_flag	ac_pair_key	ad_pair_key	sequence_complete	missing_roles	pilot_stratum	sampling_priority
CFPPI:LIT:001133601	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	99.800	0.8841		1	O60260|P31016	O60260|P78352	1			
CFPPI:LIT:000254357	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	P07900|Q9Y2Z0	P08238|Q9Y2Z0	1			
CFPPI:LIT:001733129	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	92.100	0.9481		0	O95831|P62937	P62937|Q9Z0X1	1			
CFPPI:LIT:001436366	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	45.700	0.9101		1	P09382|P35968	P35968|Q9Z144	1			
CFPPI:LIT:000570718	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	85.600	0.9186		1	P00533|P01111	P00533|P01112	1			
CFPPI:LIT:001008161	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.000	0.9263		1	P20339|Q9UKG1	P18066|Q9UKG1	1			
CFPPI:LIT:000508822	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	88.100	0.9107		1	P28482|P49366	P27361|P49366	1			
CFPPI:LIT:000110698	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	46.100	0.8137		0	P50613|Q16667	Q00526|Q16667	1			
CFPPI:LIT:001235984	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	65.900	0.8699		1	P11142|P34932	P11142|Q92598	1			
CFPPI:LIT:000311659	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	97.600	0.9891		1	Q6FI13|Q9Y5B9	Q7L7L0|Q9Y5B9	1			
CFPPI:LIT:001234782	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	64.700	0.8994		1	P0DMV9|P37840	P20029|P37840	1			
CFPPI:LIT:001760451	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	95.100	0.8929		1	P43004|P49768	P43006|P49768	1			
CFPPI:LIT:001794584	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	96.700	0.8444		1	A2AGH6|P24863	P24863|Q93074	1			
CFPPI:LIT:000070422	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.400	0.9232		1	Q13185|Q13263	P23198|Q13263	1			
CFPPI:LIT:001695638	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	70.300	0.9633		1	P60953|Q9NPB6	P63000|Q9NPB6	1			
CFPPI:LIT:000305441	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	62.600	0.8879		1	P07900|Q16543	P02829|Q16543	1			
CFPPI:LIT:000489936	protnegdb_literature_noninteraction	strict	entity_mapping_review		high_ge50_mincov70	72.700	0.8668		0	P05362|P24063	P05362|P20701	1			
CFPPI:LIT:000325001	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	93.900	0.9145		0	P05067|P49582	P05067|P36544	1			
CFPPI:LIT:001201488	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	78.600	0.8542		0	P30511|P43632	A0A583ZBW8|P43632	1			
CFPPI:LIT:001861072	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	52.500	0.8283		1	P63165|Q13569	P61956|Q13569	1			
CFPPI:LIT:000178044	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	87.000	0.9861		1	O95352|Q9H0R8	O95166|O95352	1			
CFPPI:LIT:001930054	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	68.400	0.8381		0	Q13158|Q14790	Q14790|Q61160	1			
CFPPI:LIT:001482837	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	62.900	0.8054		1	O75563|P06239	O75563|P06241	1			
CFPPI:LIT:001934994	protnegdb_literature_noninteraction	strict	positive_conflict_review		homologous_ge30_mincov50	49.000	0.8952		1	Q14164|Q9Y6K9	Q9UHD2|Q9Y6K9	1			
CFPPI:LIT:000007772	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	91.700	0.8179		1	P10321|P43631	P10321|P43632	1			
CFPPI:LIT:001789993	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.100	0.9727		1	P51587|Q06609	P51587|Q8MKI8	1			
CFPPI:LIT:001442632	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	81.000	0.8646		1	P42224|P52294	O60684|P42224	1			
CFPPI:LIT:001613236	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	82.100	0.9437		1	P0DTC2|Q8R0I0	P0DTC2|Q9BYF1	1			
CFPPI:LIT:001658370	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	70.300	0.9665		1	P19878|P60953	P19878|P62999	1			
CFPPI:LIT:001465949	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	58.500	0.9173		1	P19878|P61586	P19878|P63000	1			
CFPPI:LIT:001465352	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	64.000	0.9240		1	P20353|Q9VB22	P16378|Q9VB22	1			
CFPPI:LIT:001471910	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	85.300	0.9547		1	P52565|P62745	P52565|P61586	1			
CFPPI:LIT:001508621	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	99.000	0.9287		1	O75581|Q9WV60	O75581|P49841	1			
CFPPI:LIT:000958865	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	73.500	0.8552		0	P52631|Q5XI26	P52630|P52631	1			
CFPPI:LIT:000526831	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	82.500	0.9484		1	Q64337|Q91VR7	Q64337|Q9GZQ8	1			
CFPPI:LIT:001304246	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	46.100	0.8133		1	P11150|Q8IV16	P06858|Q8IV16	1			
CFPPI:LIT:001190603	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	79.700	0.8451		0	P01889|P43629	P30511|P43629	1			
CFPPI:LIT:000472588	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	40.100	0.8175		1	P07550|P63096	P07550|P63092	1			
CFPPI:LIT:000978844	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.600	0.9866		0	P06761|Q66HD0	P20029|Q66HD0	1			
CFPPI:LIT:001732865	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.200	0.8079		1	P19793|P37231	O18924|P19793	1			
CFPPI:LIT:001365635	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	51.200	0.8184		1	O14920|Q9Y6K9	O15111|Q9Y6K9	1			
CFPPI:LIT:000415184	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	81.400	0.9942		0	P26883|Q92736	P68106|Q92736	1			
CFPPI:LIT:000269587	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	70.300	0.9711		1	O14558|P27348	O14558|P61981	1			
CFPPI:LIT:001220447	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	51.800	0.8932		1	P02743|P04003	P02741|P04003	1			
CFPPI:LIT:001047532	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	66.100	0.9292		1	Q13596|Q9Y5X3	Q13596|Q9UNH7	1			
CFPPI:LIT:001455116	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	86.700	0.9166		1	P01116|P20936	P01112|P20936	1			
CFPPI:LIT:001908494	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	68.200	0.8931		1	P22748|Q9Y6R1	P48283|Q9Y6R1	1			
CFPPI:LIT:001655366	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	89.000	0.9169		1	O14974|P36873	O14974|P62140	1			
CFPPI:LIT:000203555	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	P07900|Q15185	P08238|Q15185	1			
CFPPI:LIT:000143382	protnegdb_literature_noninteraction	strict	positive_conflict_review		homologous_ge30_mincov50	32.300	0.8443		1	P04637|P63244	P04637|P61964	1			
CFPPI:LIT:000085961	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	61.700	0.8751		0	P24385|P24941	P24941|P30279	1			
CFPPI:LIT:001905464	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	73.200	0.9405		1	O14745|P15311	O14745|P26038	1			
CFPPI:LIT:000362704	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	38.200	0.8048		1	P51149|Q5S007	O14966|Q5S007	1			
CFPPI:LIT:001201327	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	80.500	0.8710		0	P30511|P43628	D2IYK1|P43628	1			
CFPPI:LIT:000583121	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	98.800	0.9762		0	P00533|P12931	P00533|Q9WUD9	1			
CFPPI:LIT:001021588	protnegdb_literature_noninteraction	strict	method_recovery		homologous_ge30_mincov50	31.600	0.8808		1	Q9H267|Q9H269	Q96AX1|Q9H269	1			
CFPPI:LIT:001491165	protnegdb_literature_noninteraction	strict	method_recovery		near_identical_ge90_mincov80	93.500	0.9898		0	P12003|P60706	P12003|P68135	1			
CFPPI:LIT:001041196	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	96.900	0.9335		1	O43561|P19174	O43561|P08487	1			
CFPPI:LIT:001715150	protnegdb_literature_noninteraction	broad	entity_mapping_review		homologous_ge30_mincov50	33.500	0.8990		0	F1MSX6|P42768	P42768|P61160	1			
CFPPI:LIT:001687280	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	99.700	0.8067		1	P43034|Q9GZM8	P63005|Q9GZM8	1			
CFPPI:LIT:001739099	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	95.800	0.9509		1	O95835|Q9H8S9	O95835|Q7L9L4	1			
CFPPI:LIT:000349189	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	92.100	0.9490		1	P70444|Q07813	P70444|Q07812	1			
CFPPI:LIT:001877097	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	74.600	0.9687		1	P04637|Q04917	P04637|P63103	1			
CFPPI:LIT:001226528	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	85.600	0.9186		1	P01112|P15056	P01111|P15056	1			
CFPPI:LIT:001788539	protnegdb_literature_noninteraction	broad	entity_mapping_review		moderate_ge20_mincov40	29.000	0.8130		1	P04637|P63000	P04637|P61224	1			
CFPPI:LIT:000434171	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	53.000	0.9608		0	P04080|P07858	P01040|P07858	1			
CFPPI:LIT:001172325	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	85.900	0.9086		1	P19838|Q92769	P19838|Q13547	1			
CFPPI:LIT:001716376	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.800	0.9952		1	P27986|P42336	P27986|P32871	1			
CFPPI:LIT:000466932	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	84.200	0.8368		1	P18089|Q9UJY4	P19328|Q9UJY4	1			
CFPPI:LIT:001462196	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9166		1	P01116|Q8WWW0	P01112|Q8WWW0	1			
CFPPI:LIT:001516152	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	83.900	0.8151		1	Q13485|Q15796	P84022|Q13485	1			
CFPPI:LIT:000134070	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9991		1	P68363|Q5S007	Q5S007|Q6P9V9	1			
CFPPI:LIT:001520521	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	83.900	0.8151		1	P84022|Q13485	Q13485|Q15796	1			
CFPPI:LIT:000774805	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	56.700	0.8716		1	Q9ET38|Q9Z0U1	O88551|Q9Z0U1	1			
CFPPI:LIT:001188437	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	80.200	0.8707		1	P04439|P61769	P30511|P61769	1			
CFPPI:LIT:000468710	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	97.200	0.9468		0	P27661|Q12888	P16104|Q12888	1			
CFPPI:LIT:000088796	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	66.400	0.9595		1	O95835|P24941	O95835|P06493	1			
CFPPI:LIT:000093355	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	71.000	0.8318		1	P11802|P42771	P42771|Q00534	1			
CFPPI:LIT:001374734	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	78.600	0.8564		1	P25025|Q5T2W1	P25024|Q5T2W1	1			
CFPPI:LIT:001532664	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	90.900	0.9856		1	P38919|P61326	P38919|P49028	1			
CFPPI:LIT:001276072	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	P07900|P10636	P08238|P10636	1			
CFPPI:LIT:001721892	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	43.200	0.8445		0	P06493|P14618	P11802|P14618	1			
CFPPI:LIT:001908573	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	78.000	0.9531		1	O43707|Q15942	P35609|Q15942	1			
CFPPI:LIT:001726109	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	72.000	0.9225		1	Q13794|Q16548	Q07440|Q13794	1			
CFPPI:LIT:001848502	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	92.800	0.9776		1	P40763|P42224	F1M9D6|P40763	1			
CFPPI:LIT:001787840	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	95.900	0.9583		1	P51159|Q9BV36	Q9BV36|Q9ERI2	1			
CFPPI:LIT:001121941	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	P07900|P49841	P08238|P49841	1			
CFPPI:LIT:001187873	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	80.200	0.8707		1	P04439|Q14943	P30511|Q14943	1			
CFPPI:LIT:000053147	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	47.300	0.9239		0	Q96CV9|Q9R0T8	Q96CV9|Q9UHD2	1			
CFPPI:LIT:001286123	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	O00170|P07900	O00170|P08238	1			
CFPPI:LIT:001491543	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	100.000	0.9958		1	P60706|Q14896	P60709|Q14896	1			
CFPPI:LIT:001688457	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9995		1	P63000|Q13153	P63001|Q13153	1			
CFPPI:LIT:001469185	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	99.400	0.9984		1	P61586|Q9BST9	Q9BST9|Q9QUI0	1			
CFPPI:LIT:001839452	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	37.000	0.8719		1	O60238|Q9GZQ8	O60238|P38182	1			
CFPPI:LIT:001584047	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	42.300	0.8911		1	P68036|Q00987	P62837|Q00987	1			
CFPPI:LIT:001373032	protnegdb_literature_noninteraction	broad	entity_mapping_review		homologous_ge30_mincov50	31.700	0.8017		1	P40189|P42229	P40189|P42227	1			
CFPPI:LIT:000828821	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	95.800	0.9509		1	Q9H8S9|Q9Y2H1	Q7L9L4|Q9Y2H1	1			
CFPPI:LIT:000375874	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	49.800	0.8257		1	P13501|P51679	P13501|P51681	1			
CFPPI:LIT:001283900	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	86.700	0.9045		1	P07900|P12931	P08238|P12931	1			
CFPPI:LIT:000459527	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	40.600	0.9348		1	P35222|P63146	P35222|P62837	1			
CFPPI:LIT:000514557	protnegdb_literature_noninteraction	strict	method_recovery		high_ge50_mincov70	75.400	0.8567		1	A2APX8|P14873	P14873|Q9WTU3	1			
CFPPI:LIT:000110469	protnegdb_literature_noninteraction	strict	positive_conflict_review		homologous_ge30_mincov50	44.600	0.8032		0	P46527|P50613	P24941|P46527	1			
CFPPI:LIT:001094240	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9223		1	P22681|P62993	P22681|P62994	1			
CFPPI:LIT:001931435	protnegdb_literature_noninteraction	strict	positive_conflict_review		homologous_ge30_mincov50	36.500	0.8403		0	P62877|Q13616	P62877|Q13617	1			
CFPPI:LIT:000767703	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	38.600	0.8900		1	P00488|P02751	P02751|P21980	1			
CFPPI:LIT:000503097	protnegdb_literature_noninteraction	broad	entity_mapping_review		near_identical_ge90_mincov80	92.800	0.9356		1	P11152|Q8IV16	P06858|Q8IV16	1			
CFPPI:LIT:001805994	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	64.100	0.8469		1	P55957|Q07817	P70444|Q07817	1			
CFPPI:LIT:000423573	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	88.100	0.9107		1	P28482|Q16539	P27361|Q16539	1			
CFPPI:LIT:000259615	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	52.600	0.8026		0	P01112|Q15311	Q15311|Q6IP71	1			
CFPPI:LIT:000762223	protnegdb_literature_noninteraction	strict	method_recovery		moderate_ge20_mincov40	27.700	0.8272		0	P00734|P07093	P00734|P05154	1			
CFPPI:LIT:001918760	protnegdb_literature_noninteraction	strict	positive_conflict_review		moderate_ge20_mincov40	27.200	0.8585		1	O15524|Q93034	O15524|Q13617	1			
CFPPI:LIT:000670196	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	85.700	0.9045		1	P08238|P31749	P07900|P31749	1			
CFPPI:LIT:000439934	protnegdb_literature_noninteraction	strict	entity_mapping_review		near_identical_ge90_mincov80	97.700	0.9999		0	P35222|P52480	P14618|P35222	1			
CFPPI:LIT:001728983	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	95.800	0.9312		1	P06746|P18887	P06766|P18887	1			
CFPPI:LIT:000445019	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	99.800	0.8728		1	P25054|P35222	P25054|Q02248	1			
CFPPI:LIT:000367482	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	64.100	0.8469		1	P10415|P70444	P10415|P55957	1			
CFPPI:LIT:001789453	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9979		0	P46940|P63000	P46940|P62999	1			
CFPPI:LIT:000337858	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	77.200	0.8296		1	O35179|Q7TSF2	O35179|Q62634	1			
CFPPI:LIT:000946154	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	87.000	0.9892		1	Q13501|Q9H0R8	Q13501|Q6IAW1	1			
CFPPI:LIT:000536093	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	79.100	0.9159		1	G5E899|P04004	P04004|P05121	1			
CFPPI:LIT:001709218	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	98.900	0.9854		1	P16284|Q06124	P16284|P41499	1			
CFPPI:LIT:001519548	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	83.900	0.8151		1	Q15796|Q9H6Z4	P84022|Q9H6Z4	1			
CFPPI:LIT:000057172	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	76.700	0.8776		1	P50616|Q9UFF9	P50616|Q9UIV1	1			
CFPPI:LIT:000541375	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	96.900	0.8910		1	P35226|Q8IXK0	P25916|Q8IXK0	1			
CFPPI:LIT:000086512	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	66.400	0.9595		1	P24941|Q13309	P06493|Q13309	1			
CFPPI:LIT:000805024	protnegdb_literature_noninteraction	strict	method_recovery		high_ge50_mincov70	85.500	0.9010		0	P11362|Q9UEF7	O35082|P11362	1			
CFPPI:LIT:001186729	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	79.700	0.8451		1	P01889|P04439	P04439|P30511	1			
CFPPI:LIT:000274241	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	79.500	0.9846		0	P10636|P27348	P10636|P63104	1			
CFPPI:LIT:000100488	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	70.200	0.8318		0	P42771|Q00534	P11802|P42771	1			
CFPPI:LIT:000822669	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	61.900	0.9700		1	P48643|P60510	O00743|P48643	1			
CFPPI:LIT:000292602	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	38.000	0.8860		1	Q01968|Q13636	Q01968|Q9H0U4	1			
CFPPI:LIT:000666962	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	62.300	0.8086		1	P31749|Q13547	O15379|P31749	1			
CFPPI:LIT:001617958	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	68.800	0.8165		1	P0DTC6|P52948	P52948|P59634	1			
CFPPI:LIT:000467002	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	84.200	0.8368		1	P18089|Q9UJY5	P19328|Q9UJY5	1			
CFPPI:LIT:000652786	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	90.800	0.9295		1	P28799|Q6PHU5	P28799|Q99523	1			
CFPPI:LIT:000102297	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	46.400	0.8303		0	Q00534|Q9PU13	P35567|Q9PU13	1			
CFPPI:LIT:000631052	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	31.700	0.8020		1	P40763|Q09472	P42229|Q09472	1			
CFPPI:LIT:000282439	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		high_ge50_mincov70	79.500	0.9846		1	P15311|P27348	P15311|P63104	1			
CFPPI:LIT:000045661	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	88.700	0.9870		1	P00813|P27487	P27487|P56658	1			
CFPPI:LIT:001119255	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	93.700	0.9480		1	P27797|P30101	P18418|P30101	1			
CFPPI:LIT:000980697	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9914		1	P63208|Q9Y3I1	P63209|Q9Y3I1	1			
CFPPI:LIT:000942058	protnegdb_literature_noninteraction	broad	positive_conflict_review		homologous_ge30_mincov50	48.500	0.8597		1	P08195|Q9UPY5	P08195|Q01650	1			
CFPPI:LIT:000811305	protnegdb_literature_noninteraction	strict	positive_conflict_review		high_ge50_mincov70	57.300	0.8015		1	O14807|Q9UQ13	P01112|Q9UQ13	1			
CFPPI:LIT:001178545	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	89.500	0.9125		1	P08581|P14210	P14210|P16056	1			
CFPPI:LIT:001923873	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	79.600	0.9473		1	P49597|Q940H6	P49597|Q39193	1			
CFPPI:LIT:001727298	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	66.200	0.9849		1	P29590|P63279	P29590|P40984	1			
CFPPI:LIT:001410519	protnegdb_literature_noninteraction	strict	method_recovery		homologous_ge30_mincov50	43.600	0.8484		1	P18031|P23458	O60674|P18031	1			
CFPPI:LIT:001940513	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9986		1	O00401|P60953	O00401|Q8CFN2	1			
CFPPI:LIT:000051651	protnegdb_literature_noninteraction	strict	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9051		1	P61006|Q96CV9	P61007|Q96CV9	1			
CFPPI:LIT:000382992	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		near_identical_ge90_mincov80	99.000	0.9434		1	P21554|P49407	P21554|P29066	1			
CFPPI:LIT:001044305	protnegdb_literature_noninteraction	strict	entity_mapping_review		high_ge50_mincov70	55.600	0.9106		0	P23297|Q9HB71	P25815|Q9HB71	1			
CFPPI:LIT:000332816	protnegdb_literature_noninteraction	broad	entity_mapping_review		near_identical_ge90_mincov80	96.900	0.9115		1	A0A2I3BRC5|Q9Z266	Q03343|Q9Z266	1			
CFPPI:LIT:000521576	protnegdb_literature_noninteraction	broad	entity_mapping_review		high_ge50_mincov70	50.000	0.9569		1	F1MSX6|Q99104	P68135|Q99104	1			
CFPPI:LIT:001044763	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	53.400	0.9331		1	P06703|Q9HB71	P33763|Q9HB71	1			
CFPPI:LIT:001446172	protnegdb_literature_noninteraction	broad	scope_or_evidence_review		homologous_ge30_mincov50	32.400	0.8216		1	P01116|P09382	P09382|P60953	1			
CFPPI:LIT:001406207	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	63.900	0.9013		1	P05556|Q9BQL6	P05556|Q8CIB5	1			
CFPPI:LIT:000361173	protnegdb_literature_noninteraction	broad	positive_conflict_review		near_identical_ge90_mincov80	100.000	0.9997		1	P68366|Q5S007	Q5S007|Q5XIF6	1			
CFPPI:LIT:000714985	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	53.200	0.8137		0	P03372|P35232	P03372|Q99623	1			
CFPPI:LIT:001939422	protnegdb_literature_noninteraction	broad	positive_conflict_review		high_ge50_mincov70	57.000	0.8656		0	P06493|P14635	P14635|Q00535	1			
