triplet_id	ac_id	A	C	D	complex_size_bin	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	negative_pdb	negative_pdb_release	positive_example_pdb	positive_example_release	positive_interface_status	positive_rank	counterfactual_grade	family_split	len_A	len_C	len_D	tokens_AC	tokens_AD	max_pair_tokens	bucket	cutoff_scope
SCF:0001343	AC:001126	O00399	P60709	Q9NZ32	11_24	2	1	41.751	2.830	same_assembly_bridge	0.308400	30_40	9B85	2025-04-16	9B85	2025-04-16	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	190	375	417	565	607	607	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000100	AC:000091	P28070	O95456	P48556	11_24	5	1	27.589	1.960	PDB_exact_pair_aggregate	0.343100	30_40	8YIX	2025-01-15	9NKF	2025-05-07	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	264	288	350	552	614	614	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002584	AC:002250	O85388	Q83ED6	Q83ES0	11_24	3	1	8.844	2.205	PDB_exact_pair_aggregate	0.300000	30_40	9T0Z	2026-04-22	9T0Z	2026-04-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	227	90	95	317	322	322	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001477	AC:001281	P56767	Q8LCQ4	Q01667	11_24	2	1	29.094	3.297	PDB_exact_pair_aggregate	0.431200	40_50	7WFD	2022-03-16	7WFE	2022-03-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	734	270	241	1004	975	1004	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002076	AC:001788	Q9S7N7	Q9SA56	Q9SUI7	11_24	8	1	8.724	2.457	PDB_exact_pair_aggregate	0.309100	30_40	7WFD	2022-03-16	9GC2	2025-08-13	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	160	204	145	364	305	364	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002659	AC:002340	A0R201	A0R204	A0R1Z9	11_24	14	1	12.872	2.206	PDB_exact_pair_aggregate	0.245300	20_30	7Y5C	2022-11-23	7NJP	2021-10-27	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	307	170	121	477	428	477	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000402	AC:000307	Q7RTV0	O43143	O43290	11_24	2	1	31.519	3.218	PDB_exact_pair_aggregate	0.277500	20_30	9ZE3	2026-04-15	8RM5	2024-05-22	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	family_unseen	110	795	800	905	910	910	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001417	AC:001218	A8HRZ4	A8IU42	A0A2K3D591	11_24	4	1	8.247	3.104	PDB_exact_pair_aggregate	0.397300	30_40	9F61	2025-03-12	9F62	2025-03-12	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	175	101	125	276	300	300	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002552	AC:002224	I0Z687	I0Z7A7	I0YP76	11_24	2	1	27.559	2.802	PDB_exact_pair_aggregate	0.521500	ge50	9KQQ	2025-02-26	9KQP	2025-02-26	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	210	246	203	456	413	456	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000706	AC:000601	A0A3Q7H1U4	A0A3Q7HSH1	A0A3Q7G7F0	11_24	2	1	22.882	2.681	PDB_exact_pair_aggregate	0.322600	30_40	7QIX	2022-06-15	7QIZ	2022-08-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	296	249	280	545	576	576	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000996	AC:000822	A8IFG7	Q75VY6	A8ITV3	11_24	15	1	37.948	3.190	PDB_exact_pair_aggregate	0.487200	40_50	7BGI	2021-12-08	7ZQ9	2022-11-23	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	106	257	213	363	319	363	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001441	AC:001248	E9NPS7	I0Z7A6	I0YQ44	11_24	2	1	36.934	6.622	same_assembly_bridge	0.489200	40_50	9KQQ	2025-02-26	9KQQ	2025-02-26	same_assembly_bridge_small_interface	1	CF-B-provisional	dropped_mixed_family	751	272	259	1023	1010	1023	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002036	AC:001759	Q7Z4G1	Q9UBI1	Q9P000	11_24	3	1	17.637	2.920	PDB_exact_pair_aggregate	0.340000	30_40	8P0W	2024-03-20	8F2R	2023-05-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	85	195	198	280	283	283	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002221	AC:001932	Q83D76	Q83ED6	Q83ER7	11_24	3	1	11.456	2.610	same_assembly_bridge	0.400000	40_50	9T61	2026-04-22	9T61	2026-04-22	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_ineligible_unpermuted	127	90	89	217	216	217	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001286	AC:001087	Q9Y230	P62807	P33778	11_24	3	1	15.022	2.922	PDB_exact_pair_aggregate	0.976200	ge50	8X19	2024-03-06	9C62	2024-08-21	single_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	463	126	126	589	589	589	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000212	AC:000178	P59768	P35346	P30872	3_10	2	1	17.145	2.668	PDB_exact_pair_aggregate	0.558000	ge50	8X8L	2024-06-12	9IK8	2025-04-30	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	71	364	391	435	462	462	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001911	AC:001645	P0CT46	G0RZX8	G0S9A0	3_10	2	1	14.005	3.166	PDB_exact_pair_aggregate	0.346000	30_40	8PEL	2024-06-26	8R1O	2024-07-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	284	256	358	540	642	642	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000974	AC:000810	P53330	P32591	P53628	11_24	3	1	47.381	3.173	same_assembly_bridge	0.313800	30_40	7EGP	2022-01-12	7EGP	2022-01-12	same_assembly_bridge_interface_pass	2	CF-B-provisional	family_unseen	157	825	566	982	723	982	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001391	AC:001197	B8BRQ8	B8CEQ3	B8BYV4	11_24	2	1	20.637	2.771	PDB_exact_pair_aggregate	0.416700	40_50	8ZET	2024-12-25	8ZEH	2024-12-25	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	139	196	214	335	353	353	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002320	AC:002008	A0A063XFC1	A0A063X754	A0A063X781	11_24	2	1	14.976	3.163	PDB_exact_pair_aggregate	0.315200	30_40	9P38	2025-11-12	9P4I	2025-11-12	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	119	122	179	241	298	298	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000028	AC:000024	P26784	P36160	P38805	11_24	13	1	28.542	2.240	PDB_exact_pair_aggregate	0.339600	30_40	7OHT	2021-11-03	8V84	2024-05-01	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	199	344	295	543	494	543	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001440	AC:001247	A0A1S4CKK0	A0A1S3XP85	A0A1S3YU01	11_24	2	1	84.322	3.240	PDB_exact_pair_aggregate	0.259800	20_30	8WA1	2024-03-13	8WA1	2024-03-13	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	266	167	143	433	409	433	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003138	AC:002807	Q6ZED4	Q6ZED3	Q6ZED1	3_10	4	1	14.045	2.346	PDB_exact_pair_aggregate	0.290100	20_30	8S9T	2024-04-24	8S9V	2024-04-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	193	522	558	715	751	751	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000145	AC:000129	P62805	P07305	P10412	11_24	9	1	8.062	2.393	PDB_exact_pair_aggregate	0.486900	40_50	9IPU	2024-10-02	7PFA	2022-08-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	103	194	219	297	322	322	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000765	AC:000639	A8IFG7	Q05093	Q75VY7	11_24	14	1	39.450	6.626	same_assembly_bridge	0.534300	ge50	7ZQC	2022-11-23	7ZQC	2022-11-23	same_assembly_bridge_small_interface	1	CF-B-provisional	dropped_mixed_family	106	228	243	334	349	349	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000182	AC:000156	P59768	Q9GZQ6	P41145	3_10	2	1	16.987	2.295	PDB_exact_pair_aggregate	0.353100	30_40	9VI9	2025-12-03	8DZQ	2023-05-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	71	430	380	501	451	501	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001018	AC:000837	A0A063X745	A0A063XCG5	A0A063X754	11_24	2	1	23.964	3.544	PDB_exact_pair_aggregate	0.265800	20_30	9P4I	2025-11-12	9P4I	2025-11-12	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	209	120	122	329	331	331	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001530	AC:001317	P02359	P0A707	P0A7V3	11_24	5	1	10.454	3.334	PDB_exact_pair_aggregate	0.312500	30_40	9SS2	2026-02-04	8RCS	2024-03-06	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	179	180	233	359	412	412	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002956	AC:002624	P28074	Q969U7	P25789	11_24	6	1	13.757	2.165	PDB_exact_pair_aggregate	0.321200	30_40	8YIX	2025-01-15	9BUI	2025-06-11	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	263	264	261	527	524	527	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002884	AC:002556	P10176	P14854	P24311	11_24	3	1	17.116	3.274	PDB_exact_pair_aggregate	0.357100	30_40	9I6F	2025-12-03	9I6F	2025-12-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	69	86	80	155	149	155	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000682	AC:000582	P68623	P07611	P16710	11_24	2	1	14.651	2.923	same_assembly_bridge	0.326700	30_40	9UZO	2025-12-17	9UZO	2025-12-17	same_assembly_bridge_interface_pass	1	CF-B-provisional	family_unseen	128	340	377	468	505	505	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003257	AC:002941	Q2G113	Q2FW31	Q2FW21	11_24	15	1	8.695	3.578	PDB_exact_pair_aggregate	0.240000	20_30	8BH7	2023-09-20	8Y38	2024-07-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	98	129	178	227	276	276	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002711	AC:002387	P21465	P12879	P21469	11_24	21	1	19.359	3.209	same_assembly_bridge	0.284600	20_30	8CEC	2023-12-20	8CEC	2023-12-20	same_assembly_bridge_small_interface	2	CF-B-provisional	dropped_pdb_overlap	218	132	156	350	374	374	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001409	AC:001205	Q9UBI1	Q8N668	Q86X83	11_24	3	1	18.764	2.280	PDB_exact_pair_aggregate	0.239100	20_30	8P0W	2024-03-20	8F2U	2023-05-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	195	190	199	385	394	394	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002526	AC:002203	Q07913	P40026	Q05541	3_10	2	1	17.099	1.975	PDB_exact_pair_aggregate	0.302900	30_40	8HQS	2024-06-19	8WJN	2024-06-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	336	464	303	800	639	800	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001398	AC:001198	Q75VY9	Q75VY7	Q84Y02	11_24	6	1	38.702	2.471	same_assembly_bridge	0.555600	ge50	7R3K	2023-02-22	7R3K	2023-02-22	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_family	267	243	241	510	508	510	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001487	AC:001287	Q9GZQ3	Q9H0A8	Q9P000	11_24	3	1	10.660	2.550	PDB_exact_pair_aggregate	0.300700	30_40	8P0W	2024-03-20	8ESD	2023-05-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	224	199	198	423	422	423	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002028	AC:001752	P09144	Q75VY7	Q7DM26	11_24	15	1	19.717	2.856	PDB_exact_pair_aggregate	0.546400	ge50	8H2U	2023-06-14	9SE6	2026-04-01	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	735	243	224	978	959	978	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000918	AC:000768	Q5JS54	O95456	O14818	11_24	2	1	22.275	2.285	PDB_exact_pair_aggregate	0.291900	20_30	8TM3	2024-10-23	8QYJ	2024-02-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	123	288	248	411	371	411	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001205	AC:001008	Q02750	P63104	P31947	3_10	2	1	32.882	4.803	PDB_exact_pair_aggregate	0.732200	ge50	9O2Z	2025-09-10	9AXA	2024-04-17	single_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	393	245	248	638	641	641	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001085	AC:000897	Q0IHJ3	Q4V7I1	B1H1T5	3_10	3	1	103.501	1.595	PDB_exact_pair_aggregate	0.247300	20_30	8AT4	2022-09-28	8AT4	2022-09-28	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	367	353	348	720	715	720	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002153	AC:001844	A0T0V0	B8BUW3	B8C770	11_24	3	1	21.936	2.664	same_assembly_bridge	0.356600	30_40	8ZET	2024-12-25	8ZET	2024-12-25	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	185	188	194	373	379	379	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001867	AC:001603	Q8N140	Q96MF7	Q8WV22	3_10	2	1	100.822	2.638	PDB_exact_pair_aggregate	0.246900	20_30	9LWJ	2026-04-29	9LWI	2026-04-29	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	333	247	266	580	599	599	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002106	AC:001807	Q6NLH0	Q9M1A8	Q9FJ98	11_24	6	1	17.160	4.857	PDB_exact_pair_aggregate	0.370000	30_40	7EU1	2021-12-29	7EU1	2021-12-29	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	114	146	144	260	258	260	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002796	AC:002465	P92276	P11471	Q93VE0	11_24	2	1	18.820	2.951	PDB_exact_pair_aggregate	0.347600	30_40	9HEI	2025-11-26	9IS4	2025-05-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	62	245	256	307	318	318	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000153	AC:000133	B8CEQ3	A0T0V1	A0T0S1	11_24	3	1	37.214	3.557	PDB_exact_pair_aggregate	0.291700	20_30	8ZET	2024-12-25	8ZEH	2024-12-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	196	41	30	237	226	237	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000549	AC:000450	P20226	Q9H1D9	Q9HAW0	11_24	12	1	36.182	2.238	PDB_exact_pair_aggregate	0.265800	20_30	8IUE	2023-05-24	9FSO	2025-01-15	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	339	316	419	655	758	758	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001431	AC:001242	Q8N668	Q9GZQ3	Q9P000	11_24	3	1	21.789	2.535	same_assembly_bridge	0.321400	30_40	8P0W	2024-03-20	8P0W	2024-03-20	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	190	224	198	414	388	414	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000968	AC:000806	A0AAN0NP81	A9WEV7	A9WEV4	3_10	3	1	11.592	2.824	same_assembly_bridge	0.278600	20_30	8K9F	2024-03-06	8K9F	2024-03-06	same_assembly_bridge_interface_pass	1	CF-B-provisional	family_unseen	37	411	486	448	523	523	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000513	AC:000419	B8LEQ8	B8BUW3	B5YM25	11_24	2	1	19.801	2.612	same_assembly_bridge	0.385200	30_40	8ZET	2024-12-25	8ZET	2024-12-25	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	63	188	201	251	264	264	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002046	AC:001765	G0S9A0	G0S1P1	G0S755	3_10	2	1	19.014	4.326	PDB_exact_pair_aggregate	0.349100	30_40	8R1O	2024-07-17	8R1O	2024-07-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	train_ineligible_unpermuted	358	357	293	715	651	715	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003255	AC:002936	C3SQX2	C3SYP2	C3TRH7	11_24	12	1	40.253	2.737	PDB_exact_pair_aggregate	0.262300	20_30	9SX2	2026-04-22	9SX2	2026-04-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	233	82	87	315	320	320	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000510	AC:000414	Q5JS54	P60900	O14818	11_24	2	1	19.327	2.285	PDB_exact_pair_aggregate	0.351900	30_40	8TM3	2024-10-23	8QYJ	2024-02-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	123	246	248	369	371	371	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001263	AC:001062	P9WGY5	P9WIU9	P9WGZ1	3_10	2	1	61.090	2.582	PDB_exact_pair_aggregate	0.298300	20_30	8E82	2023-03-22	8E74	2023-03-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	110	238	347	348	457	457	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000017	AC:000014	A8ITV3	P12154	P09144	11_24	7	1	45.351	2.747	same_assembly_bridge	0.497000	40_50	7ZQ9	2022-11-23	7ZQ9	2022-11-23	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_protein	213	751	735	964	948	964	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000649	AC:000550	Q55329	P09192	P16033	11_24	2	1	37.116	3.345	same_assembly_bridge	0.379300	30_40	8ASL	2023-08-16	8ASL	2023-08-16	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	40	352	360	392	400	400	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001273	AC:001075	Q83ES8	Q83ER2	Q83ED6	11_24	3	1	13.827	2.907	same_assembly_bridge	0.263900	20_30	9T0Z	2026-04-22	9T0Z	2026-04-22	same_assembly_bridge_small_interface	1	CF-B-provisional	dropped_mixed_protein	191	130	90	321	281	321	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000740	AC:000626	Q248F8	Q24I09	W7X4J9	11_24	4	1	30.615	2.319	PDB_exact_pair_aggregate	0.321000	30_40	8B6G	2023-03-29	8GYM	2023-06-14	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	296	322	231	618	527	618	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001231	AC:001035	Q9BV81	Q9NPA0	Q9P0I2	3_10	9	1	14.849	2.198	same_assembly_bridge	0.237500	20_30	8S9S	2023-05-17	8S9S	2023-05-17	same_assembly_bridge_interface_pass	1	CF-B-provisional	family_unseen	110	242	261	352	371	371	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000179	AC:000153	Q8LCQ4	Q01667	P27521	11_24	2	1	40.560	2.605	same_assembly_bridge	0.461200	40_50	7WFD	2022-03-16	7WFD	2022-03-16	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_family	270	241	251	511	521	521	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000923	AC:000776	P06899	Q96GM5	Q12824	11_24	4	1	67.342	2.769	PDB_exact_pair_aggregate	0.273100	20_30	9RN1	2026-02-11	9RL4	2026-02-11	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	dropped_mixed_protein	126	515	385	641	511	641	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000361	AC:000276	A8IXD6	A8IH07	A8IJ60	11_24	2	1	15.327	2.410	PDB_exact_pair_aggregate	0.316000	30_40	7EKQ	2021-10-20	7EKQ	2021-10-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	276	415	345	691	621	691	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000700	AC:000597	A0A3Q7I881	A0A3Q7H1U4	A0A3Q7H274	11_24	2	1	17.803	4.188	PDB_exact_pair_aggregate	0.304300	30_40	7QIX	2022-06-15	7QIZ	2022-08-03	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	260	296	301	556	561	561	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001634	AC:001404	Q2FW10	Q2FW12	Q2FW06	11_24	16	1	24.290	3.493	PDB_exact_pair_aggregate	0.274300	20_30	8BYV	2023-12-27	8P2G	2024-05-01	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	92	217	220	309	312	312	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002753	AC:002425	A8IS47	A8J353	A8IJ60	11_24	2	1	43.569	2.224	PDB_exact_pair_aggregate	0.247400	20_30	7EKQ	2021-10-20	7EKO	2021-10-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	282	244	345	526	627	627	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003271	AC:002961	Q86VX2	Q86X83	Q9Y6G5	11_24	3	1	22.108	2.804	PDB_exact_pair_aggregate	0.292000	20_30	8P0W	2024-03-20	8P0W	2024-03-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	200	199	202	399	402	402	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000354	AC:000273	P30989	P50148	P29992	3_10	2	1	47.488	2.651	PDB_exact_pair_aggregate	0.902500	ge50	8JPB	2023-08-09	9P88	2026-03-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	train_eligible	418	359	359	777	777	777	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002880	AC:002548	A0A5C2GVU3	A0A5C2GTV1	A0A5C2G4I7	3_10	2	1	23.493	4.775	PDB_exact_pair_aggregate	0.869200	ge50	7WI0	2022-06-22	7WHZ	2022-06-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	family_unseen	111	107	107	218	218	218	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002902	AC:002578	Q5JS54	Q969U7	P25789	11_24	2	1	32.973	3.112	PDB_exact_pair_aggregate	0.321200	30_40	8TM3	2024-10-23	8QYJ	2024-02-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	123	264	261	387	384	387	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001045	AC:000859	A0A2K3E6S5	P32974	P37256	11_24	3	1	8.757	2.693	PDB_exact_pair_aggregate	0.333300	30_40	9IIU	2025-05-14	9IOX	2025-05-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	334	38	31	372	365	372	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002430	AC:002120	O96019	Q9GZN1	P60709	11_24	3	1	8.125	2.040	PDB_exact_pair_aggregate	0.308400	30_40	8X15	2024-03-06	9C62	2024-08-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	429	396	375	825	804	825	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002680	AC:002350	P49770	P20042	Q9NR50	11_24	4	1	25.555	2.905	same_assembly_bridge	0.251600	20_30	9HVE	2025-11-19	9HVE	2025-11-19	same_assembly_bridge_interface_pass	1	CF-B-provisional	family_unseen	351	333	452	684	803	803	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000929	AC:000779	P62877	Q13216	Q13309	3_10	2	1	9.871	2.358	PDB_exact_pair_aggregate	0.322200	30_40	8B3I	2023-09-27	9QO2	2026-02-18	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	108	396	424	504	532	532	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003078	AC:002723	Q83ES8	Q83ER7	Q83ED6	11_24	3	1	28.150	2.907	PDB_exact_pair_aggregate	0.400000	40_50	9T61	2026-04-22	9T0Z	2026-04-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	191	89	90	280	281	281	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000348	AC:000267	Q05541	P38632	Q07913	3_10	2	1	97.741	1.975	PDB_exact_pair_aggregate	0.235300	20_30	7QCD	2022-09-21	8WJN	2024-06-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	303	267	336	570	639	639	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
