unified_triplet_id	evidence_route	negative_audit_label	negative_provisional_tier	structure_assembly_size_stratum	sequence_similarity_tier	sequence_identity_pct	min_tm	tmvec_proxy_score	negative_construct_or_isoform_scope_flag	ac_pair_key	ad_pair_key	sequence_complete	missing_roles	pilot_stratum	sampling_priority
CFPPI:STRUCT:0001826	structure_assembly_context		CF-B-provisional	3_10	high	0.9803				A0A5S8WF89|A0A5S8WF91	A0A5S8WF89|A0A5S8WF90	1			
CFPPI:STRUCT:0002196	structure_assembly_context		CF-A-provisional	3_10	high	0.9868				G3MXC8|P61157	P61157|Q3SYX9	1			
CFPPI:STRUCT:0000558	structure_assembly_context		CF-A-provisional	3_10	high	0.5878				Q13098|Q9UBW8	Q13098|Q9H9Q2	1			
CFPPI:STRUCT:0001205	structure_assembly_context		CF-B-provisional	3_10	high	0.7322				P63104|Q02750	P31947|Q02750	1			
CFPPI:STRUCT:0002744	structure_assembly_context		CF-B-provisional	3_10	high	0.5048				P14867|Q7Z7J7	P18507|Q7Z7J7	1			
CFPPI:STRUCT:0000127	structure_assembly_context		CF-B-provisional	3_10	high	0.6823				P02602|P68135	P14649|P68135	1			
CFPPI:STRUCT:0002727	structure_assembly_context		CF-B-provisional	3_10	high	1.0				P01730|P01857	P01730|P0DOX5	1			
CFPPI:STRUCT:0000958	structure_assembly_context		CF-A-provisional	3_10	high	0.8152				P0DOX7|S6B2B6	Q6PIL8|S6B2B6	1			
CFPPI:STRUCT:0000192	structure_assembly_context		CF-B-provisional	3_10	high	0.8283				P49427|Q15370	Q15370|Q712K3	1			
CFPPI:STRUCT:0000074	structure_assembly_context		CF-B-provisional	3_10	high	0.9701				O14810|P60880	P60880|P63041	1			
CFPPI:STRUCT:0003102	structure_assembly_context		CF-B-provisional	3_10	high	0.8348				P01730|Q6N030	P01730|P0DOX5	1			
CFPPI:STRUCT:0000872	structure_assembly_context		CF-B-provisional	3_10	high	0.9457				O14746|P04908	O14746|Q9BTM1	1			
CFPPI:STRUCT:0002791	structure_assembly_context		CF-A-provisional	3_10	high	0.8814				P04899|P41143	P41143|P63096	1			
CFPPI:STRUCT:0002374	structure_assembly_context		CF-B-provisional	3_10	high	0.8753				P01730|Q6N095	P01730|P0DOX5	1			
CFPPI:STRUCT:0000604	structure_assembly_context		CF-B-provisional	3_10	high	0.7358				P10145|P63096	P09471|P10145	1			
CFPPI:STRUCT:0002531	structure_assembly_context		CF-B-provisional	3_10	medium	0.3571				P24732|P68135	P0DP26|P68135	1			
CFPPI:STRUCT:0002252	structure_assembly_context		CF-B-provisional	3_10	medium	0.3034				Q7Z4G1|Q9Y6G5	Q7Z4G1|Q9P000	1			
CFPPI:STRUCT:0002243	structure_assembly_context		CF-A-provisional	3_10	medium	0.331				P9WGH9|P9WGY5	P9WGH5|P9WGY5	1			
CFPPI:STRUCT:0000114	structure_assembly_context		CF-A-provisional	3_10	medium	0.4227				P08913|P59768	P21728|P59768	1			
CFPPI:STRUCT:0001821	structure_assembly_context		CF-A-provisional	3_10	medium	0.3228				P53290|Q3E830	Q00582|Q3E830	1			
CFPPI:STRUCT:0001649	structure_assembly_context		CF-B-provisional	3_10	medium	0.3065				O14352|Q9UUI1	O14352|O42978	1			
CFPPI:STRUCT:0003094	structure_assembly_context		CF-A-provisional	3_10	medium	0.4159				Q86V25|Q9BVA1	P68363|Q86V25	1			
CFPPI:STRUCT:0003030	structure_assembly_context		CF-B-provisional	3_10	medium	0.451				P35249|P35251	P35251|P40937	1			
CFPPI:STRUCT:0002772	structure_assembly_context		CF-A-provisional	3_10	medium	0.4286				A0A8D2A9I1|Q06AT4	A0A8D2A9I1|Q06AT5	1			
CFPPI:STRUCT:0001880	structure_assembly_context		CF-B-provisional	3_10	medium	0.3043				P37871|P39075	P37870|P39075	1			
CFPPI:STRUCT:0001364	structure_assembly_context		CF-A-provisional	3_10	medium	0.3267				P07611|P18384	P16710|P18384	1			
CFPPI:STRUCT:0003007	structure_assembly_context		CF-B-provisional	3_10	medium	0.32				O42978|O74483	O42978|O74499	1			
CFPPI:STRUCT:0003194	structure_assembly_context		CF-B-provisional	3_10	medium	0.3537				P01750|P18526	P01660|P18526	1			
CFPPI:STRUCT:0000429	structure_assembly_context		CF-B-provisional	3_10	medium	0.3049				O14625|P63096	P09341|P63096	1			
CFPPI:STRUCT:0001892	structure_assembly_context		CF-A-provisional	3_10	medium	0.3491				G0S755|G0SE33	G0S1P1|G0SE33	1			
CFPPI:STRUCT:0000601	structure_assembly_context		CF-B-provisional	3_10	medium	0.3214				P62987|Q71DI3	P04908|P62987	1			
CFPPI:STRUCT:0002464	structure_assembly_context		CF-A-provisional	3_10	medium	0.3242				P28630|P28632	P28631|P28632	1			
CFPPI:STRUCT:0000584	structure_assembly_context		CF-B-provisional	3_10	medium	0.3226				P32830|P33421	P32830|Q08749	1			
CFPPI:STRUCT:0001625	structure_assembly_context		CF-B-provisional	3_10	medium	0.3244				Q00959|Q9R1M7	Q00959|Q05586	1			
CFPPI:STRUCT:0002579	structure_assembly_context		CF-A-provisional	3_10	medium	0.3708				P07358|P13987	P07357|P13987	1			
CFPPI:STRUCT:0002520	structure_assembly_context		CF-A-provisional	3_10	medium	0.3018				Q8TAF3|Q9BXW9	P0CG48|Q9BXW9	1			
CFPPI:STRUCT:0001468	structure_assembly_context		CF-A-provisional	3_10	medium	0.3563				P9WGG7|P9WGY5	P9WGH5|P9WGY5	1			
CFPPI:STRUCT:0001237	structure_assembly_context		CF-B-provisional	3_10	medium	0.3333				P47093|P53905	P47093|P57743	1			
CFPPI:STRUCT:0000508	structure_assembly_context		CF-B-provisional	3_10	medium	0.4058				P62877|P68036	A0A6P5C4T4|P62877	1			
CFPPI:STRUCT:0001187	structure_assembly_context		CF-A-provisional	3_10	medium	0.3592				P32457|Q07657	P32468|Q07657	1			
CFPPI:STRUCT:0002619	structure_assembly_context		CF-A-provisional	3_10	medium	0.3323				Q389F5|Q57XL7	Q389F5|Q57ZX7	1			
CFPPI:STRUCT:0001094	structure_assembly_context		CF-A-provisional	3_10	medium	0.3103				Q96F46|Q9H293	Q16552|Q96F46	1			
CFPPI:STRUCT:0000688	structure_assembly_context		CF-B-provisional	3_10	medium	0.3				O15527|Q71DI3	O15527|P62807	1			
CFPPI:STRUCT:0002646	structure_assembly_context		CF-A-provisional	3_10	medium	0.3667				P49960|Q06406	P40089|P49960	1			
CFPPI:STRUCT:0001944	structure_assembly_context		CF-A-provisional	3_10	medium	0.3016				P0A800|P0AFW0	P0A800|P0AFG0	1			
CFPPI:STRUCT:0001849	structure_assembly_context		CF-B-provisional	3_10	medium	0.3714				P87108|Q08749	P32830|Q08749	1			
CFPPI:STRUCT:0000892	structure_assembly_context		CF-B-provisional	3_10	medium	0.3022				P0A8T7|P0AF28	P0A7V8|P0A8T7	1			
CFPPI:STRUCT:0000679	structure_assembly_context		CF-A-provisional	3_10	medium	0.3592				P25342|P32468	P25342|P32457	1			
CFPPI:STRUCT:0003360	structure_assembly_context		CF-B-provisional	3_10	medium	0.3333				P38203|P53905	P38203|P57743	1			
CFPPI:STRUCT:0001894	structure_assembly_context		CF-B-provisional	3_10	medium	0.3695				O95376|Q15843	Q15843|Q9Y4X5	1			
CFPPI:STRUCT:0000276	structure_assembly_context		CF-A-provisional	3_10	medium	0.3182				P01887|Q5R1F1	P01738|P01887	1			
CFPPI:STRUCT:0003294	structure_assembly_context		CF-A-provisional	3_10	medium	0.3007				Q86VX2|Q9H0A8	Q86VX2|Q9P000	1			
CFPPI:STRUCT:0000589	structure_assembly_context		CF-A-provisional	3_10	medium	0.3016				P0AFF6|P0AFW0	P0AFF6|P0AFG0	1			
CFPPI:STRUCT:0002936	structure_assembly_context		CF-A-provisional	3_10	medium	0.3131				G0S9A0|G0SCD1	G0S9A0|G0SC21	1			
CFPPI:STRUCT:0002921	structure_assembly_context		CF-B-provisional	3_10	medium	0.3346				P40938|Q99638	P35250|Q99638	1			
CFPPI:STRUCT:0002474	structure_assembly_context		CF-A-provisional	3_10	medium	0.3491				G0S1P1|G0SC21	G0S755|G0SC21	1			
CFPPI:STRUCT:0002802	structure_assembly_context		CF-B-provisional	3_10	medium	0.3191				Q15819|Q96FW1	P62837|Q96FW1	1			
CFPPI:STRUCT:0001297	structure_assembly_context		CF-B-provisional	3_10	medium	0.3176				P19658|P32855	P19658|P89102	1			
CFPPI:STRUCT:0001270	structure_assembly_context		CF-B-provisional	3_10	medium	0.3667				P40089|P47017	P47017|Q06406	1			
CFPPI:STRUCT:0001161	structure_assembly_context		CF-A-provisional	3_10	medium	0.3092				P22224|P33332	P33332|P89102	1			
CFPPI:STRUCT:0001590	structure_assembly_context		CF-A-provisional	3_10	medium	0.4286				A0A287AEW0|Q06AT5	A0A287AEW0|Q06AT4	1			
CFPPI:STRUCT:0000081	structure_assembly_context		CF-A-provisional	3_10	medium	0.3131				G0RZG4|G0SCD1	G0RZG4|G0SC21	1			
CFPPI:STRUCT:0001242	structure_assembly_context		CF-A-provisional	3_10	medium	0.3791				P61157|Q1JP79	A7MB62|Q1JP79	1			
CFPPI:STRUCT:0002940	structure_assembly_context		CF-B-provisional	3_10	medium	0.3704				O74483|O74499	O74483|Q9Y7M4	1			
CFPPI:STRUCT:0001814	structure_assembly_context		CF-B-provisional	3_10	medium	0.3475				Q8A0S2|Q8A1D9	Q8A1D9|Q8A1P7	1			
CFPPI:STRUCT:0003359	structure_assembly_context		CF-B-provisional	3_10	medium	0.3333				O23629|Q9XFH4	P84233|Q9XFH4	1			
CFPPI:STRUCT:0002687	structure_assembly_context		CF-A-provisional	3_10	medium	0.3022				P0A8V2|P0AF28	P0A7V8|P0A8V2	1			
CFPPI:STRUCT:0002824	structure_assembly_context		CF-A-provisional	3_10	medium	0.328				P63000|Q9NYB9	P19878|P63000	1			
CFPPI:STRUCT:0001500	structure_assembly_context		CF-A-provisional	3_10	medium	0.3333				P40070|P57743	P40070|P53905	1			
CFPPI:STRUCT:0002801	structure_assembly_context		CF-A-provisional	3_10	medium	0.3				P9WGG7|P9WGZ1	P71814|P9WGZ1	1			
CFPPI:STRUCT:0001316	structure_assembly_context		CF-A-provisional	3_10	medium	0.3131				G0SC21|G0SE33	G0SCD1|G0SE33	1			
CFPPI:STRUCT:0003136	structure_assembly_context		CF-A-provisional	3_10	medium	0.3464				P20248|P61024	P61024|Q13309	1			
CFPPI:STRUCT:0000910	structure_assembly_context		CF-B-provisional	3_10	medium	0.7219				A2P1G9|U5LP42	A2P1G9|P01865	1			
CFPPI:STRUCT:0002385	structure_assembly_context		CF-A-provisional	3_10	medium	0.3038				Q8WVM7|Q9UQE7	Q14683|Q8WVM7	1			
CFPPI:STRUCT:0002638	structure_assembly_context		CF-A-provisional	3_10	medium	0.3667				P53905|Q06406	P40089|P53905	1			
CFPPI:STRUCT:0003189	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2759				Q0IIM2|Q1JQ97	F1N4X0|Q0IIM2	1			
CFPPI:STRUCT:0001613	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3051				P01857|P29460	G0YP42|P01857	1			
CFPPI:STRUCT:0000024	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.271				Q00403|Q92966	Q92966|Q9HAW0	1			
CFPPI:STRUCT:0001832	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2903				O94742|Q12049	O94742|Q12250	1			
CFPPI:STRUCT:0001062	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2857				P63096|Q99731	P48061|P63096	1			
CFPPI:STRUCT:0001935	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2805				Q9Y265|Q9Y4R8	Q9H9F9|Q9Y265	1			
CFPPI:STRUCT:0001439	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2969				Q54VN6|Q54XI5	Q54VN6|Q9Y3A5	1			
CFPPI:STRUCT:0002526	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3029				P40026|Q07913	Q05541|Q07913	1			
CFPPI:STRUCT:0001867	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2469				Q8N140|Q96MF7	Q8N140|Q8WV22	1			
CFPPI:STRUCT:0001763	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2809				P0A8T7|P0A9G4	P0A8T7|P0ABS1	1			
CFPPI:STRUCT:0002331	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3303				P0DP23|P49662	P0DP23|P12277	1			
CFPPI:STRUCT:0002212	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3582				D0CD01|D0CG36	D0CD01|D0CD19	1			
CFPPI:STRUCT:0001232	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3056				P25569|P40208	P40208|P53076	1			
CFPPI:STRUCT:0001200	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2963				Q15369|Q8N884	Q13098|Q15369	1			
CFPPI:STRUCT:0000219	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2966				P19658|P33332	P19658|P22224	1			
CFPPI:STRUCT:0000348	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2353				P38632|Q05541	Q05541|Q07913	1			
CFPPI:STRUCT:0001263	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2983				P9WGY5|P9WIU9	P9WGY5|P9WGZ1	1			
CFPPI:STRUCT:0000404	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2917				P62877|Q16531	P62877|Q86VP6	1			
CFPPI:STRUCT:0003202	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2887				P32776|Q3E7C1	P41895|Q3E7C1	1			
CFPPI:STRUCT:0003247	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3498				P0AFD4|P0AFF0	P0AFE8|P0AFF0	1			
CFPPI:STRUCT:0001911	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.346				G0RZX8|P0CT46	G0S9A0|P0CT46	1			
CFPPI:STRUCT:0000471	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.4167				A0ACD6B9L6|A0ACD6B9N1	A0ACD6B9M4|A0ACD6B9N1	1			
CFPPI:STRUCT:0001340	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2957				P0A8T7|P0ACI0	P0A8V2|P0ACI0	1			
CFPPI:STRUCT:0001319	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2895				P32844|Q06245	P32844|P89102	1			
CFPPI:STRUCT:0002384	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.25				Q9VA95|Q9VUZ1	Q9VSY8|Q9VUZ1	1			
CFPPI:STRUCT:0001384	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3019				P33448|P53969	P23644|P33448	1			
CFPPI:STRUCT:0002923	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.291				Q86VX2|Q9NX08	Q86VX2|Q9P000	1			
CFPPI:STRUCT:0000665	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3438				P0A7Z4|P0AGB6	P0A7Z4|P0ADY3	1			
CFPPI:STRUCT:0001556	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3425				P39543|P53073	P47133|P53073	1			
CFPPI:STRUCT:0000390	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3538				P59768|Q03431	P59768|Q9UP38	1			
CFPPI:STRUCT:0002277	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.299				I7M8B9|Q22XT1	I7M8B9|Q22VV9	1			
CFPPI:STRUCT:0001344	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2709				A0A5C6J4N7|A0A5M5QTL0	A0A5C6J4N7|A0A9X9IKM4	1			
CFPPI:STRUCT:0000062	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2783				P39748|P49005	P49005|Q15054	1			
CFPPI:STRUCT:0000015	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3156				P41586|P59768	P28223|P59768	1			
CFPPI:STRUCT:0002823	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3333				Q15382|Q9BVC4	Q7L523|Q9BVC4	1			
CFPPI:STRUCT:0001767	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3521				O14352|Q9Y7M4	Q9UUI1|Q9Y7M4	1			
CFPPI:STRUCT:0000328	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2111				P01887|P04214	P01837|P04214	1			
CFPPI:STRUCT:0002285	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.268				Q8IRE3|Q9VA95	A1Z8I0|Q8IRE3	1			
CFPPI:STRUCT:0002822	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2786				A9WEV6|A9WEV7	A9WEV4|A9WEV6	1			
CFPPI:STRUCT:0002467	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3509				O94408|Q9UUI1	Q9UUI1|Q9Y7M4	1			
CFPPI:STRUCT:0002609	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.3				P0A6Y1|Q46896	P45956|Q46896	1			
CFPPI:STRUCT:0001822	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2843				P20248|Q13309	P20248|Q9UJX2	1			
CFPPI:STRUCT:0000443	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2511				P84077|Q9HAD4	P04439|P84077	1			
CFPPI:STRUCT:0002062	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2924				Q381A0|Q389F5	Q389F5|Q389W4	1			
CFPPI:STRUCT:0000131	structure_assembly_context		CF-B-provisional	3_10	remote_sequence	0.2705				P01116|Q13617	P01116|P07900	1			
