triplet_id	ac_id	A	C	D	pdb_assembly	complex_size_bin	core_flag	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	family_A	family_C	family_D	score_AD_PLMInteract	score_AC_PLMInteract	delta_PLMInteract	rank_correct_PLMInteract	score_AD_DSCRIPT	score_AC_DSCRIPT	score_AD_TopsyTurvy	score_AC_TopsyTurvy
SCF:0000657	AC:000558	O87799	O87802	O87798	2rdb-assembly1.cif.gz	3_10	1	6	1	15.998	2.395	same_assembly_bridge	0.2622	20_30	Q6IV65	Q6IV62	Q6IV66	0.00057	0.000231	0.000339	1.0	0.0042	0.004192	0.332722	0.147145
SCF:0000673	AC:000577	Q9VGW6	Q9VBI1	Q9VQY9	6raz-assembly1.cif.gz	11_24	1	2	1	15.23	2.392	same_assembly_bridge	0.3356	30_40	Q9VGW6	Q9VBI1	Q9VQY9	0.999751	0.99945	0.000301	1.0	0.004176	0.004177	0.410872	0.824566
SCF:0000679	AC:000581	P25342	P32468	P32457	8pfh-assembly1.cif.gz	3_10	1	2	1	16.328	2.49	same_assembly_bridge	0.3592	30_40	P25342	P32468	P32457	0.99984	0.999817	2.3e-05	1.0	0.011925	0.011098	0.182619	0.297902
SCF:0000680	AC:000581	P32468	P25342	P32457	8pfh-assembly1.cif.gz	3_10	1	2	1	16.328	2.431	same_assembly_bridge	0.4199	40_50	P32468	P25342	P32457	0.999866	0.999817	4.9e-05	1.0	0.004182	0.011098	0.425313	0.297902
SCF:0000682	AC:000582	P68623	P07611	P16710	9uzo-assembly1.cif.gz	11_24	1	2	1	14.651	2.923	same_assembly_bridge	0.3267	30_40	P68623	P07611	P16710	0.000749	0.000376	0.000373	1.0	0.004174	0.004176	0.089227	0.085687
SCF:0000688	AC:000591	O15527	Q71DI3	P62807	8vwt-assembly1.cif.gz	3_10	1	2	1	21.145	5.689	same_assembly_bridge	0.3	30_40	O15527	P02299	O23629	0.000639	0.021026	-0.020387	0.0	0.004188	0.004346	0.619902	0.499183
SCF:0000691	AC:000593	I0YP72	E9NPS7	E9NPS8	9kqp-assembly1.cif.gz	11_24	1	1	0	41.982	2.709	same_assembly_bridge	0.4948	40_50	A8ITV3	A0T0M8	T1RIQ1	0.999688	0.986401	0.013287	1.0	0.025876	0.02935	0.508271	0.415974
SCF:0000692	AC:000594	Q8N884	Q96KK5	Q99878	8ol1-assembly1.cif.gz	11_24	1	1	0	27.351	2.687	same_assembly_bridge	0.9922	ge50	Q8N884	P0C0S5	P0C0S5	0.99696	0.997005	-4.5e-05	0.0	0.004177	0.004177	0.475265	0.446903
SCF:0000698	AC:000596	A0A2K9VKE4	A0A2K9VK93	A0A2K9VK98	9c39-assembly1.cif.gz	11_24	1	1	0	30.911	2.282	same_assembly_bridge	0.2544	20_30	A0A2K9VKE4	A0A2K9VK93	A0A2K9VK98	0.999515	0.999632	-0.000117	0.0	0.004176	0.004177	0.208882	0.250148
SCF:0000710	AC:000607	P12239	Q7DGD4	P12240	7eda-assembly1.cif.gz	11_24	1	43	1	15.087	2.806	same_assembly_bridge	0.4091	40_50	P12239	Q7DGD4	P12240	0.994352	0.998049	-0.003697	0.0	0.004177	0.004268	0.485469	0.453683
SCF:0000712	AC:000608	M2X090	M2X4U9	M2VTV2	9kc5-assembly1.cif.gz	11_24	1	1	0	37.807	3.481	same_assembly_bridge	0.5028	ge50	M2X090	M2X4U9	M2VTV2	0.999917	0.999837	8e-05	1.0	0.004184	0.004181	0.636229	0.209164
SCF:0000713	AC:000608	M2X4U9	M2X090	M2VTV2	9kc5-assembly1.cif.gz	11_24	1	1	0	37.807	2.681	same_assembly_bridge	0.5674	ge50	M2X4U9	M2X090	M2VTV2	0.999827	0.999837	-1e-05	0.0	0.971558	0.004181	0.679502	0.209164
SCF:0000722	AC:000613	A0A4V8H004	A0A4V8GZZ2	A0A4V8H003	6igz-assembly1.cif.gz	11_24	1	1	0	32.594	3.206	same_assembly_bridge	0.4963	40_50	A0A4V8H004	A0T0M8	T1RIQ1	0.999784	0.998309	0.001475	1.0	0.024463	0.063104	0.363347	0.329075
SCF:0000723	AC:000615	A0A2K3CXW8	A8IJY7	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	44.875	2.429	same_assembly_bridge	0.2961	20_30	A0A2K3CXW8	A8IJY7	A8INX1	0.999643	0.00257	0.997073	1.0	0.00418	0.077481	0.386992	0.285317
SCF:0000730	AC:000618	O15212	P17987	P50991	6nrb-assembly1.cif.gz	11_24	1	3	1	23.471	2.714	same_assembly_bridge	0.3472	30_40	O15212	Q32L40	P50991	0.999879	0.999904	-2.5e-05	0.0	0.004183	0.004182	0.49921	0.67043
SCF:0000737	AC:000624	Q9TM20	Q9TM46	Q9TM47	4yuu-assembly1.cif.gz	11_24	1	1	0	15.511	2.298	same_assembly_bridge	0.3074	30_40	Q8DIP0	D0VWR7	D0VWR8	0.651722	0.998411	-0.346689	0.0	0.005618	0.153139	0.128092	0.42683
SCF:0000748	AC:000631	Q5SHR1	P0DOY7	Q5SHN3	8wrc-assembly1.cif.gz	11_24	1	10	1	48.553	2.273	same_assembly_bridge	0.3623	30_40	Q5SHR1	P0DOY7	P21472	0.999927	0.992778	0.007149	1.0	0.442946	0.362861	0.009873	0.536138
SCF:0000765	AC:000639	A8IFG7	Q05093	Q75VY7	7zqc-assembly1.cif.gz	11_24	1	14	1	39.45	6.626	same_assembly_bridge	0.5343	ge50	A8IFG7	Q7DM26	Q84Y02	0.997642	0.998528	-0.000886	0.0	0.004338	0.004306	0.084379	0.102309
SCF:0000774	AC:000642	I0YP76	E9NPS7	E9NPS8	9kqp-assembly1.cif.gz	11_24	1	1	0	29.282	3.12	same_assembly_bridge	0.4948	40_50	A0A4V8H004	A0T0M8	T1RIQ1	0.998384	0.964688	0.033696	1.0	0.027703	0.029241	0.15395	0.052005
SCF:0000778	AC:000646	P50991	Q9UHV9	Q99471	6nrb-assembly1.cif.gz	11_24	1	3	1	27.14	5.295	same_assembly_bridge	0.2785	20_30	P50991	Q9UHV9	Q99471	0.999899	0.999929	-3e-05	0.0	0.004182	0.004344	0.561092	0.202277
SCF:0000781	AC:000647	E9NPS7	I0Z2Y0	I0YPL4	9kqp-assembly1.cif.gz	11_24	1	2	1	28.769	2.519	same_assembly_bridge	0.4279	40_50	A0T0M8	Q75VY8	I0YPL4	0.995188	0.99523	-4.2e-05	0.0	0.004189	0.066387	0.016348	0.454726
SCF:0000788	AC:000651	M2Y652	E3UIU1	E3UIU0	9kc5-assembly1.cif.gz	11_24	1	1	0	49.919	4.003	same_assembly_bridge	0.5156	ge50	M2VTV2	T1RIQ1	A0T0M8	0.998031	0.996947	0.001084	1.0	0.034417	0.024629	0.327839	0.465523
SCF:0000789	AC:000657	O15212	P78371	P50991	6nrb-assembly1.cif.gz	11_24	1	3	1	10.53	2.714	same_assembly_bridge	0.336	30_40	O15212	Q3ZBH0	P50991	0.999879	0.999892	-1.3e-05	0.0	0.004183	0.00419	0.49921	0.665174
SCF:0000791	AC:000661	Q15019	Q16181	Q14141	7m6j-assembly1.cif.gz	3_10	1	2	1	21.509	2.557	same_assembly_bridge	0.4201	40_50	Q15019	Q16181	Q14141	0.999905	0.999932	-2.7e-05	0.0	0.022377	0.013023	0.505108	0.625278
SCF:0000792	AC:000661	Q16181	Q15019	Q14141	7m6j-assembly1.cif.gz	3_10	1	2	1	21.509	1.991	same_assembly_bridge	0.4371	40_50	Q16181	Q15019	Q14141	0.999915	0.999932	-1.7e-05	0.0	0.004918	0.013023	0.38939	0.625278
SCF:0000794	AC:000664	P13192	Q43485	F2CW18	7ew6-assembly1.cif.gz	11_24	1	1	0	8.073	2.971	same_assembly_bridge	0.4758	40_50	Q9SHE8	F2D0D5	Q84Y02	0.999636	0.999219	0.000417	1.0	0.004184	0.006409	0.634258	0.629349
SCF:0000797	AC:000665	F4JYR0	O22993	F4J3N2	8xku-assembly1.cif.gz	11_24	1	2	1	67.775	2.433	same_assembly_bridge	0.2768	20_30	F4JYR0	O22993	F4J3N2	0.000968	0.003292	-0.002324	0.0	0.004175	0.004177	0.03246	0.049465
SCF:0000799	AC:000666	Q8DJ02	Q8DKF4	Q8DMR6	6tjv-assembly1.cif.gz	11_24	1	1	0	42.673	3.375	same_assembly_bridge	0.3251	30_40	P56751	Q8DKF4	Q8DMR6	0.876035	0.220818	0.655217	1.0	0.004323	0.004379	0.556286	0.63037
SCF:0000808	AC:000672	C1K003	D0FXV2	D0FXZ0	6sl5-assembly1.cif.gz	11_24	1	2	1	18.761	4.205	same_assembly_bridge	0.5	ge50	Q7DM26	A0T0M8	T1RIQ1	0.999846	0.999709	0.000137	1.0	0.016795	0.014967	0.199192	0.26143
SCF:0000815	AC:000675	W8SUD1	A0A2P6TT36	A0A2P6TZ50	7a4p-assembly1.cif.gz	11_24	1	3	1	38.099	3.394	same_assembly_bridge	0.4352	40_50	Q55329	Q7DM26	Q84Y02	0.999761	0.999722	3.9e-05	1.0	0.034855	0.005771	0.690387	0.559805
SCF:0000820	AC:000678	G0SCD1	G0SC21	G0S755	8pel-assembly1.cif.gz	3_10	1	2	1	11.838	2.503	same_assembly_bridge	0.291	20_30	G0SCD1	G0SC21	G0S755	0.999117	0.999792	-0.000675	0.0	0.004176	0.004176	0.350354	0.209874
SCF:0000825	AC:000680	Q8L806	W5DS33	W5FWF5	8r57-assembly1.cif.gz	11_24	1	1	0	15.537	2.574	same_assembly_bridge	0.3465	30_40	Q8L806	G1SGX4	W5FWF5	0.999932	0.999934	-2e-06	0.0	0.986071	0.922422	0.628796	0.79653
SCF:0000834	AC:000685	E9NPX1	I0Z7A7	I0YQ46	9kqq-assembly1.cif.gz	11_24	1	2	1	40.724	3.267	same_assembly_bridge	0.4907	40_50	E9NPX1	Q75VY8	Q84Y02	0.999716	0.33863	0.661086	1.0	0.004367	0.032517	0.616995	0.634319
SCF:0000841	AC:000688	P50991	O60925	Q9NQP4	6nrb-assembly1.cif.gz	11_24	1	3	1	20.585	2.64	same_assembly_bridge	0.3265	30_40	P50991	O60925	Q9NQP4	0.999905	0.99992	-1.5e-05	0.0	0.004445	0.005097	0.791117	0.635956
SCF:0000844	AC:000689	Q9S7N7	P27521	Q01667	7wfd-assembly1.cif.gz	11_24	1	1	0	26.556	3.078	same_assembly_bridge	0.4612	40_50	B6U534	Q84Y02	A0A9R0J8B1	0.999185	0.998847	0.000338	1.0	0.079235	0.007905	0.570201	0.641951
SCF:0000845	AC:000690	A8JC51	A8IKI9	A8J5P7	9f5z-assembly1.cif.gz	11_24	1	2	1	12.03	2.408	same_assembly_bridge	0.2667	20_30	A8JC51	A8IKI9	A8J5P7	0.965155	0.999833	-0.034678	0.0	0.004239	0.004179	0.419542	0.126871
SCF:0000858	AC:000708	O15212	P48643	P50991	6nr9-assembly1.cif.gz	11_24	1	3	1	64.25	2.137	same_assembly_bridge	0.4028	40_50	O15212	P48643	P50991	0.999879	0.999911	-3.2e-05	0.0	0.004183	0.004195	0.49921	0.622328
SCF:0000875	AC:000723	F1SDI2	F1RPD2	A0A8D0PK14	8zow-assembly1.cif.gz	11_24	1	20	1	11.502	2.793	same_assembly_bridge	0.2919	20_30	F1SDI2	D0VX29	A0A8D0PK14	0.998758	0.999549	-0.000791	0.0	0.638541	0.76117	0.843359	0.737727
SCF:0000907	AC:000751	Q8DG60	P0A444	Q8DIF8	7nhp-assembly1.cif.gz	11_24	1	1	0	12.567	2.62	same_assembly_bridge	0.3158	30_40	Q8DG60	P0A444	D0VWR7	0.129303	0.008899	0.120404	1.0	0.004348	0.004211	0.051405	0.060748
SCF:0000912	AC:000758	B6TXS5	O65101	A0A1D6HY75	5zji-assembly1.cif.gz	11_24	1	1	0	62.839	2.445	same_assembly_bridge	0.3377	30_40	B6TXS5	A0A2K1JDR4	A0A1D6HY75	0.017804	0.996396	-0.978592	0.0	0.004283	0.004378	0.267744	0.623191
SCF:0000913	AC:000759	A0A2K1JC42	A0A2K1KN29	A0A2K1JLZ3	6l35-assembly1.cif.gz	11_24	1	1	0	23.771	2.722	same_assembly_bridge	0.446	40_50	B6U534	Q84Y02	A0A9R0J8B1	0.992048	0.998861	-0.006813	0.0	0.972602	0.004935	0.656668	0.609073
SCF:0000921	AC:000775	Q12308	P33339	P34111	8ffz-assembly1.cif.gz	3_10	1	1	0	18.274	2.722	same_assembly_bridge	0.2876	20_30	Q12308	P33339	P34111	0.652367	0.023865	0.628502	1.0	0.004174	0.004175	0.497013	0.398902
SCF:0000939	AC:000788	P36954	P04908	P68431	8xvs-assembly1.cif.gz	11_24	1	2	1	38.007	5.892	same_assembly_bridge	0.3214	30_40	P36954	P0C0S5	P02299	0.999869	0.999761	0.000108	1.0	0.004178	0.017283	0.718876	0.623635
SCF:0000947	AC:000793	A0QS96	A0QSD7	A0QZ86	8wi9-assembly1.cif.gz	11_24	1	19	1	16.522	7.791	same_assembly_bridge	0.2797	20_30	P21472	P80372	A0QZ86	0.988351	0.999939	-0.011588	0.0	0.253929	0.37891	0.328732	0.867363
SCF:0000951	AC:000794	Q49QE8	Q49QC8	Q49PL6	7amv-assembly1.cif.gz	11_24	1	1	0	49.478	2.889	same_assembly_bridge	0.2941	20_30	Q49QE8	P68610	P04310	0.995347	0.018875	0.976472	1.0	0.004175	0.004179	0.137923	0.746702
SCF:0000953	AC:000795	P21464	P21469	P21467	8cee-assembly1.cif.gz	11_24	1	17	1	36.007	6.534	same_assembly_bridge	0.2812	20_30	A0QVB8	P17291	Q839E7	0.999891	0.999862	2.9e-05	1.0	0.888953	0.88448	0.875796	0.865417
SCF:0000954	AC:000796	B7GL84	B7GIG3	B7GL96	6z16-assembly1.cif.gz	11_24	1	1	0	9.474	2.469	same_assembly_bridge	0.3088	30_40	B7GL84	B7GIG3	B7GL96	0.998666	0.672167	0.326499	1.0	0.00422	0.008722	0.234102	0.123738
SCF:0000964	AC:000804	A8IJY7	A8J353	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	66.49	4.229	same_assembly_bridge	0.3	30_40	A8IJY7	A8J353	A8INX1	0.269701	0.00025	0.269451	1.0	0.960297	0.00418	0.671971	0.125123
SCF:0000965	AC:000804	A8J353	A8IJY7	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	66.49	4.185	same_assembly_bridge	0.2961	20_30	A8J353	A8IJY7	A8INX1	0.000557	0.00025	0.000307	1.0	0.004175	0.00418	0.490563	0.125123
SCF:0000968	AC:000806	A0AAN0NP81	A9WEV7	A9WEV4	8k9f-assembly1.cif.gz	3_10	1	3	1	11.592	2.824	same_assembly_bridge	0.2786	20_30	A0AAN0NP81	A9WEV7	A9WEV4	0.608951	0.06875	0.540201	1.0	0.004349	0.04926	0.192281	0.291913
SCF:0000971	AC:000808	A0A4V8GZZ2	A0A4V8H001	A0A4V8GZZ8	6igz-assembly1.cif.gz	11_24	1	3	1	29.925	2.217	same_assembly_bridge	0.4222	40_50	A0T0M8	Q75VY8	I0YPL4	0.999817	0.997187	0.00263	1.0	0.004507	0.013946	0.070199	0.304544
SCF:0000974	AC:000810	P53330	P32591	P53628	7egp-assembly1.cif.gz	11_24	1	3	1	47.381	3.173	same_assembly_bridge	0.3138	30_40	P53330	P32591	P53628	0.002277	0.285533	-0.283256	0.0	0.004174	0.004179	0.167445	0.542695
SCF:0000977	AC:000812	Q9Y265	P06899	P04908	7zi4-assembly1.cif.gz	11_24	1	2	1	30.93	3.117	same_assembly_bridge	0.3855	30_40	Q9Y265	O23629	P0C0S5	0.999451	0.999092	0.000359	1.0	0.968652	0.415326	0.769821	0.728058
SCF:0000985	AC:000814	Q86X83	Q8N668	Q9H0A8	8p0w-assembly1.cif.gz	11_24	1	3	1	20.136	3.008	same_assembly_bridge	0.2148	20_30	Q86X83	Q8N668	Q9H0A8	0.999918	0.999925	-7e-06	0.0	0.004174	0.004176	0.75195	0.67985
SCF:0001000	AC:000828	O60925	P40227	P49368	6nrd-assembly1.cif.gz	11_24	1	3	1	20.925	2.352	same_assembly_bridge	0.314	30_40	O60925	P40227	Q3T0K2	0.999922	0.999895	2.7e-05	1.0	0.005524	0.006482	0.515353	0.402288
SCF:0001005	AC:000829	P92558	Q9C6B3	Q9SMN1	7aqq-assembly1.cif.gz	11_24	1	7	1	8.383	2.415	same_assembly_bridge	0.4182	40_50	P92558	Q9C6B3	Q9SMN1	0.999223	0.040147	0.959076	1.0	0.910267	0.004252	0.095314	0.144469
SCF:0001008	AC:000830	E2RXU4	A0A069PXX1	A0A2V3F2U6	6spc-assembly1.cif.gz	11_24	1	3	1	34.485	1.764	same_assembly_bridge	0.321	30_40	Q50296	C3SRY2	P17291	0.99994	0.999942	-2e-06	0.0	0.730409	0.85305	0.000135	0.043042
SCF:0001013	AC:000832	E1C9L3	A0A0F6NGI2	A0A0F6NFW5	6zxs-assembly1.cif.gz	11_24	1	6	1	36.733	2.859	same_assembly_bridge	0.5149	ge50	E1C9L3	T1RIQ1	A0T0M8	0.977762	0.213181	0.764581	1.0	0.041723	0.018398	0.056722	0.041588
SCF:0001025	AC:000841	P9WPV3	P9WPV1	P9WPV5	8jr0-assembly1.cif.gz	11_24	1	3	1	11.127	2.876	same_assembly_bridge	0.2636	20_30	P9WPV3	P9WPV1	A0R204	0.990348	0.96422	0.026128	1.0	0.060191	0.004191	0.709868	0.057897
SCF:0001030	AC:000844	Q12321	P47822	P33308	7uig-assembly1.cif.gz	11_24	1	4	1	43.52	2.112	same_assembly_bridge	0.3085	30_40	Q12321	P47822	P33308	0.994445	0.999282	-0.004837	0.0	0.00418	0.004185	0.250963	0.499484
SCF:0001059	AC:000876	P02557	P53378	P09733	8qv3-assembly1.cif.gz	11_24	1	2	1	34.207	2.664	same_assembly_bridge	0.3233	30_40	P07437	P53378	P09733	0.999753	0.996449	0.003304	1.0	0.904186	0.965601	0.775957	0.733444
SCF:0001060	AC:000876	P53378	P02557	P09733	8qv3-assembly1.cif.gz	11_24	1	2	1	34.207	2.427	same_assembly_bridge	0.4319	40_50	P53378	P07437	P09733	0.993847	0.996449	-0.002602	0.0	0.921295	0.965601	0.725464	0.733444
SCF:0001073	AC:000885	A8IJ60	A8IJY7	A0A2K3DG79	7ekq-assembly1.cif.gz	11_24	1	1	0	17.086	2.967	same_assembly_bridge	0.4455	40_50	A8IJ60	A8IJY7	A0A2K3DG79	0.13096	0.029087	0.101873	1.0	0.964245	0.950659	0.675007	0.579882
SCF:0001079	AC:000889	B6STT2	P12329	B6SZT9	5zji-assembly1.cif.gz	11_24	1	1	0	42.255	2.877	same_assembly_bridge	0.8054	ge50	A8IL32	A9RT62	A9RT62	0.998283	0.999674	-0.001391	0.0	0.771971	0.00478	0.606244	0.505531
SCF:0001083	AC:000893	P72798	P74810	P74149	7r0w-assembly1.cif.gz	11_24	1	1	0	16.739	2.741	same_assembly_bridge	0.4	40_50	P72798	P74810	P74149	0.997253	0.986182	0.011071	1.0	0.006217	0.004903	0.000144	4.4e-05
SCF:0001103	AC:000913	Q9NQP4	Q9UHV9	P61758	6nrb-assembly1.cif.gz	11_24	1	3	1	11.552	2.309	same_assembly_bridge	0.2807	20_30	Q9NQP4	Q9UHV9	P61758	0.999608	0.999697	-8.9e-05	0.0	0.004179	0.004237	0.634161	0.807475
SCF:0001107	AC:000913	Q9UHV9	Q9NQP4	P61758	6nrb-assembly1.cif.gz	11_24	1	3	1	11.552	2.347	same_assembly_bridge	0.2455	20_30	Q9UHV9	Q9NQP4	P61758	0.999876	0.999697	0.000179	1.0	0.004204	0.004237	0.597679	0.807475
SCF:0001117	AC:000918	P61077	P07305	O60814	9ipu-assembly1.cif.gz	11_24	1	1	0	32.923	3.937	same_assembly_bridge	0.3772	30_40	A0A6P5C4T4	P07305	O23629	0.003547	0.000107	0.00344	1.0	0.037145	0.010874	0.448925	0.16905
SCF:0001119	AC:000921	A0A2P6TPU7	A0A2P6U4K1	A0A2P6TS63	6zzy-assembly1.cif.gz	11_24	1	2	1	39.071	2.306	same_assembly_bridge	0.4575	40_50	A0A2P6TPU7	Q75VY8	Q84Y02	0.997816	0.997916	-0.0001	0.0	0.007413	0.01204	0.444598	0.731417
SCF:0001127	AC:000930	A0A2P6THB2	A0A2P6TPU7	A0A2P6U0J1	6zzx-assembly1.cif.gz	11_24	1	1	0	11.435	2.353	same_assembly_bridge	0.2885	20_30	A0A2P6THB2	A0A2P6TPU7	P14225	0.999556	0.992876	0.00668	1.0	0.025596	0.006776	0.531397	0.529554
SCF:0001135	AC:000936	M2XR49	E3UIU0	E3UIU1	9kc5-assembly1.cif.gz	11_24	1	1	0	49.4	3.395	same_assembly_bridge	0.5156	ge50	M2XR49	A0T0M8	T1RIQ1	0.998534	0.984456	0.014078	1.0	0.004286	0.004251	0.084189	0.131877
SCF:0001136	AC:000942	Q9WV32	Q99JY9	P61161	7aqk-assembly1.cif.gz	11_24	1	1	0	16.508	6.239	same_assembly_bridge	0.3791	30_40	Q1JP79	P61157	A7MB62	0.982681	0.974854	0.007827	1.0	0.884683	0.468899	0.642877	0.561167
SCF:0001144	AC:000954	Q02260	Q08920	Q00916	6n7p-assembly1.cif.gz	11_24	1	1	0	21.376	2.683	same_assembly_bridge	0.257	20_30	Q02260	Q08920	Q00916	0.976626	0.992376	-0.01575	0.0	0.716899	0.965714	0.71246	0.740588
SCF:0001145	AC:000955	Q9SN86	O22993	F4KF14	8xkv-assembly1.cif.gz	11_24	1	2	1	25.483	2.974	same_assembly_bridge	0.3673	30_40	Q9SN86	O22993	F4KF14	0.004251	0.001481	0.00277	1.0	0.004265	0.01212	0.122903	0.122354
SCF:0001155	AC:000965	E3UIU9	E3UIU1	E3UIU0	9kc5-assembly1.cif.gz	11_24	1	1	0	12.139	3.17	same_assembly_bridge	0.5156	ge50	Q85FP8	T1RIQ1	A0T0M8	0.995495	0.994526	0.000969	1.0	0.010625	0.013857	0.305749	0.326949
SCF:0001156	AC:000967	Q96N11	Q96HW7	Q9NVR2	8rbz-assembly1.cif.gz	11_24	1	3	1	18.801	3.062	same_assembly_bridge	0.2727	20_30	Q96N11	Q96HW7	Q9NVR2	0.99942	0.891156	0.108264	1.0	0.004174	0.004175	0.429352	0.230574
SCF:0001158	AC:000968	Q9SUI4	Q9S7N7	Q9SHE8	8j7b-assembly1.cif.gz	11_24	1	7	1	9.729	2.357	same_assembly_bridge	0.2756	20_30	A8IL32	B6U534	Q9SHE8	0.987978	0.997811	-0.009833	0.0	0.013191	0.007067	0.373734	0.489778
SCF:0001160	AC:000972	P22224	P33332	P32855	5yfp-assembly1.cif.gz	3_10	1	2	1	18.832	3.354	same_assembly_bridge	0.2883	20_30	P22224	P33332	P32855	0.999758	0.00025	0.999508	1.0	0.004174	0.004177	0.35169	0.638925
SCF:0001162	AC:000972	P33332	P22224	P32855	5yfp-assembly1.cif.gz	3_10	1	2	1	18.832	2.533	same_assembly_bridge	0.2961	20_30	P33332	P22224	P32855	0.000125	0.00025	-0.000125	0.0	0.004176	0.004177	0.626459	0.638925
SCF:0001167	AC:000974	P58246	Q8YVQ2	P0A3Y1	2zt9-assembly1.cif.gz	11_24	1	3	1	12.327	3.215	same_assembly_bridge	0.375	30_40	P74149	Q8YVQ2	P0A3Y1	0.93742	0.998792	-0.061372	0.0	0.202938	0.180215	0.62131	0.573768
SCF:0001176	AC:000985	P53840	P29496	P29469	9e2x-assembly1.cif.gz	11_24	1	2	1	23.026	2.132	same_assembly_bridge	0.4108	40_50	P53840	P29496	P29469	0.038758	0.9618	-0.923042	0.0	0.006138	0.004177	0.698045	0.712456
SCF:0001181	AC:000988	P80374	Q5SJH3	Q5SLQ0	1ibk-assembly1.cif.gz	11_24	1	400	1	10.566	2.934	same_assembly_bridge	0.3333	30_40	C3SRY2	Q5SJH3	P62659	0.999907	0.999918	-1.1e-05	0.0	0.884795	0.403489	0.837546	1.1e-05
SCF:0001185	AC:000990	P32457	Q07657	P32468	9gd4-assembly1.cif.gz	3_10	1	2	1	18.565	2.312	same_assembly_bridge	0.3543	30_40	P32457	Q07657	P32468	0.999866	0.999845	2.1e-05	1.0	0.004182	0.00418	0.425313	0.441738
SCF:0001187	AC:000990	Q07657	P32457	P32468	9gd4-assembly1.cif.gz	3_10	1	2	1	18.565	2.617	same_assembly_bridge	0.3592	30_40	Q07657	P32457	P32468	0.999777	0.999845	-6.8e-05	0.0	0.004176	0.00418	0.560162	0.441738
SCF:0001190	AC:000993	Q9H0A8	Q9P000	Q8N668	8p0w-assembly1.cif.gz	11_24	1	3	1	20.044	2.631	same_assembly_bridge	0.3063	30_40	Q9H0A8	Q9P000	Q8N668	0.999881	0.999757	0.000124	1.0	0.004176	0.004176	0.734245	0.72521
SCF:0001201	AC:001001	Q15369	Q8N884	Q6PJ21	8okx-assembly1.cif.gz	3_10	1	2	1	33.843	3.078	same_assembly_bridge	0.2782	20_30	Q15369	Q8N884	Q6PJ21	0.999828	0.999718	0.00011	1.0	0.004185	0.004183	0.611368	0.306918
SCF:0001215	AC:001013	P23993	Q43485	F2CW18	7ew6-assembly1.cif.gz	11_24	1	1	0	45.137	3.002	same_assembly_bridge	0.4758	40_50	A8IL32	F2D0D5	Q84Y02	0.995668	0.999258	-0.00359	0.0	0.063411	0.059017	0.558928	0.677288
SCF:0001231	AC:001035	Q9BV81	Q9NPA0	Q9P0I2	8s9s-assembly1.cif.gz	3_10	1	9	1	14.849	2.198	same_assembly_bridge	0.2375	20_30	Q9BV81	Q9NPA0	Q9P0I2	0.999913	0.999892	2.1e-05	1.0	0.004179	0.004209	0.529383	0.643513
SCF:0001232	AC:001041	P40208	P25569	P53076	7nsb-assembly1.cif.gz	3_10	1	1	0	8.139	2.246	same_assembly_bridge	0.3056	30_40	P40208	P25569	P53076	0.016536	0.987462	-0.970926	0.0	0.004173	0.004174	0.376233	0.298458
SCF:0001244	AC:001048	Q12745	P28791	P53146	8eki-assembly1.cif.gz	3_10	1	1	0	8.43	2.438	same_assembly_bridge	0.3112	30_40	Q12745	P28791	P53146	0.000215	0.000145	7e-05	1.0	0.004179	0.004175	0.51884	0.117342
SCF:0001245	AC:001051	A0AAN0Y3T9	A0AAN0Y4G9	A0AAN0Y0S4	9h90-assembly1.cif.gz	11_24	1	1	0	13.178	2.685	same_assembly_bridge	0.303	30_40	P17291	P21472	Q83ER2	0.999929	0.999934	-5e-06	0.0	0.943951	0.447989	0.651231	0.806738
SCF:0001246	AC:001051	A0AAN0Y4G9	A0AAN0Y3T9	A0AAN0Y0S4	9h90-assembly1.cif.gz	11_24	1	1	0	13.178	3.776	same_assembly_bridge	0.3171	30_40	P21472	P17291	Q83ER2	0.999882	0.999934	-5.2e-05	0.0	0.775403	0.447989	0.767971	0.806738
SCF:0001247	AC:001055	A0A2K1JLZ3	Q8MFA3	Q8MFA2	6l35-assembly1.cif.gz	11_24	1	1	0	20.531	3.573	same_assembly_bridge	0.539	ge50	A0A9R0J8B1	A0T0M8	T1RIQ1	0.999778	0.999508	0.00027	1.0	0.214707	0.16386	0.452264	0.37347
SCF:0001250	AC:001056	A0A2K3DG79	A8IH07	A8IJ60	7ekq-assembly1.cif.gz	11_24	1	1	0	29.524	2.494	same_assembly_bridge	0.316	30_40	A0A2K3DG79	A8IH07	A8IJ60	0.13096	0.781113	-0.650153	0.0	0.964245	0.004184	0.675007	0.296922
SCF:0001270	AC:001074	P47017	P40089	Q06406	4c92-assembly1.cif.gz	3_10	1	3	1	8.23	3.377	same_assembly_bridge	0.3667	30_40	P47017	P40089	Q06406	0.999667	0.99989	-0.000223	0.0	0.93026	0.924631	0.751073	0.729497
