ac_id	protein_a	protein_c	qid_a	qid_c	family_a	family_c	pdb_id	assembly_id	tax_id	score	len_a	len_c	pair_tokens	truncated	train_pair	n_train_proteins	core_flag	assembly_size_stratum	num_protein_chains	min_heavy	min_cb	n_pdb	kmer_jaccard	human	bridge_contact_strength	train_identity_a	train_identity_c	train_familiarity	familiarity_bin	proximity_bin	association_class	association_plus
AC:000328	E9NPW6	I0Z2Y0	Q8b1bd44d8ddbc799d02d52153fa72e68b7470b63	Q8a1de07a66b1d9660ca4a20a83674370cb795508	Q55329	Q75VY8	9kqp	1	574566	0.290346	41	274	318	0	0	0	1	11_24	24	37.224	39.924	2	0.016666667	0	0	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000330	O14625	P63096	Qdc3604ccc4c173697de328c6d8f5e7da35dd59ed	Qdf240e09725bf149dda7f5f0e36c6b0621b978f1	O14625	P50148	8hnk	1	9606	0.998566	94	354	451	0	0	2	1	3_10	6	26.023	30.53	2	0.021582734	1	68	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000335	A0A3B6IU74	A0A3B6KRQ3	Q1d23760f2a7225c3ae709975b31d393bcf058698	Qa38a154d9f47915b3ebaeb8c394e1a1ebd8eab11	A0A3Q7I881	A0A3B6KRQ3	8r6f	1	4565	0.999947	263	275	541	0	0	0	1	11_24	20	10.54	18.771	1	0.024489796	0	6	65.3	70.5	65.3	60-80	8-15 A	no_recorded_association	0
AC:000336	O14818	Q9BT73	Q27533e6fe54ad360409f63a76484a38e598ef1d7	Q0ab2182d9e22052bd7ac4363017d861ca8592462	O14818	Q9BT73	8tm3	1	9606	0.999762	248	122	373	0	0	2	1	11_24	11	12.369	18.367	2	0.028901734	1	47	100.0	100.0	100.0	80-100	8-15 A	other_intact	0
AC:000337	Q2T9T3	Q32P78	Q331e6419112d2d5fae730d39d817cfad317a4653	Qb83ce02a01f31533f115a57519e51875831ae069	O81098	C4R009	8qw9	1	9913	0.999934	210	67	280	0	0	1	1	11_24	13	38.636	43.693	6	0.0038167939	0	2	98.5	100.0	98.5	80-100	15-40 A	no_recorded_association	0
AC:000338	P84077	Q9HAD4	Qceb6b2f5ab26e95a27c69b89a6fd1d441b293edf	Q0eb399c29cef21f3d60c8ad629f804143cb7b8f5	P84077	Q9HAD4	7mge	1	9606	0.020317	181	459	643	0	0	2	1	3_10	4	54.008	55.45	1	0.028764805	1	26	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:000339	A0A4V8H004	A0A4V8H005	Q63197997a3cc900fea3a20f168e94ca9f1c322ef	Q354b73344f1d22f06713b7b12c0e8c3bbd898e53	A0A4V8H004	A0A4V8H005	6igz	1	325651	0.003287	245	81	329	0	0	0	1	11_24	23	31.187	33.15	1	0.003236246	0	8	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000340	P68431	Q96GM5	Qa287743a8871647ba1b1666d3bb53b18c73e2f03	Q730a989e5f89f20946f188d6d69b3bec3775d396	P02299	Q96GM5	9rl4	1	9606	0.99982	136	515	654	0	0	2	1	11_24	20	61.189	64.773	5	0.025553663	1	11	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:000341	Q8SDC8	Q8SDD3	Q742d3c4c0d9a0290befe0b646fbf5108284c68be	Q7583e66a126ef20e5d82b3bd0b1f7448a4bb598e	Q8SDC8	Q8SDD3	9xps	1	2905945	0.999059	256	695	954	0	0	0	1	11_24	15	14.863	17.652	1	0.021939954	0	10	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000342	A0A3Q7G7F0	A0A3Q7I881	Q7050c4f91918f31606c7282f1ec11f092309db7b	Q5fd3132e8ed58b53fe42073b53a8a2d17ccd0460	A0A3B6KRQ3	A0A3Q7I881	7qix	1	4081	0.999946	280	260	543	0	0	0	1	11_24	21	23.89	28.426	2	0.028629857	0	2	71.6	66.7	66.7	60-80	15-40 A	no_recorded_association	0
AC:000344	P20226	Q92966	Qb47e1c90f3b03b821caf562c9c9d4293fe82826a	Qac1cff689860a5f208ecc9af46072e56cafd43e0	P20226	Q92966	7zwc	1	9606	0.000721	339	411	753	0	0	2	1	3_10	8	13.358	18.135	7	0.033639144	1	5	100.0	100.0	100.0	80-100	8-15 A	no_recorded_association	0
AC:000346	E9NPX1	I0Z7A6	Q5289be4c7ce76a41c38df94465e7b29d29dc8ec5	Q0bebf5d9161db02ec58a4b06e2014c068edb4a35	E9NPX1	Q75VY8	9kqq	1	574566	0.146805	36	272	311	0	0	0	1	11_24	20	37.002	38.952	2	0.010452962	0	8	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000347	Q5MNZ6	Q9P0N9	Q89df00374649f3144893990e6557a62ccbf4f294	Q1adcc350b19a2efff4fd7b52483826dd4e650169	Q5MNZ6	Q9P0N9	9ce3	1	9606	6.6e-05	344	293	640	0	0	2	1	3_10	8	317.876	319.329	1	0.0237691	1	64	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:000348	Q1HFX1	Q1HGH9	Q422e2ca3f9fdced948dcfe584905d4b2bd674152	Qb8091dbda5a4f5c3d41608932e2f627664a31ed6	A8IY95	Q1HGH9	7k58	1	5911	0.001249	103	202	308	0	0	0	1	11_24	17	67.779	72.735	1	0.021126761	0	70	48.4	51.1	48.4	40-60	>=40 A	no_recorded_association	0
AC:000349	A0A2K9VK88	A0A2K9VKE4	Q1b5d2ad8b06fd8f6b41213a2b0fc42f77023570e	Q74595c8c2fb033ceac425b87ab4b89fa55c6a576	A0A2K9VK88	A0A2K9VKE4	9c39	1	2024304	0.99941	149	450	602	0	0	0	1	11_24	16	69.573	72.069	1	0.023423423	0	7	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000352	F2Z4C9	Q32P73	Q96314a31f04bcd9dea453dbbc1eec6a9d8748eff	Qb33926f5f1f43eb9ce09a37af1c026067c9c1965	A0A4X1VEK9	P36954	9xgk	1	9913	0.999943	127	125	255	0	0	0	1	11_24	13	53.213	61.012	1	0.012345679	0	98	99.0	99.2	99.0	80-100	>=40 A	no_recorded_association	0
AC:000354	A8J4K5	A8J8N9	Q18aa6b946619bf07b33d37d1a2186c08f500b148	Qbd369d35f9aa5f343ec87da00d2cad312996cbc1	A8J4K5	A8J8N9	9f5z	1	3055	0.99897	59	69	131	0	0	0	1	11_24	20	50.402	51.631	2	0.0	0	1	0.0	34.3	0.0	0-20	>=40 A	no_recorded_association	0
AC:000355	P20436	Q04307	Q37a10cce0cf46d2d4f92d5a6fa27e43da5eee5db	Q1b67c841ba6d69b1c8508db6e223ed4c917e748b	C4R273	Q9Y2Y1	7z0h	1	559292	0.999934	146	110	259	0	0	0	1	11_24	19	12.803	15.263	24	0.008	0	125	34.5	52.2	34.5	20-40	8-15 A	no_recorded_association	0
AC:000356	P07992	Q92759	Qc2069c7c11fe176351869cd1b130a1138cd23e1a	Qbd026442deb27d3c8cc90ea860fd47a4dbfb8656	P07992	Q92759	9pcp	1	9606	0.999731	297	462	762	0	0	1	1	11_24	13	65.612	67.761	2	0.038961039	1	6	99.2	100.0	99.2	80-100	>=40 A	no_recorded_association	0
AC:000357	Q83D75	Q83E83	Q9b4be193b015758cd548c0327ae6b7404a855fe7	Qde78b3843c93067b20a072391a3fa52d8834b707	A0A2V3DLV3	Q83E83	9t0z	1	227377	0.999915	73	137	213	0	0	0	1	11_24	21	42.085	46.36	3	0.010152284	0	0	34.6	43.7	34.6	20-40	>=40 A	no_recorded_association	0
AC:000360	A0A2K3D1M1	A8HRZ4	Q6468fe971e7355b82d2f3c00d33add41a6ab1c23	Q9f1cdb8d4b9ad64e556cecaa71d0baca3ef8d740	A0A2K3D1M1	A8HRZ4	9f60	1	3055	0.895074	58	175	236	0	0	0	1	11_24	12	25.985	28.153	4	0.0045045045	0	12	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000361	P78345	P78346	Q6d7c02ef20f194aee9c493ca7bbf6e86454c063d	Qa511ef527a73a4d1c6cd86d2fa446249ad26ef51	P78345	P78346	6ahr	1	9606	0.999158	283	268	554	0	0	1	1	11_24	11	20.426	24.439	4	0.025590551	1	11	100.0	100.0	100.0	80-100	15-40 A	other_intact	0
AC:000362	B8YB54	B8YB56	Q9974d5187c6f75750494dfe96310d2e9b3896aff	Q93517ec732ea11795324a1ef7cebd55ae8232860	B8YB54	P39471	2wb1	1	523848	0.995966	392	265	660	0	0	0	1	11_24	13	38.219	42.717	5	0.042158516	0	56	0.0	26.1	0.0	0-20	15-40 A	no_recorded_association	0
AC:000363	O74471	Q9P4W1	Qd7bb10f74da02099fa69be90d81dd73632fa979e	Q6bd1d6bef4dccbeb45802888b3dd206e0e6db2b6	O74471	Q9P4W1	8c8q	1	284812	0.99985	130	66	199	0	0	0	1	11_24	13	17.437	24.595	2	0.0053763441	0	23	34.2	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000364	P14406	Q9BW72	Q92b8d32bae7c9e9055e06ea01f6f0626156a0646	Qb25cf862b4daef31b4e5353bce86da56c5ae3478	P07470	Q9BW72	9i6f	1	9606	0.997869	83	106	192	0	0	0	1	11_24	14	23.066	27.254	1	0.0054644809	1	8	100.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000365	A0A1S3X147	A0A1S4CE74	Qd9d0a3ce08b6ada4f3189f72e8a08e5aaa080d7e	Q7ab432f793867839d3b91739bc6d88afcc1a6806	A0A1S3ZQT7	A0A9R0JBX6	8wa1	1	4097	5.1e-05	331	486	820	0	0	0	1	11_24	20	12.451	16.23	1	0.034528552	0	52	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000366	P9WPU7	P9WPV7	Q2d640ba7538ac9b8e609088551a7577a2615974b	Qb010948f96f2b908ed2ea0b4cd3e8543457d5c5e	P9WPU7	P9WPV7	8j0t	1	83332	0.999674	549	250	802	0	0	0	1	11_24	20	46.92	47.58	2	0.048364154	0	47	54.7	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000367	P12873	P42920	Qc7d546c9721d5a67d77a9fdcd3288eeb3d269e87	Q6199a9cad5cb4567270be4dbb43cb8d72093523a	P12873	P42920	9bsl	1	224308	0.999746	66	209	278	0	0	0	1	11_24	21	15.315	16.351	28	0.015384615	0	0	38.3	30.2	30.2	20-40	15-40 A	no_recorded_association	0
AC:000368	P38632	Q07913	Qa5bf6dbef3259e99dcb9c0be0e92be4abb887c0b	Q248dedbf0f44e41c080fce88de038211923e6633	P38632	Q07913	7qcd	1	559292	0.99467	267	336	606	0	0	0	1	3_10	6	124.463	126.638	2	0.02292769	0	34	0.0	24.8	0.0	0-20	>=40 A	no_recorded_association	0
AC:000369	P00420	P00424	Q17e923707a82cc81072c465191ee75447d87df7f	Q8e97438c14ff1303b0528df6e7cae2cf085ea559	P00420	P00424	7z10	1	559292	0.999907	269	153	425	0	0	0	1	3_10	9	29.854	34.209	9	0.022556391	0	89	44.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000370	P19844	Q52529	Qc2ccfbd3f68c66f9d0f910c70ecf096594e27483	Q1e08e0bad5dcc224437325542026d39815696591	P19844	Q52529	7osh	1	316	0.149619	308	190	501	0	0	0	1	3_10	6	53.495	56.024	5	0.04415011	0	3	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000371	C4LXM0	C4M5A0	Qbc45e0a429144506d38b911fcc0bdb1aa05ee1dd	Q811426f9723326cec5cf0f005d0779fadede332b	C4LXM0	C4M5A0	9v27	1	294381	0.999949	130	254	387	0	0	0	1	11_24	18	8.392	15.008	5	0.0054200542	0	25	71.5	49.5	49.5	40-60	8-15 A	no_recorded_association	0
AC:000372	A0A333U4T6	V5V9F4	Q21e195d83b6ea24323bcfaf6be1a2604f54cd140	Q9121512d892b3b08b8d2dc5225742da0e2fb12a4	A0A333U4T6	V5V9F4	6ic4	1	470	0.031951	95	258	356	0	0	0	1	11_24	12	18.879	30.298	1	0.012084592	0	0	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000373	P20143	P36213	Qf874aae1b77de74aa3de6f92ed82c2b49e4a0232	Q19b6377798f72a20affd9da1f538b7bff1766d35	P20143	A5Z2K3	7ewk	1	4513	0.00774	143	205	351	0	0	0	1	11_24	15	21.82	24.964	3	0.047468354	0	34	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000374	C4B7Q7	C4B7Q8	Q9bfcec9f68b87db15e1fe62c8d18706b8e3f43b9	Q47f5c9cd2d632fdee81c47df4fe606bd58721bb0	C4B7Q7	C4B7Q8	9ufe	1	2986	0.999888	366	209	578	0	0	0	1	11_24	18	31.133	34.195	1	0.071005917	0	5	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000375	A0ACD6B9L6	A0ACD6B9N1	Qfb9cabb8008e403e468f5999b4d0bedad83176ec	Q2b4dd03cdb2e3571c6aa477581ec7f72b4a9c883	P12239	Q8DIQ1	7sa3	1	91464	0.997388	44	509	556	0	0	0	1	3_10	9	22.595	25.64	2	0.0058708415	0	22	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000377	Q8DL32	Q8DL61	Q9c29df8fdd93b638f72c148e1b9a6b188ec61e8c	Q883cba89ccfeb62657e00849d38f3324e3409ac8	Q8DL32	Q8DL61	6nby	1	197221	0.001457	372	110	485	0	0	0	1	11_24	18	19.886	24.813	8	0.015730337	0	48	35.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000378	C4R0E6	C4R2R6	Qcb00ab27d5bd5e0830e109588c549eafcec110b9	Qe1240414e1f17597dc17b49125de3f0d0912d191	C4R0E6	C4R2R6	5xon	1	644223	0.999515	114	285	402	0	0	0	1	11_24	15	71.626	72.361	1	0.0078534031	0	4	47.5	35.7	35.7	20-40	>=40 A	no_recorded_association	0
AC:000379	P36121	P47076	Qac1b260e85b7e17a61286a2e6b8b1f31d920ac0c	Qb98443002ff52e4a0e75d715473eb52a61799403	P36121	P47076	6eu0	1	559292	0.999939	282	161	446	0	0	0	1	11_24	20	80.981	86.908	24	0.034398034	0	0	0.0	30.8	0.0	0-20	>=40 A	no_recorded_association	0
AC:000380	Q9KPS1	Q9X4Q6	Q25df0d01b8758016cd6a75e215868ee74ba1782a	Q0283059a6c55eae76419f9a10f2a4b4a2a50ede3	Q9KPS1	Q9X4Q6	8a1u	1	243277	0.008944	446	210	659	0	0	0	1	3_10	6	10.6	14.826	1	0.036605657	0	14	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000381	A0A125YTU2	S8GED8	Qfd06baa04d237b8fb52caf67408ddb83a3ff0c6f	Qe2f76c61f3c0faa45cbbc38f086d216313f842cd	S7W9J5	S8GED8	9g9t	1	508771	0.999098	398	563	964	0	0	0	1	11_24	24	22.893	25.306	1	0.035469108	0	42	51.7	31.8	31.8	20-40	15-40 A	no_recorded_association	0
AC:000382	D0CD01	D0CD03	Q896de483bb559ac763a9884b430475e6a4f7cc6b	Qc1bb48d6baf48c9e84088b46c09dd90cdb11ba49	A0QSD5	D0CD03	6ys5	1	575584	0.999843	91	250	344	0	0	0	1	3_10	7	26.152	32.175	2	0.01242236	0	4	40.7	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000383	P45684	Q9HTM1	Qe00182f29f9350568fddbae646703ac5302dfef4	Q518c9273fbf858f69d98aed1af8d92debff29010	P45684	Q9HTM1	7vf9	1	208964	0.028038	334	88	425	0	0	0	1	3_10	6	18.179	20.186	4	0.015267176	0	67	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000386	F2Z4C9	F2Z4H3	Q96314a31f04bcd9dea453dbbc1eec6a9d8748eff	Q87b0515838bcc116e7c3f15c168db96e79553641	A0A4X1VEK9	A0A8D1AQR7	9xgk	1	9913	0.99994	127	150	280	0	0	0	1	11_24	13	28.019	31.431	1	0.0074349442	0	117	99.0	100.0	99.0	80-100	15-40 A	no_recorded_association	0
AC:000387	A0A125YZ21	S8GED8	Q34ff8ff97f3329dfbdbb193f9dc564f60704651e	Qe2f76c61f3c0faa45cbbc38f086d216313f842cd	S7UVH4	S8GED8	9g9t	1	508771	0.980869	128	563	694	0	0	0	1	11_24	24	38.517	41.53	1	0.0077760498	0	42	0.0	31.8	0.0	0-20	15-40 A	no_recorded_association	0
AC:000388	A0A4V8H004	A0A4V8H008	Q63197997a3cc900fea3a20f168e94ca9f1c322ef	Q615d6b21d653cc777a9eaf1ac3e64c427a303599	A0A4V8H004	P12356	6igz	1	325651	0.999251	245	236	484	0	0	0	1	11_24	23	46.535	48.564	1	0.033860045	0	8	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000390	P87310	Q9USH1	Q28ceb6890306e1b722124fdb7c78dbfbaab9f3ec	Q12e91d8fa4ac6177cacd1933f6bc2ac78d00dfc6	P87310	Q9USH1	5n9j	1	284812	0.999935	144	139	286	0	0	0	1	11_24	15	31.188	38.845	1	0.011152416	0	53	24.1	50.0	24.1	20-40	15-40 A	no_recorded_association	0
AC:000392	Q7L5N1	Q9UBF6	Q872b98c80ba324226d6df4b6b49f94807ee358ff	Q14da29d28cc4aefd3992129ce6c8bb9cd1ff1f0c	Q7L5N1	P62877	9eg1	1	9606	0.139282	327	113	443	0	0	2	1	11_24	11	38.152	40.783	1	0.014527845	1	20	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000394	P36121	P40422	Qac1b260e85b7e17a61286a2e6b8b1f31d920ac0c	Qe6038d8dee940bcd14e7afb718832518f881f9ef	P36121	P40422	6eu0	1	559292	0.999932	282	70	355	0	0	0	1	11_24	20	42.752	44.38	24	0.0091743119	0	52	0.0	52.3	0.0	0-20	>=40 A	no_recorded_association	0
AC:000395	E9NPV2	I0Z284	Qbf5c29739c16c8e52e4e8e5b82aae5eb2557bc0f	Q17e7d5268555a4b6b0b56ea75b3b3ccd200a0ba2	E9NPV2	A0A2P6TPU7	9kqp	1	574566	0.000355	81	133	217	0	0	0	1	11_24	24	10.34	13.186	1	0.0	0	46	31.8	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000396	Q97ZJ9	Q980L5	Q28b8270cb664f46221d3b1c82aedae5937e229f9	Q11e675c4e566719873f064b00b8c4ee4f5886b33	Q97ZJ9	Q980L5	3hkz	1	273057	0.91449	95	132	230	0	0	0	1	11_24	13	23.149	30.587	1	0.023255814	0	0	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000397	A0A125YZN9	S7W9J5	Q9eed396938c92d12a9b9a48aaf0236fe704b5007	Qfd06baa04d237b8fb52caf67408ddb83a3ff0c6f	A0A125YZN9	S7W9J5	9i4x	1	507601	0.999361	141	398	542	0	0	0	1	11_24	24	15.649	21.088	1	0.026	0	50	0.0	51.7	0.0	0-20	15-40 A	no_recorded_association	0
AC:000398	Q8VZ65	Q9FYF8	Q58e7a3deec6498506a4b230af5b88725316bd943	Q05cb78cc28708ddcaef5b5b8b24ac0c1fe193034	Q8VZ65	Q9FYF8	8bef	1	3702	0.031885	63	98	164	0	0	0	1	11_24	22	17.06	23.441	3	0.02	0	15	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000399	A0A2K3DGW6	A0A2K3DLI2	Q894ee58ea801f390386b44c5ad800dca990817c5	Q4fe3ed843c77531a7c990aa661d04fee94820a93	A0A2K3DGW6	A0A2K3DLI2	8xqw	1	3055	0.000353	462	495	960	0	0	0	1	11_24	22	61.093	64.324	3	0.074263764	0	32	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000400	Q15370	Q8N884	Q6a95f8405a430b80f3dcc02ceed43cf97147c7a2	Q8c76f9769dfcd107057c936af070009ab6618d94	Q15370	Q8N884	8ol1	1	9606	0.999755	118	522	643	0	0	1	1	11_24	12	37.541	40.489	2	0.015177066	1	5	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000401	Q8U0M2	Q8U4N1	Q954013af94e1941e59e9611c3042c40a28182439	Q899f4fe2ae233be1691f36f05531acb0ecc540c2	Q8U0M2	Q5JE88	8rbo	1	186497	0.998042	82	95	180	0	0	0	1	11_24	11	17.145	18.678	4	0.024242424	0	36	48.6	31.2	31.2	20-40	15-40 A	no_recorded_association	0
AC:000402	Q9SUI5	Q9SUI7	Q34f393a176a81fece011cc1e52dad308f12a277c	Q930d68b27b18485d093a5edc3d844f5583f6c9ad	A0A4V8GZZ4	A0A2K1JDR4	9gc2	1	3702	0.994397	130	145	278	0	0	0	1	11_24	17	9.496	13.935	2	0.035573123	0	32	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000403	P62653	P62662	Q0f88e4141f2280d77cea361049eeb78a2c292375	Q8755e953ea9b07ee7f866dc10adbdc8999e4ed29	P62653	A0QVB8	4kvb	1	262724	0.999453	105	256	364	0	0	0	1	11_24	19	16.146	24.395	19	0.014705882	0	0	27.3	27.6	27.3	20-40	15-40 A	no_recorded_association	0
AC:000404	Q22R86	Q24CE5	Qb346ee79301912efb81e6da5f60c5ec0a078fc31	Q407e701cf6774a971e65d56fcf2938ad6465c7bb	Q22R86	Q24CE5	6zyw	1	312017	0.999252	111	87	201	0	0	0	1	11_24	19	8.924	10.496	1	0.016042781	0	18	30.5	46.9	30.5	20-40	8-15 A	no_recorded_association	0
AC:000405	F2QVW8	F2QZ97	Qca56aca71e9d8f4f6bfe60399a6ec25d0c2e6636	Q10b67ba628f47d0f73cc1e930cbc4a0a9e6cdfca	F2QVW8	F2QZ97	8ucj	1	981350	0.999907	152	80	235	0	0	0	1	11_24	12	19.353	23.243	1	0.0	0	49	30.0	48.8	30.0	20-40	15-40 A	no_recorded_association	0
AC:000406	Q1JQ91	Q32P79	Qd8e8860aca9a420e41f844454461ee2749435a19	Q8cafc397016b1c7b8427436cdf046807789c9ac0	Q1JQ91	A0A8D0TE17	5oik	1	9913	0.999942	142	117	262	0	0	1	1	11_24	14	49.761	51.075	6	0.024793388	0	3	99.2	100.0	99.2	80-100	>=40 A	no_recorded_association	0
AC:000408	P52434	P63272	Q87b0515838bcc116e7c3f15c168db96e79553641	Q773f8cbbc9534914bf9c843e454296222240c131	A0A8D1AQR7	P63272	8xrm	1	9606	0.999135	150	117	270	0	0	1	1	11_24	16	112.416	116.928	1	0.015564202	1	0	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:000409	P62012	Q9V0G0	Qf7235c72382a96ab6c355ec3845c1aba182ba66b	Qd0af9db8bc285a920f1d03375ef6c5bfd91c274d	P62012	Q9V0G0	6swe	1	272844	0.999921	56	67	126	0	0	0	1	11_24	13	16.098	19.563	7	0.0	0	20	50.0	39.3	39.3	20-40	15-40 A	no_recorded_association	0
AC:000410	P02607	P68139	Q910393e28b89404016a8ddf8bc8edc0fe0ae78ea	Qdaf66ef0496631efba1a32819620806ad346651e	P02607	P68134	8syf	1	9031	0.996488	151	377	531	0	0	1	1	3_10	8	63.019	63.882	1	0.01996008	0	99	89.4	100.0	89.4	80-100	>=40 A	no_recorded_association	0
AC:000411	A8J8N9	P23662	Qbd369d35f9aa5f343ec87da00d2cad312996cbc1	Q1bffbf5fcdd2f98648d3dac931ec5a2f0f0e02c4	A8J8N9	P23662	9f5z	1	3055	0.999787	69	381	453	0	0	0	1	11_24	20	12.431	16.262	2	0.0023640662	0	76	34.3	47.2	34.3	20-40	8-15 A	no_recorded_association	0
AC:000412	P62877	P68036	Qa52692351668f90b9d4cf5ce2d4964b0e8f7b263	Q031bb95a5d88e27976c027cc42a60644128fe8fe	P62877	P68036	7b5n	1	9606	0.997814	108	154	265	0	0	1	1	3_10	6	55.708	57.508	1	0.011811024	1	22	100.0	97.4	97.4	80-100	>=40 A	no_recorded_association	0
AC:000413	O34399	P50735	Qa320477b00e63b90c2ec5114262fb4073794371b	Qf6d60d596005ee4363153822202597c5fc0ff760	O34399	P50735	7mft	1	224308	0.002137	493	427	923	0	0	0	1	11_24	18	19.043	20.786	1	0.064792176	0	83	0.0	39.2	0.0	0-20	15-40 A	no_recorded_association	0
AC:000414	P60900	Q5JS54	Q17e2b0afaae70d2de30f9de00461c3227ec757ff	Q29d2d857c4db2813185e8b8187ab6a3757929460	P60900	Q5JS54	8tm3	1	9606	0.999901	246	123	372	0	0	1	1	11_24	11	19.327	22.65	2	0.011299435	1	1	100.0	75.9	75.9	60-80	15-40 A	no_recorded_association	0
AC:000415	P60292	Q8U4N1	Qab1ae28a64744150b82c5ad2134f3aa1ece3915a	Q899f4fe2ae233be1691f36f05531acb0ecc540c2	P60292	Q5JE88	8cro	1	186497	0.999403	65	95	163	0	0	0	1	11_24	11	15.096	18.703	4	0.0065359477	0	54	53.2	31.2	31.2	20-40	15-40 A	no_recorded_association	0
AC:000416	Q54J50	Q54VN6	Q30bdf1c9cd24eafd161ce975aed17690446a979d	Qcca9f6da3f98d0a3d36648b25ae996487b853563	Q54J50	Q54VN6	6qkl	1	44689	0.999937	166	127	296	0	0	0	1	3_10	10	19.084	23.268	4	0.033210332	0	0	66.4	50.0	50.0	40-60	15-40 A	no_recorded_association	0
AC:000418	T1RJ07	T1RJT6	Q90126832b4f6355640aec13959f2067435eef6b8	Q195001c0dccdcd5c9a3bbc0080583d41089fed1c	T1RJ07	T1RJT6	8zo9	1	145522	0.019027	45	67	115	0	0	0	1	11_24	21	39.681	41.537	10	0.0	0	14	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000419	B8BUW3	B8LEQ8	Q724702cc20e447120e889c65343b352e71ef3db8	Q8e436c8765999db585e31b0f378ebf73205f0d23	B8BUW3	B8LEQ8	8zet	1	35128	0.984199	188	63	254	0	0	0	1	11_24	17	19.801	22.473	2	0.012552301	0	27	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000420	M2XR49	M2XW22	Q88b9012f6304eb9a4574c09b8f135d3776de8166	Q51c5d8c92012dc2dea5690f09c5e122e013bbc25	M2XR49	M2XW22	9kc5	1	130081	0.999305	227	219	449	0	0	0	1	11_24	20	41.596	43.818	1	0.036945813	0	11	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000422	A0A2P6TPV8	A0A2P6U4K1	Q936592328eb4104a80ce0100a570d3689a76f67e	Q448477e9d299aa02a25c22e97be43533720f084d	A0A2P6TPV8	Q75VY8	6zzx	1	3076	0.010291	482	259	744	0	0	0	1	11_24	24	47.496	48.823	3	0.05945122	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000423	C4LXN2	C4M0Q2	Q8017864934ea98b031c73f9b1ef2bbb378ffc7d5	Q503c68a8aa5a6384bd6a30aa21a5ccad7ddb69cc	A0A3Q7HSH1	C4M8Y8	9v27	1	294381	0.999926	266	237	506	0	0	0	1	11_24	18	9.608	15.096	2	0.038793103	0	0	52.7	45.7	45.7	40-60	8-15 A	no_recorded_association	0
AC:000424	A0A1S3TUX2	A0A1S3UMA0	Q5ced983a5a8e7deb93c07d71122b8e2d0c63afa1	Q88a87594451bfe227a2ae23cc02f9f9fc4e7bd85	A0A1S3TUX2	A0A1S3UMA0	7jro	1	3916	0.99986	67	100	170	0	0	0	1	3_10	10	8.65	10.592	2	0.025157233	0	95	0.0	38.2	0.0	0-20	8-15 A	no_recorded_association	0
AC:000425	A0A4V8GZZ4	A0A4V8H001	Q3009cf1d255a3ad6be2364a4040bad040390a597	Q88949e79240d05fe9816fc1488a4ae241440449a	A0A4V8GZZ4	Q75VY8	9k1e	1	325651	0.999738	123	264	390	0	0	0	1	11_24	24	40.863	42.01	3	0.019230769	0	11	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
